region,feature,point_world,image_id,camera,face,timestamp_ns,range_m,lidar_status,px_per_m_fisheye,px_per_m_face,face_px_per_source_px,fisheye_px,face_px,face_window_u0v0,source_window_xy_size,b_minus_c_max_abs,b_minus_c_mean_abs,b_minus_c_frac_gt1,png,variant,crop_size_px,edge_width_px,edge_contrast,edge_count,noise_std,noise_patch_mean,noise_patch_xy,sat_hi_frac,sat_lo_frac,mean_luma,anchor_edge_offset_px,anchor_edge_offset_mm,edge_width_mm
indoor_door_leaf_Tile_1,ap_board_edge,6.177 -2.493 2.653,img_4fc4ba78911aae895973bd93,left,yaw_minus_35,1772726548853036800,2.902,supported,310.63,368.24,0.842,"797.6,1423.8","530.9,1423.2","402,1295","689,1315,216",0.502,0.2437,0.0,indoor_door_leaf_Tile_1__ap_board_edge__img_4fc4ba78911aae_left_yaw_minus_35.png,b_cubic,256,1.5,74.3287,5,0.8647,200.3669,"240,8",0.0,0.0,94.6245,2.489,6.7593,4.07
indoor_door_leaf_Tile_1,ap_board_edge,6.177 -2.493 2.653,img_4fc4ba78911aae895973bd93,left,yaw_minus_35,1772726548853036800,2.902,supported,310.63,368.24,0.842,"797.6,1423.8","530.9,1423.2","402,1295","689,1315,216",0.502,0.2437,0.0,indoor_door_leaf_Tile_1__ap_board_edge__img_4fc4ba78911aae_left_yaw_minus_35.png,c,256,1.75,74.5904,5,0.8354,200.3687,"240,8",0.0,0.0,94.6241,2.489,6.7593,4.75
indoor_door_leaf_Tile_1,ap_board_edge,6.177 -2.493 2.653,img_669111f98083cce643c39165,right,yaw_plus_35,1772726572854388992,1.607,supported,530.53,774.37,1.043,"1767.1,1086.1","520.6,960.2","392,832","1680,999,175",0.501,0.2434,0.0,indoor_door_leaf_Tile_1__ap_board_edge__img_669111f98083cc_right_yaw_plus_35.png,a,175,5.0,78.2752,5,1.4449,139.8935,"136,152",0.0,0.0,77.0462,9.7791,18.4328,9.42
indoor_door_leaf_Tile_1,ap_board_edge,6.177 -2.493 2.653,img_669111f98083cce643c39165,right,yaw_plus_35,1772726572854388992,1.607,supported,530.53,774.37,1.043,"1767.1,1086.1","520.6,960.2","392,832","1680,999,175",0.501,0.2434,0.0,indoor_door_leaf_Tile_1__ap_board_edge__img_669111f98083cc_right_yaw_plus_35.png,b_bilinear,256,6.5,78.0919,5,0.859,121.4965,"40,64",0.0,0.0,77.532,4.8369,6.2462,8.39
indoor_door_leaf_Tile_1,ap_board_edge,6.177 -2.493 2.653,img_669111f98083cce643c39165,right,yaw_plus_35,1772726572854388992,1.607,supported,530.53,774.37,1.043,"1767.1,1086.1","520.6,960.2","392,832","1680,999,175",0.501,0.2434,0.0,indoor_door_leaf_Tile_1__ap_board_edge__img_669111f98083cc_right_yaw_plus_35.png,b_cubic,256,6.5,77.6821,5,0.9715,121.4889,"40,64",0.0,0.0,77.5317,4.8369,6.2462,8.39
indoor_door_leaf_Tile_1,ap_board_edge,6.177 -2.493 2.653,img_669111f98083cce643c39165,right,yaw_plus_35,1772726572854388992,1.607,supported,530.53,774.37,1.043,"1767.1,1086.1","520.6,960.2","392,832","1680,999,175",0.501,0.2434,0.0,indoor_door_leaf_Tile_1__ap_board_edge__img_669111f98083cc_right_yaw_plus_35.png,c,256,6.5,78.0619,5,0.8685,121.4877,"40,64",0.0,0.0,77.5303,4.8369,6.2462,8.39
indoor_door_leaf_Tile_1,ap_board_edge,6.177 -2.493 2.653,img_ae847fd97d3627e78b825c01,left,yaw_minus_35,1772726547352930048,2.928,supported,337.13,444.71,0.921,"514.5,1624.9","147.2,1653.0","19,1525","417,1527,194",0.501,0.2423,0.0,indoor_door_leaf_Tile_1__ap_board_edge__img_ae847fd97d3627_left_yaw_minus_35.png,a,194,1.75,62.6471,5,0.9904,190.3719,"152,0",0.0,0.0,100.9488,20.2569,60.0867,5.19
indoor_door_leaf_Tile_1,ap_board_edge,6.177 -2.493 2.653,img_ae847fd97d3627e78b825c01,left,yaw_minus_35,1772726547352930048,2.928,supported,337.13,444.71,0.921,"514.5,1624.9","147.2,1653.0","19,1525","417,1527,194",0.501,0.2423,0.0,indoor_door_leaf_Tile_1__ap_board_edge__img_ae847fd97d3627_left_yaw_minus_35.png,b_bilinear,256,1.75,64.3375,5,0.7951,190.7621,"224,16",0.0,0.0,100.2641,24.9697,56.1481,3.94
indoor_door_leaf_Tile_1,ap_board_edge,6.177 -2.493 2.653,img_ae847fd97d3627e78b825c01,left,yaw_minus_35,1772726547352930048,2.928,supported,337.13,444.71,0.921,"514.5,1624.9","147.2,1653.0","19,1525","417,1527,194",0.501,0.2423,0.0,indoor_door_leaf_Tile_1__ap_board_edge__img_ae847fd97d3627_left_yaw_minus_35.png,b_cubic,256,1.25,59.9383,5,0.8751,190.7677,"224,16",0.0,0.0,100.2594,19.6783,44.2495,2.81
indoor_door_leaf_Tile_1,ap_board_edge,6.177 -2.493 2.653,img_ae847fd97d3627e78b825c01,left,yaw_minus_35,1772726547352930048,2.928,supported,337.13,444.71,0.921,"514.5,1624.9","147.2,1653.0","19,1525","417,1527,194",0.501,0.2423,0.0,indoor_door_leaf_Tile_1__ap_board_edge__img_ae847fd97d3627_left_yaw_minus_35.png,c,256,1.75,64.3063,5,0.8282,190.7659,"224,16",0.0,0.0,100.2642,19.6783,44.2495,3.94
outdoor_gravel_Tile_0,gravel_centre,9.092 -11.052 0.417,img_0e30201037f2d207322568eb,left,yaw_plus_35,1772726453847245824,1.644,supported,578.34,866.48,1.07,"2067.9,1999.8","971.2,2166.0","843,2037","1982,1914,171",0.504,0.2496,0.0,outdoor_gravel_Tile_0__gravel_centre__img_0e30201037f2d2_left_yaw_plus_35.png,a,171,0.25,41.8925,5,22.9472,152.9311,"128,72",0.0007,0.0,160.8232,1.4162,2.4488,0.43
outdoor_gravel_Tile_0,gravel_centre,9.092 -11.052 0.417,img_0e30201037f2d207322568eb,left,yaw_plus_35,1772726453847245824,1.644,supported,578.34,866.48,1.07,"2067.9,1999.8","971.2,2166.0","843,2037","1982,1914,171",0.504,0.2496,0.0,outdoor_gravel_Tile_0__gravel_centre__img_0e30201037f2d2_left_yaw_plus_35.png,b_bilinear,256,3.5,34.7391,5,14.4398,155.3255,"184,104",0.0002,0.0,160.8726,0.8575,0.9896,4.04
outdoor_gravel_Tile_0,gravel_centre,9.092 -11.052 0.417,img_0e30201037f2d207322568eb,left,yaw_plus_35,1772726453847245824,1.644,supported,578.34,866.48,1.07,"2067.9,1999.8","971.2,2166.0","843,2037","1982,1914,171",0.504,0.2496,0.0,outdoor_gravel_Tile_0__gravel_centre__img_0e30201037f2d2_left_yaw_plus_35.png,b_cubic,256,3.5,29.4191,5,16.1119,155.2769,"184,104",0.0009,0.0,160.869,0.8575,0.9896,4.04
outdoor_gravel_Tile_0,gravel_centre,9.092 -11.052 0.417,img_0e30201037f2d207322568eb,left,yaw_plus_35,1772726453847245824,1.644,supported,578.34,866.48,1.07,"2067.9,1999.8","971.2,2166.0","843,2037","1982,1914,171",0.504,0.2496,0.0,outdoor_gravel_Tile_0__gravel_centre__img_0e30201037f2d2_left_yaw_plus_35.png,c,256,3.5,34.6749,5,14.4312,155.3246,"184,104",0.0002,0.0,160.8721,0.8575,0.9896,4.04
outdoor_gravel_Tile_0,gravel_centre,9.092 -11.052 0.417,img_f266fb814ed9e48ef6890df7,right,yaw_minus_35,1772726452347136000,2.367,supported,414.09,557.95,0.949,"573.1,1753.9","201.7,1811.1","73,1683","478,1658,190",0.501,0.2498,0.0,outdoor_gravel_Tile_0__gravel_centre__img_f266fb814ed9e4_right_yaw_minus_35.png,a,190,7.75,37.432,5,16.2419,169.1845,"112,80",0.0009,0.0,174.9215,0.6983,1.6865,18.72
outdoor_gravel_Tile_0,gravel_centre,9.092 -11.052 0.417,img_f266fb814ed9e48ef6890df7,right,yaw_minus_35,1772726452347136000,2.367,supported,414.09,557.95,0.949,"573.1,1753.9","201.7,1811.1","73,1683","478,1658,190",0.501,0.2498,0.0,outdoor_gravel_Tile_0__gravel_centre__img_f266fb814ed9e4_right_yaw_minus_35.png,b_bilinear,256,1.25,35.5149,5,12.4531,168.3961,"152,112",0.0007,0.0,174.8529,1.3976,2.5049,2.24
outdoor_gravel_Tile_0,gravel_centre,9.092 -11.052 0.417,img_f266fb814ed9e48ef6890df7,right,yaw_minus_35,1772726452347136000,2.367,supported,414.09,557.95,0.949,"573.1,1753.9","201.7,1811.1","73,1683","478,1658,190",0.501,0.2498,0.0,outdoor_gravel_Tile_0__gravel_centre__img_f266fb814ed9e4_right_yaw_minus_35.png,b_cubic,256,1.0,36.9734,5,15.9061,168.8557,"160,112",0.0013,0.0,174.8435,1.3976,2.5049,1.79
outdoor_gravel_Tile_0,gravel_centre,9.092 -11.052 0.417,img_f266fb814ed9e48ef6890df7,right,yaw_minus_35,1772726452347136000,2.367,supported,414.09,557.95,0.949,"573.1,1753.9","201.7,1811.1","73,1683","478,1658,190",0.501,0.2498,0.0,outdoor_gravel_Tile_0__gravel_centre__img_f266fb814ed9e4_right_yaw_minus_35.png,c,256,1.25,35.4864,5,12.4321,168.3765,"152,112",0.0009,0.0,174.851,1.3976,2.5049,2.24
outdoor_gravel_Tile_0,gravel_centre,9.092 -11.052 0.417,img_02ea8d71b98fade9b737af1e,left,pitch_down_56,1772726456347391744,1.81,supported,547.36,1451.21,1.917,"1049.1,2332.4","499.2,1021.8","371,893","1001,2284,97",0.503,0.2499,0.0,outdoor_gravel_Tile_0__gravel_centre__img_02ea8d71b98fad_left_pitch_down_56.png,a,97,5.0,31.7529,5,28.779,133.7976,"72,80",0.0,0.0,139.7272,0.6203,1.1332,9.13
outdoor_gravel_Tile_0,gravel_centre,9.092 -11.052 0.417,img_02ea8d71b98fade9b737af1e,left,pitch_down_56,1772726456347391744,1.81,supported,547.36,1451.21,1.917,"1049.1,2332.4","499.2,1021.8","371,893","1001,2284,97",0.503,0.2499,0.0,outdoor_gravel_Tile_0__gravel_centre__img_02ea8d71b98fad_left_pitch_down_56.png,b_bilinear,256,13.0,95.4154,5,14.5485,162.8919,"176,184",0.0,0.0,139.7546,1.7929,1.2355,8.96
outdoor_gravel_Tile_0,gravel_centre,9.092 -11.052 0.417,img_02ea8d71b98fade9b737af1e,left,pitch_down_56,1772726456347391744,1.81,supported,547.36,1451.21,1.917,"1049.1,2332.4","499.2,1021.8","371,893","1001,2284,97",0.503,0.2499,0.0,outdoor_gravel_Tile_0__gravel_centre__img_02ea8d71b98fad_left_pitch_down_56.png,b_cubic,256,2.5,73.3848,5,16.7472,142.8396,"200,0",0.0,0.0,139.7576,1.7294,1.1917,1.72
outdoor_gravel_Tile_0,gravel_centre,9.092 -11.052 0.417,img_02ea8d71b98fade9b737af1e,left,pitch_down_56,1772726456347391744,1.81,supported,547.36,1451.21,1.917,"1049.1,2332.4","499.2,1021.8","371,893","1001,2284,97",0.503,0.2499,0.0,outdoor_gravel_Tile_0__gravel_centre__img_02ea8d71b98fad_left_pitch_down_56.png,c,256,13.0,62.6695,5,14.5512,162.8991,"176,184",0.0,0.0,139.7542,1.7929,1.2355,8.96
outdoor_gravel_Tile_0,gravel_centre,9.092 -11.052 0.417,img_eac8d6fea7b11f2aed473852,right,yaw_minus_35,1772726451847107840,2.463,supported,373.94,460.64,0.875,"765.1,1672.8","474.7,1716.6","346,1588","661,1568,208",0.501,0.2498,0.0,outdoor_gravel_Tile_0__gravel_centre__img_eac8d6fea7b11f_right_yaw_minus_35.png,a,208,5.75,34.669,5,17.4538,189.7316,"40,8",0.0021,0.0,178.5519,1.7846,4.7724,15.38
outdoor_gravel_Tile_0,gravel_centre,9.092 -11.052 0.417,img_eac8d6fea7b11f2aed473852,right,yaw_minus_35,1772726451847107840,2.463,supported,373.94,460.64,0.875,"765.1,1672.8","474.7,1716.6","346,1588","661,1568,208",0.501,0.2498,0.0,outdoor_gravel_Tile_0__gravel_centre__img_eac8d6fea7b11f_right_yaw_minus_35.png,b_bilinear,256,7.0,28.4557,5,12.5681,188.8247,"64,16",0.0008,0.0,178.5651,2.2308,4.8429,15.2
outdoor_gravel_Tile_0,gravel_centre,9.092 -11.052 0.417,img_eac8d6fea7b11f2aed473852,right,yaw_minus_35,1772726451847107840,2.463,supported,373.94,460.64,0.875,"765.1,1672.8","474.7,1716.6","346,1588","661,1568,208",0.501,0.2498,0.0,outdoor_gravel_Tile_0__gravel_centre__img_eac8d6fea7b11f_right_yaw_minus_35.png,b_cubic,256,7.0,34.1456,5,14.5289,188.9231,"64,16",0.002,0.0,178.567,2.2308,4.8429,15.2
outdoor_gravel_Tile_0,gravel_centre,9.092 -11.052 0.417,img_eac8d6fea7b11f2aed473852,right,yaw_minus_35,1772726451847107840,2.463,supported,373.94,460.64,0.875,"765.1,1672.8","474.7,1716.6","346,1588","661,1568,208",0.501,0.2498,0.0,outdoor_gravel_Tile_0__gravel_centre__img_eac8d6fea7b11f_right_yaw_minus_35.png,c,256,7.5,36.2118,5,12.5739,188.826,"64,16",0.0009,0.0,178.5657,2.2308,4.8429,16.28
outdoor_gravel_Tile_0,gravel_centre,9.092 -11.052 0.417,img_cc7973236912a72f232cc17b,left,yaw_plus_35,1772726453347235072,1.858,supported,511.76,702.57,0.979,"2152.7,1887.6","1042.5,1988.5","914,1860","2059,1794,186",0.505,0.2496,0.0,outdoor_gravel_Tile_0__gravel_centre__img_cc7973236912a7_left_yaw_plus_35.png,a,186,0.75,26.142,5,23.3291,159.1563,"120,80",0.0005,0.0,162.4023,2.3184,4.5304,1.47
outdoor_gravel_Tile_0,gravel_centre,9.092 -11.052 0.417,img_cc7973236912a72f232cc17b,left,yaw_plus_35,1772726453347235072,1.858,supported,511.76,702.57,0.979,"2152.7,1887.6","1042.5,1988.5","914,1860","2059,1794,186",0.505,0.2496,0.0,outdoor_gravel_Tile_0__gravel_centre__img_cc7973236912a7_left_yaw_plus_35.png,b_bilinear,256,6.25,31.2252,5,17.8569,158.1888,"168,112",0.0002,0.0,162.6244,2.8486,4.0545,8.9
outdoor_gravel_Tile_0,gravel_centre,9.092 -11.052 0.417,img_cc7973236912a72f232cc17b,left,yaw_plus_35,1772726453347235072,1.858,supported,511.76,702.57,0.979,"2152.7,1887.6","1042.5,1988.5","914,1860","2059,1794,186",0.505,0.2496,0.0,outdoor_gravel_Tile_0__gravel_centre__img_cc7973236912a7_left_yaw_plus_35.png,b_cubic,256,1.75,26.2712,5,20.2761,158.1379,"168,112",0.0008,0.0,162.6278,2.8486,4.0545,2.49
outdoor_gravel_Tile_0,gravel_centre,9.092 -11.052 0.417,img_cc7973236912a72f232cc17b,left,yaw_plus_35,1772726453347235072,1.858,supported,511.76,702.57,0.979,"2152.7,1887.6","1042.5,1988.5","914,1860","2059,1794,186",0.505,0.2496,0.0,outdoor_gravel_Tile_0__gravel_centre__img_cc7973236912a7_left_yaw_plus_35.png,c,256,6.25,30.9762,5,17.843,158.1767,"168,112",0.0002,0.0,162.6235,2.8486,4.0545,8.9
outdoor_gravel_Tile_0,gravel_centre,9.092 -11.052 0.417,img_4e8573cfcd31389b1a28d8e3,right,pitch_down_56,1772726477348664064,2.473,supported,375.55,1186.39,2.308,"1925.7,2033.7","2789.7,264.3","2656,136","1885,1993,81",0.504,0.2498,0.0,outdoor_gravel_Tile_0__gravel_centre__img_4e8573cfcd3138_right_pitch_down_56.png,a,81,5.75,41.9699,5,30.1052,131.5559,"8,0",0.0,0.0,140.7462,0.8077,2.1507,15.31
outdoor_gravel_Tile_0,gravel_centre,9.092 -11.052 0.417,img_4e8573cfcd31389b1a28d8e3,right,pitch_down_56,1772726477348664064,2.473,supported,375.55,1186.39,2.308,"1925.7,2033.7","2789.7,264.3","2656,136","1885,1993,81",0.504,0.2498,0.0,outdoor_gravel_Tile_0__gravel_centre__img_4e8573cfcd3138_right_pitch_down_56.png,b_bilinear,256,12.5,88.4869,5,8.5312,147.7869,"72,8",0.0,0.0,140.6575,1.4735,1.242,10.54
outdoor_gravel_Tile_0,gravel_centre,9.092 -11.052 0.417,img_4e8573cfcd31389b1a28d8e3,right,pitch_down_56,1772726477348664064,2.473,supported,375.55,1186.39,2.308,"1925.7,2033.7","2789.7,264.3","2656,136","1885,1993,81",0.504,0.2498,0.0,outdoor_gravel_Tile_0__gravel_centre__img_4e8573cfcd3138_right_pitch_down_56.png,b_cubic,256,2.25,84.9253,5,10.605,148.6051,"72,8",0.0,0.0,140.6385,2.196,1.851,1.9
outdoor_gravel_Tile_0,gravel_centre,9.092 -11.052 0.417,img_4e8573cfcd31389b1a28d8e3,right,pitch_down_56,1772726477348664064,2.473,supported,375.55,1186.39,2.308,"1925.7,2033.7","2789.7,264.3","2656,136","1885,1993,81",0.504,0.2498,0.0,outdoor_gravel_Tile_0__gravel_centre__img_4e8573cfcd3138_right_pitch_down_56.png,c,256,12.75,88.5163,5,8.5365,147.8031,"72,8",0.0,0.0,140.6571,1.4735,1.242,10.75
outdoor_gravel_Tile_0,shed_wall_edge,7.991 -44.938 2.639,img_d21f5584847186fb48689a7a,left,yaw_minus_35,1772726450847063040,31.845,supported,30.9,40.53,0.919,"530.7,1642.9","167.9,1673.8","39,1545","433,1545,195",0.503,0.2469,0.0,outdoor_gravel_Tile_0__shed_wall_edge__img_d21f5584847186_left_yaw_minus_35.png,a,195,9.25,156.6338,5,3.1022,215.5397,"112,0",0.0158,0.0,105.6569,19.7995,640.7231,299.34
outdoor_gravel_Tile_0,shed_wall_edge,7.991 -44.938 2.639,img_d21f5584847186fb48689a7a,left,yaw_minus_35,1772726450847063040,31.845,supported,30.9,40.53,0.919,"530.7,1642.9","167.9,1673.8","39,1545","433,1545,195",0.503,0.2469,0.0,outdoor_gravel_Tile_0__shed_wall_edge__img_d21f5584847186_left_yaw_minus_35.png,b_bilinear,256,6.5,149.5238,5,1.4397,219.4495,"192,0",0.0155,0.0,112.1429,14.7764,364.5562,160.37
outdoor_gravel_Tile_0,shed_wall_edge,7.991 -44.938 2.639,img_d21f5584847186fb48689a7a,left,yaw_minus_35,1772726450847063040,31.845,supported,30.9,40.53,0.919,"530.7,1642.9","167.9,1673.8","39,1545","433,1545,195",0.503,0.2469,0.0,outdoor_gravel_Tile_0__shed_wall_edge__img_d21f5584847186_left_yaw_minus_35.png,b_cubic,256,6.0,148.2754,5,1.5392,219.4556,"192,0",0.0191,0.0,112.1499,20.8299,513.9075,148.03
outdoor_gravel_Tile_0,shed_wall_edge,7.991 -44.938 2.639,img_d21f5584847186fb48689a7a,left,yaw_minus_35,1772726450847063040,31.845,supported,30.9,40.53,0.919,"530.7,1642.9","167.9,1673.8","39,1545","433,1545,195",0.503,0.2469,0.0,outdoor_gravel_Tile_0__shed_wall_edge__img_d21f5584847186_left_yaw_minus_35.png,c,256,6.5,149.6463,5,1.4844,219.4334,"192,0",0.0167,0.0,112.143,14.7764,364.5562,160.37
outdoor_gravel_Tile_0,shed_wall_edge,7.991 -44.938 2.639,img_0f09b1c8a16caf36b2272fd5,right,yaw_plus_35,1772726489349372928,36.005,supported,27.45,36.4,0.924,"2406.2,1610.4","1325.3,1639.9","1197,1511","2310,1514,193",0.504,0.2463,0.0,outdoor_gravel_Tile_0__shed_wall_edge__img_0f09b1c8a16caf_right_yaw_plus_35.png,a,193,11.0,113.5198,5,1.3761,188.4734,"112,0",0.0252,0.0,99.4872,36.18,1317.9609,400.71
outdoor_gravel_Tile_0,shed_wall_edge,7.991 -44.938 2.639,img_0f09b1c8a16caf36b2272fd5,right,yaw_plus_35,1772726489349372928,36.005,supported,27.45,36.4,0.924,"2406.2,1610.4","1325.3,1639.9","1197,1511","2310,1514,193",0.504,0.2463,0.0,outdoor_gravel_Tile_0__shed_wall_edge__img_0f09b1c8a16caf_right_yaw_plus_35.png,b_bilinear,256,6.25,149.6235,5,0.8266,188.0845,"144,16",0.0287,0.0,103.8345,5.4084,148.6,171.72
outdoor_gravel_Tile_0,shed_wall_edge,7.991 -44.938 2.639,img_0f09b1c8a16caf36b2272fd5,right,yaw_plus_35,1772726489349372928,36.005,supported,27.45,36.4,0.924,"2406.2,1610.4","1325.3,1639.9","1197,1511","2310,1514,193",0.504,0.2463,0.0,outdoor_gravel_Tile_0__shed_wall_edge__img_0f09b1c8a16caf_right_yaw_plus_35.png,b_cubic,256,9.75,149.6571,5,1.0062,189.5665,"152,16",0.0325,0.0,103.8384,5.4084,148.6,267.89
outdoor_gravel_Tile_0,shed_wall_edge,7.991 -44.938 2.639,img_0f09b1c8a16caf36b2272fd5,right,yaw_plus_35,1772726489349372928,36.005,supported,27.45,36.4,0.924,"2406.2,1610.4","1325.3,1639.9","1197,1511","2310,1514,193",0.504,0.2463,0.0,outdoor_gravel_Tile_0__shed_wall_edge__img_0f09b1c8a16caf_right_yaw_plus_35.png,c,256,9.75,149.6244,5,0.8839,188.0915,"144,16",0.0311,0.0,103.8335,5.4084,148.6,267.89
outdoor_gravel_Tile_0,shed_wall_edge,7.991 -44.938 2.639,img_29f0cdf6a31f8207e452d529,left,yaw_minus_35,1772726450347032064,31.988,supported,29.74,36.48,0.867,"637.3,1569.2","325.1,1588.7","197,1460","533,1465,209",0.503,0.2481,0.0,outdoor_gravel_Tile_0__shed_wall_edge__img_29f0cdf6a31f82_left_yaw_minus_35.png,a,209,5.25,148.681,5,2.4844,216.5353,"136,0",0.0091,0.0,109.3565,12.4126,417.3334,176.51
outdoor_gravel_Tile_0,shed_wall_edge,7.991 -44.938 2.639,img_29f0cdf6a31f8207e452d529,left,yaw_minus_35,1772726450347032064,31.988,supported,29.74,36.48,0.867,"637.3,1569.2","325.1,1588.7","197,1460","533,1465,209",0.503,0.2481,0.0,outdoor_gravel_Tile_0__shed_wall_edge__img_29f0cdf6a31f82_left_yaw_minus_35.png,b_bilinear,256,6.25,151.2244,5,1.5388,199.4118,"24,0",0.0067,0.0,113.325,12.0773,331.0332,171.31
outdoor_gravel_Tile_0,shed_wall_edge,7.991 -44.938 2.639,img_29f0cdf6a31f8207e452d529,left,yaw_minus_35,1772726450347032064,31.988,supported,29.74,36.48,0.867,"637.3,1569.2","325.1,1588.7","197,1460","533,1465,209",0.503,0.2481,0.0,outdoor_gravel_Tile_0__shed_wall_edge__img_29f0cdf6a31f82_left_yaw_minus_35.png,b_cubic,256,6.25,150.092,5,1.6638,199.383,"24,0",0.0087,0.0,113.3272,12.0773,331.0332,171.31
outdoor_gravel_Tile_0,shed_wall_edge,7.991 -44.938 2.639,img_29f0cdf6a31f8207e452d529,left,yaw_minus_35,1772726450347032064,31.988,supported,29.74,36.48,0.867,"637.3,1569.2","325.1,1588.7","197,1460","533,1465,209",0.503,0.2481,0.0,outdoor_gravel_Tile_0__shed_wall_edge__img_29f0cdf6a31f82_left_yaw_minus_35.png,c,256,6.25,154.9935,5,1.5664,199.3861,"24,0",0.0075,0.0,113.3247,12.0773,331.0332,171.31
outdoor_gravel_Tile_0,shed_wall_edge,7.991 -44.938 2.639,img_e57c4c5b365a33a7eb8e26d4,right,yaw_plus_35,1772726489849451008,36.344,supported,26.72,33.8,0.888,"2345.4,1562.2","1230.8,1583.9","1102,1455","2244,1461,202",0.504,0.2442,0.0,outdoor_gravel_Tile_0__shed_wall_edge__img_e57c4c5b365a33_right_yaw_plus_35.png,a,202,10.0,128.3566,5,1.1435,204.4531,"0,72",0.0754,0.0,105.8722,36.7014,1373.595,374.26
outdoor_gravel_Tile_0,shed_wall_edge,7.991 -44.938 2.639,img_e57c4c5b365a33a7eb8e26d4,right,yaw_plus_35,1772726489849451008,36.344,supported,26.72,33.8,0.888,"2345.4,1562.2","1230.8,1583.9","1102,1455","2244,1461,202",0.504,0.2442,0.0,outdoor_gravel_Tile_0__shed_wall_edge__img_e57c4c5b365a33_right_yaw_plus_35.png,b_bilinear,256,10.0,126.7151,5,0.8125,185.543,"112,16",0.0722,0.0,110.143,5.3612,158.6191,295.86
outdoor_gravel_Tile_0,shed_wall_edge,7.991 -44.938 2.639,img_e57c4c5b365a33a7eb8e26d4,right,yaw_plus_35,1772726489849451008,36.344,supported,26.72,33.8,0.888,"2345.4,1562.2","1230.8,1583.9","1102,1455","2244,1461,202",0.504,0.2442,0.0,outdoor_gravel_Tile_0__shed_wall_edge__img_e57c4c5b365a33_right_yaw_plus_35.png,b_cubic,256,10.0,126.8537,5,0.9298,185.5395,"112,16",0.0752,0.0,110.1445,3.6111,106.8405,295.86
outdoor_gravel_Tile_0,shed_wall_edge,7.991 -44.938 2.639,img_e57c4c5b365a33a7eb8e26d4,right,yaw_plus_35,1772726489849451008,36.344,supported,26.72,33.8,0.888,"2345.4,1562.2","1230.8,1583.9","1102,1455","2244,1461,202",0.504,0.2442,0.0,outdoor_gravel_Tile_0__shed_wall_edge__img_e57c4c5b365a33_right_yaw_plus_35.png,c,256,10.0,126.6411,5,0.8387,185.5637,"112,16",0.0766,0.0,110.143,5.3612,158.6191,295.86
outdoor_gravel_Tile_0,shed_wall_edge,7.991 -44.938 2.639,img_3a67c36eb4b7f4b5eacf371d,left,yaw_minus_35,1772726449847025920,32.117,supported,28.9,34.8,0.854,"716.2,1570.2","426.3,1590.8","298,1462","610,1464,213",0.502,0.2478,0.0,outdoor_gravel_Tile_0__shed_wall_edge__img_3a67c36eb4b7f4_left_yaw_minus_35.png,a,213,5.0,133.3828,5,2.5198,219.1309,"136,8",0.0111,0.0,115.1201,12.2566,424.0823,173.0
outdoor_gravel_Tile_0,shed_wall_edge,7.991 -44.938 2.639,img_3a67c36eb4b7f4b5eacf371d,left,yaw_minus_35,1772726449847025920,32.117,supported,28.9,34.8,0.854,"716.2,1570.2","426.3,1590.8","298,1462","610,1464,213",0.502,0.2478,0.0,outdoor_gravel_Tile_0__shed_wall_edge__img_3a67c36eb4b7f4_left_yaw_minus_35.png,b_bilinear,256,6.25,152.4053,5,1.6274,200.8855,"16,0",0.0086,0.0,117.8893,16.8176,483.2988,179.61
outdoor_gravel_Tile_0,shed_wall_edge,7.991 -44.938 2.639,img_3a67c36eb4b7f4b5eacf371d,left,yaw_minus_35,1772726449847025920,32.117,supported,28.9,34.8,0.854,"716.2,1570.2","426.3,1590.8","298,1462","610,1464,213",0.502,0.2478,0.0,outdoor_gravel_Tile_0__shed_wall_edge__img_3a67c36eb4b7f4_left_yaw_minus_35.png,b_cubic,256,5.75,152.0942,5,1.7311,204.0295,"32,40",0.0108,0.0,117.883,5.7388,164.9194,165.24
outdoor_gravel_Tile_0,shed_wall_edge,7.991 -44.938 2.639,img_3a67c36eb4b7f4b5eacf371d,left,yaw_minus_35,1772726449847025920,32.117,supported,28.9,34.8,0.854,"716.2,1570.2","426.3,1590.8","298,1462","610,1464,213",0.502,0.2478,0.0,outdoor_gravel_Tile_0__shed_wall_edge__img_3a67c36eb4b7f4_left_yaw_minus_35.png,c,256,6.25,152.6867,5,1.6249,204.0376,"32,40",0.0094,0.0,117.8887,16.8176,483.2988,179.61
outdoor_gravel_Tile_0,shed_wall_edge,7.991 -44.938 2.639,img_a21e76e673caa3f2f9ac6c92,right,yaw_minus_35,1772726582354951936,36.632,supported,27.38,43.59,1.108,"564.8,926.3","92.7,799.7","0,671","484,846,161",0.502,0.2133,0.0,outdoor_gravel_Tile_0__shed_wall_edge__img_a21e76e673caa3_right_yaw_minus_35.png,a,161,9.0,144.7618,5,0.0,255.0,"64,8",0.1228,0.0,142.5206,1.399,51.0919,328.67
