idx,sample_id,side,capture_fraction,cam_to_door_centre_m,gap_pixels,gap_luma_mean,gap_luma_p90,leaf_region_pixels,leaf_region_luma_mean,in_roi_list,vis6_gap_px,vis6_gap_n,vis6_gap_delta_p50,vis6_gap_beyond,vis6_gap_on,vis6_gap_near,vis6_quad_px,vis6_quad_n,vis6_quad_delta_p50,vis6_quad_beyond,vis6_quad_on,vis6_quad_near,vis6f_gap_px,vis6f_gap_n,vis6f_gap_delta_p50,vis6f_gap_beyond,vis6f_gap_on,vis6f_gap_near,vis6f_quad_px,vis6f_quad_n,vis6f_quad_delta_p50,vis6f_quad_beyond,vis6f_quad_on,vis6f_quad_near,lidar_los,vis6_leafpoly_vs_leafplane_px,vis6_leafpoly_vs_leafplane_n,vis6_leafpoly_vs_leafplane_delta_p50,vis6_leafpoly_vs_leafplane_beyond,vis6_leafpoly_vs_leafplane_on,vis6_leafpoly_vs_leafplane_near,vis6f_leafpoly_vs_leafplane_px,vis6f_leafpoly_vs_leafplane_n,vis6f_leafpoly_vs_leafplane_delta_p50,vis6f_leafpoly_vs_leafplane_beyond,vis6f_leafpoly_vs_leafplane_on,vis6f_leafpoly_vs_leafplane_near
255,img_e89062940cc4d3083aa9a723::yaw_minus_35,carport,0.6448,5.17,15034,32.0,51.2,0,nan,False,15034,6088,0.7994263372938484,5595,2,0,23221,9414,0.7327708362726382,6969,1588,0,15034,4592,0.6841341272083863,4099,2,0,23221,7162,0.5344645099733936,4717,1588,0,clear,,,,,,,,,,,,
256,img_0cfe3b000d78b3cbe984aa45::yaw_minus_35,carport,0.6471,4.74,15131,41.2,65.6,0,nan,True,15131,6483,1.282613293427925,6014,0,0,23822,10219,0.7803071904040175,7575,1710,0,15131,3208,0.5552984484652859,2739,0,0,23822,5531,0.32591163330243056,2887,1710,0,clear,,,,,,,,,,,,
257,img_572c8b231f54c3e8ed7f76c5::yaw_minus_35,carport,0.6493,4.31,18656,51.9,81.3,0,nan,False,18656,7427,1.337736624649331,6930,2,0,28953,11536,0.931907107195092,8783,1790,0,18656,3081,0.5167477283198805,2584,2,0,28953,5424,0.2943524072733301,2671,1790,0,clear,,,,,,,,,,,,
258,img_bc2bea11a1cb64d9ca5716c4::yaw_minus_35,carport,0.6516,3.88,34609,53.9,77.1,0,nan,False,34609,11137,1.2360772790941983,10275,60,0,47609,15332,1.2076985329043983,12292,1980,0,34609,4862,0.5807647656989012,4000,60,0,47609,7103,0.3809424500558998,4063,1980,0,clear,,,,,,,,,,,,
259,img_a6e40bded3c9f2217bdca885::yaw_minus_35,interior,0.7421,2.07,496062,195.4,255.0,22524,164.8,False,496062,124306,2.961843755624628,117842,4865,550,553256,137687,2.939838595971083,129633,6320,642,496062,34186,1.5697736998763272,28079,4733,550,553256,36045,1.4971903698032674,28432,6122,642,clear,22524,5466,3.0087286360544465,4912,553,0,22524,593,-0.06468332805727028,39,553,0
260,img_d4b43c110801599d2031af14::yaw_minus_35,interior,0.7443,2.08,468042,199.5,255.0,18751,168.2,False,468042,108024,2.9271767192875373,101585,4864,535,520649,120996,2.9078400453791047,112970,6317,625,468042,28961,1.4094059830629688,22866,4736,535,520649,30757,1.3852335342694526,23159,6125,625,clear,18751,4424,2.8332430739042556,3907,516,0,18751,533,-0.06479673679985609,16,516,0
261,img_41472835d6d01c3b9eee86f3::yaw_minus_35,interior,0.7466,2.09,448515,199.9,255.0,17015,171.2,False,448515,120667,2.938886233058946,114109,4806,717,499059,133752,2.9202563350256465,125550,6300,819,448515,32701,1.5109304973961253,26526,4667,717,499059,34512,1.441364504886907,26786,6090,818,clear,17015,4738,3.0163372193258513,4245,492,0,17015,509,-0.06746902671639265,16,492,0
262,img_02c50c1e41ca50d8799dfef7::yaw_minus_35,interior,0.7489,2.11,448246,190.1,255.0,15792,164.9,False,448246,122690,2.9183488924009673,114910,4772,2027,497321,135729,2.9011207407243087,126212,6241,2251,448246,28366,1.3848015049150135,21367,4565,1806,497321,30141,1.3775589450841648,21588,5939,1964,clear,15792,4489,2.8280148681036676,4029,460,0,15792,475,-0.07464651405905753,15,460,0
263,img_809b1e32b82c29585751f38a::yaw_minus_35,interior,0.7511,2.12,436730,184.1,255.0,14902,170.4,False,436730,124080,2.8986613862805113,115284,4709,3141,484481,137114,2.8735633488709853,126569,6170,3365,436730,25154,1.3782828289595461,17468,4433,2788,484481,26840,1.3618338777265415,17589,5775,2979,clear,14902,3848,2.4363394429542415,3399,449,0,14902,454,-0.08227906054124601,5,449,0
264,img_25e709e621e208bb6d69963c::yaw_minus_35,interior,0.7534,2.14,410514,182.1,255.0,11949,170.7,False,410514,119164,2.8564235287777606,109860,4638,3738,454538,131879,2.817669636389683,120823,6112,3957,410514,23509,1.3568567009288066,15405,4341,3369,454538,25170,1.3256813465588513,15489,5686,3566,clear,11949,3176,2.0896040362220396,2766,410,0,11949,411,-0.08528780001667702,1,410,0
265,img_ae847fd97d3627e78b825c01::yaw_minus_35,interior,0.7557,2.25,363062,182.3,254.4,7055,166.0,False,363062,106435,2.778481821768523,96694,4633,4203,399984,118445,2.72737265386401,106909,6148,4439,363062,21783,1.3174269670338528,13252,4348,3802,399984,23458,1.2957588195854244,13324,5721,4004,clear,7055,2362,2.1383920675010195,2050,312,0,7055,312,-0.08268259045630111,0,312,0
266,img_ae7fcdb96cefc23a2e9b1cb8::yaw_minus_35,interior,0.7919,2.51,261840,170.2,255.0,3247,177.7,False,261840,98652,2.540293989147006,82772,3934,10643,291282,110235,2.304802671433034,89249,5976,11979,261840,18262,-0.809253943292173,5703,2420,9944,291282,20250,-0.8184863471709694,5725,3009,11106,occluded,3247,1150,2.297961638907519,903,155,92,3247,207,-0.11230301945747057,0,117,90
267,img_db74abe8fe99e50cd417fb92::yaw_minus_35,interior,0.7941,2.64,255380,170.5,255.0,3713,167.8,False,255380,91402,2.596934302873601,72947,3655,12290,284668,101873,2.4320929237552953,79672,5449,13350,255380,18331,-0.9306405811149427,4730,1774,11611,284668,20006,-0.9155367886065848,4808,2225,12522,occluded,3713,1178,2.262606028332643,940,157,81,3713,189,-0.12121785420536257,1,110,78
268,img_bde382b774c98e42606ebea1::yaw_minus_35,interior,0.7964,2.71,230093,167.7,254.7,2662,198.6,False,230093,97454,2.2399889791024226,73457,4304,16142,256706,108082,2.1035780133207966,80231,5546,17678,230093,21034,-1.017865953971882,3837,1200,15317,256706,23444,-1.0040626121410738,4012,1483,16678,occluded,2662,1024,2.2148914707003384,789,135,99,2662,200,-0.1358405318142366,11,99,90
269,img_c3ccda95371ed93a9732b302::yaw_minus_35,interior,0.7986,2.76,198804,162.3,253.2,756,184.1,False,198804,86160,1.837529513044729,60914,3755,17197,221935,97123,1.8326251143959214,68269,4704,18666,198804,20217,-1.0665148766356536,1748,680,16746,221935,22579,-1.0548730937925215,1961,833,18100,occluded,756,357,2.49312696754975,268,39,47,756,74,-1.342467820887936,8,20,46
270,img_dbcbd71faaeb6348cda02573::yaw_minus_35,interior,0.8009,2.84,166667,156.7,230.7,0,nan,False,166667,77344,1.8130785880773066,51470,2664,18152,185945,86093,1.7944950505536457,56655,3533,19790,166667,20055,-1.1115676974167306,1159,319,17603,185945,22279,-1.1031975285504512,1230,489,19034,occluded,,,,,,,,,,,,
271,img_c722df52e100f0a4d6d722c4::yaw_minus_35,interior,0.8032,2.83,171388,156.2,227.8,0,nan,False,171388,72082,1.8010366425817594,45793,2126,18352,190712,80297,1.7801320101952767,50435,2883,20232,171388,19298,-1.145455473399535,590,224,17485,190712,21501,-1.1415267413075356,649,313,19156,occluded,,,,,,,,,,,,
272,img_441e03f73d0b76f84c505db3::yaw_minus_35,interior,0.8054,2.78,174754,166.0,237.6,0,nan,False,174754,70890,1.8380089131772621,44572,1741,18368,194161,78733,1.8133391422579384,48906,2438,20467,174754,18424,-1.1726125496491868,667,117,16813,194161,20488,-1.176281882612217,682,184,18679,occluded,,,,,,,,,,,,
273,img_1a265d9e130f6059a7c5e9a6::yaw_minus_35,interior,0.8077,2.73,179361,170.4,245.5,0,nan,False,179361,69533,1.8715958465527018,43937,1670,17533,199264,77298,1.8455698330176726,48255,2319,19672,179361,17095,-1.1524503585002135,756,136,15374,199264,19160,-1.1628052607083856,760,177,17304,occluded,,,,,,,,,,,,
274,img_443900e4c8ed5b29fb38d36a::yaw_plus_35,interior,0.819,2.43,232977,174.8,252.3,467,196.6,False,232977,75732,2.031223305096009,51691,1789,15579,257577,82957,2.00863694480549,56057,2477,17135,232977,12956,-1.0357970252105573,915,190,10626,257577,14283,-1.0398902581983753,931,267,11693,occluded,467,99,2.1065657924628214,83,0,8,467,15,-1.297082305750357,0,0,8
275,img_39270baa183005e40c561a87::yaw_plus_35,interior,0.8213,2.38,211887,171.7,249.9,12,213.2,False,211887,80566,2.0675068846611224,56567,1830,15274,234155,88231,2.047663394052512,61412,2532,16766,211887,12079,-1.066162723836607,577,164,10128,234155,13319,-1.072431998402124,591,240,11121,occluded,12,3,1.7768408942526124,3,0,0,12,0,,,,
276,img_d733262793847c605e65099a::yaw_plus_35,interior,0.8235,2.34,214399,171.1,248.9,0,nan,False,214399,79949,2.1886284813193337,58349,1693,14034,235661,86885,2.177371669739293,62956,2333,15263,214399,9581,-1.2508641903622766,551,25,8690,235661,10434,-1.263910691195317,554,42,9434,occluded,,,,,,,,,,,,
277,img_d04d0ca787fbef2b28f090d4::yaw_plus_35,interior,0.8258,2.33,215034,168.3,237.4,15,204.7,False,215034,89613,2.1489551785510166,65264,1929,15207,236210,97965,2.1337865789853203,70893,2590,16669,215034,11600,-1.037827109562094,571,170,9644,236210,12755,-1.0489768658940912,573,222,10601,occluded,15,8,2.3277224940546715,8,0,0,15,0,,,,
278,img_fb8d4e5c370423a144a63ab7::yaw_plus_35,interior,0.8281,2.4,209402,160.6,232.4,60,209.3,False,209402,73158,2.1385866050468696,50194,1719,15352,231346,80145,2.1162479742978477,54853,2395,16507,209402,9947,-1.0392460761093307,226,163,8820,231346,11021,-1.041858218684757,279,235,9628,occluded,60,22,2.2352411916853496,22,0,0,60,0,,,,
279,img_736215cb0d2336e90c45f014::yaw_plus_35,interior,0.8371,2.42,193676,169.2,211.0,172,108.8,False,193676,78013,2.1171457615876963,55187,1769,14712,213906,85307,2.105095721834056,59925,2427,16090,193676,11449,-1.2310925667310246,465,120,10135,213906,12621,-1.244403212034055,478,160,11163,occluded,172,59,2.10675726510094,47,0,6,172,9,-1.4737632506186942,0,0,6
280,img_e077fcb4955280ec1710e251::yaw_plus_35,interior,0.8394,2.38,298368,165.0,209.9,2157,127.0,False,298368,108054,2.1270442417733237,81287,2319,16668,323441,116966,2.1201754536545057,87611,2903,18059,298368,15156,-1.1634247409100005,347,204,13271,323441,16455,-1.171095662055424,351,270,14440,occluded,2157,936,2.382190035896893,749,7,126,2157,111,-1.421612221478071,0,0,111
281,img_783c40ea973d77f89e68bd01::yaw_minus_35,interior,0.8416,2.3,282147,168.6,203.0,5133,143.8,False,282147,90205,2.0482680911660345,67200,2676,13877,309950,98600,2.0399322956905097,72871,3367,15332,282147,12788,-1.1593063197834632,94,208,11535,309950,14099,-1.1650312219279018,103,245,12737,occluded,5133,1239,2.1174654910972297,900,42,251,5133,250,-1.462343108504364,0,0,250
282,img_8ef82436b387ffb945bf91a5::yaw_minus_35,interior,0.8439,2.23,282752,153.6,207.8,4110,199.3,False,282752,114074,2.291179437644322,89725,4349,15250,309985,126004,2.2852959514622873,98827,5244,16179,282752,17702,-1.0657254412092174,2454,506,13920,309985,19545,-1.049657744322433,2813,670,14733,occluded,4110,2192,3.8833799588387627,1936,145,78,4110,341,-0.1285950717899773,132,125,78
283,img_ff7bb1d8e38e09e81058a33b::yaw_minus_35,interior,0.8462,2.14,367364,183.6,254.2,4606,204.6,False,367364,111987,2.485647365273616,93233,4604,10973,398736,122891,2.4142347875703125,101271,5845,11716,367364,21980,-0.14253220273587663,9316,1755,10271,398736,23684,-0.14771099217532369,9684,2050,10880,clear,4606,2045,3.0125882541385587,1803,204,36,4606,326,-0.11588668260991386,112,178,36
284,img_4a55ba7140adf532c2944b6d::yaw_plus_35,interior,0.8665,1.45,824767,193.5,255.0,48358,172.4,False,824767,134312,3.3728341854432884,128921,3690,1,920166,157715,3.1696868733473718,144109,5130,3041,824767,60918,3.491920706033644,55603,3683,1,920166,67544,3.1517937139230545,55677,4525,2956,clear,48358,13919,1.7942923721200186,8599,3812,3,48358,4736,-0.06699007337231577,12,3691,3
285,img_362f09e7739015207616d3d1::yaw_plus_35,interior,0.9231,7.9,36015,67.2,172.8,0,nan,False,36015,10965,1.5956144126050962,7418,3545,2,43272,14321,1.4127959221642534,8943,4885,21,36015,5248,-0.11363034669080152,1783,3463,2,43272,7549,-0.11597511709503472,2263,4796,21,clear,,,,,,,,,,,,
286,img_62bb470e8f17d63e54df8e2e::yaw_plus_35,interior,0.9253,8.34,25408,79.4,187.0,0,nan,False,25408,14092,1.357083005504987,8970,3314,1808,31362,17850,1.3319067553947948,10474,4680,2275,25408,8614,-0.11334228579457495,3549,3257,1808,31362,11286,-0.11651189175085808,3971,4623,2275,clear,,,,,,,,,,,,
287,img_c97b935806f8446352f5c059::yaw_plus_35,interior,0.9276,8.73,21107,88.5,193.0,0,nan,False,21107,10533,1.3342533811044746,6403,2827,1303,26751,13714,1.272089347390387,7383,4190,1745,21107,6711,-0.1133952000692755,2709,2699,1303,26751,8354,-0.11550739605336258,2941,3629,1744,clear,,,,,,,,,,,,
288,img_e76aadc0656e16023b5889f4::yaw_plus_35,interior,0.9299,9.15,22268,110.6,190.7,0,nan,False,22268,9520,-0.11157602135272704,4454,2153,2913,27986,12168,-0.11526393233792298,5084,3036,3792,22268,5220,-1.1769156891843888,1068,1239,2913,27986,6739,-1.1755042391225956,1149,1780,3791,occluded,,,,,,,,,,,,
289,img_fa65b3aa880c9101e305af46::yaw_minus_35,interior,0.9344,10.02,19335,119.2,190.5,0,nan,False,19335,8425,-0.11738263818636696,3247,1822,3356,24026,10606,-0.12155916248564402,3673,2457,4321,19335,4947,-1.2955858755009189,524,1067,3356,24026,6380,-1.2946191697915328,557,1494,4318,occluded,,,,,,,,,,,,
290,img_2fe71151d4c449e1d3233bb5::yaw_minus_35,interior,0.9367,10.52,14622,121.3,188.7,0,nan,False,14622,7846,-0.12152322746564614,2777,1503,3566,18637,10126,-0.12440310369179475,3195,2149,4692,14622,4701,-6.77227970928463,243,894,3564,18637,6309,-6.769405179470494,283,1335,4685,occluded,,,,,,,,,,,,
291,img_13691d7391a8be50b061c1b3::yaw_minus_35,interior,0.9389,10.97,13284,116.3,182.2,0,nan,False,13284,8251,-0.11664899985203547,3231,1689,3331,17020,10726,-0.12162271094836985,3686,2416,4504,13284,4920,-1.295726366363187,532,1059,3329,17020,6693,-1.295420221695716,594,1583,4500,occluded,,,,,,,,,,,,
292,img_86575fe5a65f1c1856691512::yaw_minus_35,interior,0.9412,11.38,15407,104.7,166.3,0,nan,False,15407,6179,-0.1230297335596564,1738,1643,2798,19264,7984,-0.12524807133100246,1981,2218,3691,15407,3851,-6.816226886240933,79,974,2798,19264,5240,-6.803448781723097,142,1401,3688,occluded,,,,,,,,,,,,
293,img_5ef19597a38170b745e3d0e8::yaw_minus_35,interior,0.9434,11.81,17595,79.3,149.3,0,nan,False,17595,8717,-0.10964524120052133,4201,2012,2504,21687,10975,-0.11402681648860202,4674,2663,3539,17595,5771,-0.1213168009068415,1659,1608,2504,21687,7292,-0.12442266286096793,1758,2086,3436,clear,,,,,,,,,,,,
294,img_beb01b280b14e79f616ea854::yaw_plus_35,interior,0.9434,11.82,17611,95.1,176.7,0,nan,False,17611,5677,-0.12169138883318276,1542,1701,2434,21741,7442,-0.12437708759312471,1775,2224,3353,17611,3712,-6.797665035516114,110,1168,2434,21741,5084,-6.794069544295547,189,1545,3349,occluded,,,,,,,,,,,,
295,img_c945937fd972cd35ccc3f927::yaw_minus_35,interior,0.9457,12.14,15351,65.9,136.3,0,nan,False,15351,8144,1.2683939702713483,4353,2681,1110,19014,10246,-0.11008284130111434,4901,3579,1447,15351,5370,-0.11429877913823727,1946,2422,1002,19014,6220,-0.11544619931763123,2142,2933,1123,clear,,,,,,,,,,,,
296,img_a81fedc93cf86c096628e077::yaw_plus_35,interior,0.9457,12.14,17892,75.1,177.5,0,nan,False,17892,8378,1.2647735887987102,4440,2696,1242,21913,10463,-0.11084454043650993,4882,3307,2252,17892,5122,-0.11374888804389816,1921,1990,1211,21913,6315,-0.11664965473036304,2064,2245,1996,clear,,,,,,,,,,,,
297,img_49cecc6b7a7ebcfb56922fe8::yaw_plus_35,interior,0.948,12.48,14238,81.6,171.4,0,nan,False,14238,7752,1.2274161950604796,4033,2565,1154,17782,9876,-0.11216644510557572,4436,3281,1832,14238,4635,-0.11410564342041063,1644,2144,847,17782,6544,-0.11827633370324708,1868,2832,1517,clear,,,,,,,,,,,,
298,img_dfbaef61d9e8160adafd7543::yaw_plus_35,interior,0.9502,12.76,12064,79.3,171.7,0,nan,False,12064,7010,1.209217366732724,3549,2196,1265,15428,9103,-0.11344519911281559,3908,2890,2030,12064,4020,-0.11373035250516494,1492,1690,838,15428,5910,-0.11873970878261098,1687,2353,1596,clear,,,,,,,,,,,,
299,img_75a30ee17616282a88941ad2::yaw_plus_35,interior,0.9525,13.03,12510,74.7,165.0,0,nan,False,12510,7134,-0.10742057205373978,3537,1903,1694,15899,9160,-0.11382868303519533,3897,2612,2466,12510,4201,-0.11489182761073913,1433,1483,1285,15899,6037,-0.12176565978917786,1645,2153,2055,clear,,,,,,,,,,,,
300,img_a70b864456069a8a04299a32::yaw_plus_35,interior,0.9548,13.33,12992,75.3,159.8,0,nan,False,12992,7050,-0.11067404527577995,3309,1780,1961,16494,8994,-0.11528710869456393,3620,2454,2738,12992,4497,-0.11612398744980723,1474,1438,1585,16494,6181,-0.12385540103629467,1660,1997,2356,clear,,,,,,,,,,,,
301,img_c1e12f0629dd3d406e51c28a::yaw_plus_35,interior,0.957,13.58,15024,82.3,159.7,0,nan,False,15024,7013,-0.11287227444835679,3057,1718,2238,18762,8804,-0.11739106256479737,3337,2292,2982,15024,4953,-0.11805256885254245,1546,1415,1992,18762,6500,-0.12643146453270138,1717,1893,2733,clear,,,,,,,,,,,,
302,img_4d9c2a8e76e687e5179a2990::yaw_plus_35,interior,0.9593,13.68,15698,84.5,152.2,0,nan,False,15698,6943,-0.11631983245268884,2620,1602,2721,19587,8733,-0.12260207027084924,2868,2202,3537,15698,5272,-0.12926430653821086,1337,1376,2559,19587,6846,-0.18569077389568633,1495,1872,3373,clear,,,,,,,,,,,,
303,img_738d35da53c08f4a598d2f51::yaw_plus_35,interior,0.9615,13.8,11298,91.7,156.5,0,nan,False,11298,6082,-0.12645053693121966,1844,1337,2901,14491,7909,-0.13789998321162145,2047,1936,3779,11298,4857,-3.664170371350659,849,1154,2854,14491,6473,-3.663351689432929,969,1657,3732,occluded,,,,,,,,,,,,
304,img_654224d56a5a5fc52b21d876::yaw_plus_35,interior,0.9638,13.94,8466,97.6,163.8,0,nan,False,8466,5159,-3.672948211841346,1173,959,3027,11308,7016,-3.6658241682426853,1334,1617,3975,8466,4134,-3.677263704369664,445,662,3027,11308,5879,-3.6740507513569103,555,1274,3975,occluded,,,,,,,,,,,,
305,img_103dec49eddc71b8b42bba6d::yaw_plus_35,interior,0.9661,13.96,7742,104.3,154.0,0,nan,False,7742,4992,-3.6953396634432076,476,609,3907,10413,6804,-3.692053370352138,599,1181,4939,7742,4321,-3.698356995706998,75,339,3907,10413,6032,-3.6952787860540797,148,860,4939,occluded,,,,,,,,,,,,
306,img_f029e0f1f983d146f96286a0::yaw_plus_35,interior,0.9683,13.81,7950,103.4,148.8,0,nan,False,7950,5454,-3.7125284575298156,232,412,4810,10719,7357,-3.709450016301389,328,989,5963,7950,4811,-3.7151747728810935,0,2,4809,10719,6389,-3.713333688940976,26,332,5960,occluded,,,,,,,,,,,,
307,img_304b50c95ed848aecc410e2d::yaw_plus_35,interior,0.9706,13.56,9055,105.3,149.0,0,nan,False,9055,6045,-3.7271470361507593,36,136,5873,12024,7978,-3.723813367436944,126,715,7084,9055,5873,-3.7277968507666195,0,0,5873,12024,7097,-3.727223019083283,1,7,7080,occluded,,,,,,,,,,,,
308,img_1b406da0e87bb6871507e4a4::yaw_plus_35,interior,0.9729,13.36,11334,105.6,144.1,0,nan,False,11334,6779,-3.740314774523849,6,2,6771,14562,8708,-3.7408035854321557,31,167,8480,11334,6760,-3.740370667766168,0,0,6760,14562,8464,-3.741615248330854,0,0,8464,occluded,,,,,,,,,,,,
309,img_bce41815c3435d5918fa786f::yaw_plus_35,interior,0.9751,13.21,13311,102.9,137.7,0,nan,False,13311,7121,-3.745633971771989,11,4,7106,16877,9036,-3.747727646616621,14,8,9014,13311,7087,-3.7457936165129695,0,0,7087,16877,8990,-3.747920448474292,0,0,8990,occluded,,,,,,,,,,,,
310,img_72b0880469760869c633c6c8::yaw_plus_35,interior,0.9774,13.1,12085,103.0,137.8,0,nan,False,12085,6981,-3.7476442169440123,11,5,6965,15570,8990,-3.749887715740387,17,8,8961,12085,6946,-3.74790423663595,0,0,6946,15570,8937,-3.7500968721217856,0,0,8937,occluded,,,,,,,,,,,,
311,img_017105047612fa06bd54d2a9::yaw_plus_35,interior,0.9796,13.0,11446,103.1,138.1,0,nan,False,11446,7162,-3.747081153618619,9,5,7148,14824,9272,-3.749874394248878,17,10,9245,11446,7117,-3.747388596718272,0,0,7117,14824,9213,-3.7501770118768274,0,0,9213,occluded,,,,,,,,,,,,
312,img_ace39114ea6e3dc2c06be34b::yaw_plus_35,interior,0.9819,12.74,10624,103.4,137.1,0,nan,False,10624,7160,-3.7391539324155865,22,5,7133,13875,9345,-3.7426532940166624,31,7,9307,10624,7120,-3.7396371489094884,0,0,7120,13875,9282,-3.743001044393494,0,0,9282,occluded,,,,,,,,,,,,
313,img_85e78662bf093fa213534df1::yaw_minus_35,interior,0.9842,12.37,14775,74.4,91.7,0,nan,False,14775,8707,-3.7414472964426224,87,11,8609,18384,10844,-3.743224421779357,119,17,10705,14775,8517,-3.742927666603533,0,0,8517,18384,10576,-3.744795921120617,0,0,10576,occluded,,,,,,,,,,,,
314,img_d9a7c8becf1e2afe7e043c05::yaw_plus_35,interior,0.9842,12.36,14797,102.7,136.7,0,nan,False,14797,8772,-3.7368523586858124,81,18,8673,18250,10817,-3.7384382796235798,114,23,10677,14797,8574,-3.73795264635529,0,0,8574,18250,10544,-3.740369224723149,0,0,10544,occluded,,,,,,,,,,,,
315,img_b49a7a00f760704e50863571::yaw_minus_35,interior,0.9864,12.22,15165,71.6,81.9,0,nan,False,15165,8857,-3.7491357049131118,158,25,8674,18824,10995,-3.7505221851789194,172,34,10788,15165,8509,-3.751158986237604,0,0,8509,18824,10605,-3.7527566316638232,0,0,10605,occluded,,,,,,,,,,,,
316,img_8bdef04bbeeb5f84aab07251::yaw_plus_35,interior,0.9864,12.22,15004,97.4,125.2,0,nan,False,15004,8918,-3.743559672235265,158,23,8737,18481,10944,-3.7451954966683143,168,27,10749,15004,8589,-3.7455051423936485,0,0,8589,18481,10565,-3.747268637493473,0,0,10565,occluded,,,,,,,,,,,,
317,img_0270831497d17f59f1c3de3e::yaw_minus_35,interior,0.9887,12.19,14265,73.1,82.9,0,nan,False,14265,8810,-3.749584455147162,154,28,8628,17625,10853,-3.7512832158818235,164,34,10653,14265,8481,-3.751667831809657,0,0,8481,17625,10477,-3.753451179250728,0,0,10477,occluded,,,,,,,,,,,,
318,img_f62c18a51fe6eeab821492db::yaw_plus_35,interior,0.9887,12.2,16397,97.1,123.7,0,nan,False,16397,9193,-3.7435525152996636,169,20,9004,20104,11268,-3.744916439119791,180,23,11063,16397,8853,-3.745562908912186,0,0,8853,20104,10854,-3.7469653049180813,0,0,10854,occluded,,,,,,,,,,,,
319,img_4d472e322a81763c2fd0b666::yaw_minus_35,interior,0.991,12.19,13311,76.6,87.9,0,nan,False,13311,8493,-3.7502277015532606,144,22,8327,16702,10673,-3.751818822380031,155,27,10490,13311,8192,-3.7520984960337325,0,0,8192,16702,10323,-3.753790631292185,0,0,10323,occluded,,,,,,,,,,,,
320,img_90c01a0a342d72f043a54865::yaw_minus_35,interior,0.9932,12.19,13309,79.8,91.3,0,nan,False,13309,8495,-3.750128785190398,143,25,8327,16702,10676,-3.7517264005627897,151,31,10492,13309,8208,-3.751892309843809,0,0,8208,16702,10340,-3.7536178033568337,0,0,10340,occluded,,,,,,,,,,,,
321,img_98fbe7ea8fe6d8ecf2b8b9d7::yaw_minus_35,interior,0.9955,12.19,13309,79.7,91.0,0,nan,False,13309,8493,-3.750008780876163,136,23,8334,16702,10674,-3.7516111889356925,145,28,10498,13309,8208,-3.751821014152032,0,0,8208,16702,10340,-3.7534612810745838,0,0,10340,occluded,,,,,,,,,,,,
322,img_cbaa2ed931cc075f3b1eb8f6::yaw_minus_35,interior,0.9977,12.19,13309,79.6,90.9,0,nan,False,13309,8497,-3.7500600814992318,140,25,8332,16702,10678,-3.7516839013139665,148,32,10496,13309,8209,-3.7518602840703856,0,0,8209,16702,10342,-3.753534503082424,0,0,10342,occluded,,,,,,,,,,,,
323,img_1bc6af48816e6b6269928548::yaw_minus_35,interior,1.0,12.19,13309,79.6,91.0,0,nan,False,13309,8495,-3.7497180259238974,138,22,8335,16702,10676,-3.751451670546907,149,28,10495,13309,8204,-3.7516606854988224,0,0,8204,16702,10334,-3.753366246593946,0,0,10334,occluded,,,,,,,,,,,,
