idx,sample_id,side,capture_fraction,cam_to_door_centre_m,gap_pixels,gap_luma_mean,gap_luma_p90,leaf_region_pixels,leaf_region_luma_mean,in_roi_list,vis6_gap_px,vis6_gap_n,vis6_gap_delta_p50,vis6_gap_beyond,vis6_gap_on,vis6_gap_near,vis6_quad_px,vis6_quad_n,vis6_quad_delta_p50,vis6_quad_beyond,vis6_quad_on,vis6_quad_near,vis6f_gap_px,vis6f_gap_n,vis6f_gap_delta_p50,vis6f_gap_beyond,vis6f_gap_on,vis6f_gap_near,vis6f_quad_px,vis6f_quad_n,vis6f_quad_delta_p50,vis6f_quad_beyond,vis6f_quad_on,vis6f_quad_near,lidar_los,vis6_leafpoly_vs_leafplane_px,vis6_leafpoly_vs_leafplane_n,vis6_leafpoly_vs_leafplane_delta_p50,vis6_leafpoly_vs_leafplane_beyond,vis6_leafpoly_vs_leafplane_on,vis6_leafpoly_vs_leafplane_near,vis6f_leafpoly_vs_leafplane_px,vis6f_leafpoly_vs_leafplane_n,vis6f_leafpoly_vs_leafplane_delta_p50,vis6f_leafpoly_vs_leafplane_beyond,vis6f_leafpoly_vs_leafplane_on,vis6f_leafpoly_vs_leafplane_near
182,img_4ce1f1404af327ce8e242a2e::yaw_minus_35,interior,0.4548,9.23,25993,99.7,143.8,0,nan,False,25993,10670,-4.643273875444352,131,151,10387,31604,12982,-4.48208631678815,148,177,12655,25993,6761,-5.259019761775834,0,0,6761,31604,8158,-5.23939771716387,0,0,8158,occluded,,,,,,,,,,,,
183,img_06c8139bc95f57cd809da4fb::yaw_minus_35,interior,0.457,9.27,23380,104.7,145.1,0,nan,False,23380,10475,-4.681657563009091,318,230,9926,28752,12912,-4.657208611827868,327,260,12285,23380,4892,-5.343048907629221,0,0,4892,28752,5902,-5.343789115040471,0,0,5902,occluded,,,,,,,,,,,,
184,img_9294bdfdfc421be19feca3a8::yaw_minus_35,interior,0.4593,9.26,22531,106.5,147.9,0,nan,False,22531,9936,-3.8416978068146914,728,301,8907,29237,12980,-3.8343552887629375,751,351,11727,22531,3658,-5.426752579283917,0,0,3658,29237,4524,-5.427286006148665,0,0,4524,occluded,,,,,,,,,,,,
185,img_e08b30473e1f1809ad33265e::yaw_minus_35,interior,0.4615,9.36,19221,111.9,148.8,0,nan,False,19221,8759,-3.840629857451015,723,305,7731,26814,12457,-3.835806815804764,768,363,11080,19221,2254,-5.495580535665412,0,0,2254,26814,3389,-5.502830956118716,0,0,3389,occluded,,,,,,,,,,,,
186,img_7075633227ed0e239cb80bdf::yaw_minus_35,interior,0.4638,9.48,17134,116.5,149.5,0,nan,False,17134,8119,-3.8808521147282775,613,247,7259,25153,12275,-3.877877763436107,688,310,11034,17134,2257,-5.524732733363704,0,0,2257,25153,3612,-5.520210209568358,0,0,3612,occluded,,,,,,,,,,,,
187,img_0fcf49cd7f81361297e23ec7::yaw_minus_35,interior,0.4661,9.52,16953,87.9,142.4,922,107.4,False,16953,7559,-3.945354438974997,490,227,6841,26064,12050,-3.9308433647185064,547,329,10898,16953,1475,-5.857301583568475,0,0,1475,26064,2580,-5.685797012377983,0,0,2580,occluded,922,468,-3.0841686422504058,0,106,353,922,116,-4.885388025557697,0,0,116
188,img_dbdbf05b0a89d3325091981a::yaw_minus_35,interior,0.4683,9.61,14244,100.0,142.6,1487,110.8,False,14244,6919,-3.9786459165813906,484,187,6248,23326,11924,-3.9612198068008873,548,286,10725,14244,2471,-5.628038870524122,0,0,2471,23326,4267,-5.601519101105165,0,0,4267,occluded,1487,825,-3.208605264276869,0,183,636,1487,281,-4.911439931251643,0,0,281
189,img_190257395cb0336ab5d50631::yaw_minus_35,interior,0.4706,9.77,12344,93.9,129.1,1964,95.7,False,12344,6464,-4.0042984911624195,494,169,5801,21363,11812,-3.9984319021135386,614,286,10549,12344,2583,-5.646512377608593,0,0,2583,21363,4853,-5.604450200307436,0,0,4853,occluded,1964,1175,-3.2548793625522165,4,274,881,1964,508,-4.859162154463381,0,0,508
190,img_c8bbc2a08c7cc7dc37c199cd::yaw_minus_35,interior,0.4729,9.83,11056,105.7,158.4,2544,131.4,False,11056,6228,-5.39234280979522,649,115,5463,20276,11961,-4.104750513869826,748,199,10630,11056,2113,-6.008288690591373,0,0,2113,20276,3425,-7.562022632202552,0,0,3425,occluded,2544,1602,-3.5343872954272726,3,310,1275,2544,309,-7.024129755929868,0,0,309
191,img_977b8a805006c0e5b74cbe6d::yaw_minus_35,interior,0.4751,9.89,9919,60.7,107.7,3251,63.0,False,9919,5645,-4.11202756831827,661,190,4791,19739,11635,-4.028780856789261,754,297,10084,9919,1616,-5.501662545670524,0,0,1616,19739,4313,-5.066398629840526,0,0,4313,occluded,3251,2029,-3.179503133712931,10,553,1443,3251,986,-4.1608774443836465,0,0,986
192,img_07354bc7c501761f73d5c2ad::yaw_minus_35,interior,0.4774,10.06,9932,55.9,96.7,4218,64.9,False,9932,5675,-4.074857267177418,807,266,4599,20925,12400,-4.013310506495969,889,426,10595,9932,2723,-5.118636063511291,0,0,2723,20925,4799,-4.958544471244688,0,0,4799,occluded,4218,2619,-3.173057378187629,23,772,1798,4218,887,-4.098184279563116,0,0,887
193,img_94927e44b477e8913c19b6ca::yaw_minus_35,interior,0.4796,10.13,9070,103.6,138.0,5094,127.4,False,9070,5044,-4.4222029317303555,407,217,4419,21023,12264,-4.161790217428531,510,375,10890,9070,1142,-7.77231694466808,0,0,1142,21023,2482,-7.68462029521866,0,0,2482,occluded,5094,3132,-3.544981779258486,41,716,2365,5094,541,-7.0037001716735965,0,0,541
194,img_afbad3a10e48842de673fe08::yaw_minus_35,interior,0.4819,10.07,8336,52.6,85.7,6485,50.7,False,8336,4218,-4.220047866240978,288,258,3656,21701,12079,-3.8940853445253936,424,603,10023,8336,3238,-4.292723085586965,0,0,3238,21701,7450,-4.1859269073656025,0,0,7450,occluded,6485,3877,-2.7640846920998356,66,1580,2227,6485,2018,-3.414127886699414,0,0,2018
195,img_3ca07cccfdd3e5371e570909::yaw_minus_35,interior,0.4842,10.07,8778,50.4,78.9,8792,47.7,False,8778,3953,-4.16474071124958,302,312,3263,24848,12588,-3.765176010357149,512,679,10131,8778,3037,-4.298787621657608,0,0,3037,24848,7124,-4.197711760715632,0,0,7124,occluded,8792,4813,-0.07677942026053586,129,2402,2262,8792,2136,-3.318774271399806,0,0,2136
196,img_3902505c4cb7ff45451f2bc1::yaw_minus_35,interior,0.4864,10.07,5940,40.0,55.9,8752,48.5,False,5940,2560,-3.968075224302833,358,226,1939,21691,11662,-3.2284468329158154,602,553,9087,5940,1731,-4.115948944243534,0,0,1731,21691,5837,-4.2716173401412885,0,0,5837,occluded,8752,5182,-0.041974609814445785,136,2689,2344,8752,2284,-3.4543977158282466,0,0,2284
197,img_4a98c51fd068bcc6903eb8bd::yaw_minus_35,interior,0.4887,10.05,4424,50.1,82.6,10184,43.2,False,4424,1812,-4.084533415262627,230,110,1417,21336,11491,-3.7698870156806024,482,449,9399,4424,1279,-4.5124355856467755,0,0,1279,21336,5928,-4.392467434658343,0,0,5928,occluded,10184,5977,-0.05043566365177021,240,2976,2738,10184,2668,-3.656842117236085,0,0,2668
198,img_b5ca4a382aa3fedf86678fdd::yaw_minus_35,interior,0.491,10.05,2641,44.4,50.2,10781,49.0,False,2641,1076,-4.27611660134277,204,49,744,19916,11355,-3.8792025131867156,455,287,9522,2641,680,-4.64811191209593,0,0,680,19916,6288,-4.4986814369817205,0,0,6288,occluded,10781,6588,-3.1685113422365347,176,2781,3607,10781,3478,-3.6243098066011354,0,0,3478
199,img_0f09b1c8a16caf36b2272fd5::yaw_minus_35,interior,0.4932,10.0,1860,40.4,52.9,12887,48.8,False,1860,800,-4.473526667180958,160,11,563,21699,12070,-3.804436218960838,488,212,10206,1860,543,-4.764366399074971,0,0,543,21699,6913,-4.578792278904746,0,0,6913,occluded,12887,7480,-3.164187886503111,224,2946,4282,12887,4103,-3.5702597282487307,0,0,4103
200,img_e57c4c5b365a33a7eb8e26d4::yaw_minus_35,interior,0.4955,9.83,555,49.6,51.3,15411,47.2,False,555,240,-4.399593990866261,38,0,179,22982,12616,-3.6898121663289096,414,162,10925,555,166,-4.905153153367743,0,0,166,22982,6514,-4.68984537455284,0,0,6514,occluded,15411,8710,-3.114375692884426,308,3205,5163,15411,4657,-3.67380612813475,0,0,4657
201,img_b2093a79c6bb26d7f93e593e::yaw_plus_35,interior,0.4955,9.83,586,66.7,109.9,18371,94.9,False,586,237,-4.364699561095048,21,7,179,26321,13031,-3.6831130792436166,422,181,11336,586,143,-4.702565041105181,0,0,143,26321,6463,-4.733269202063795,0,0,6463,occluded,18371,9326,-3.0928058586734855,321,3309,5667,18371,4759,-3.7358650244188656,0,0,4759
202,img_22d548c6b36b38776c5e943b::yaw_minus_35,interior,0.4977,9.65,205,52.5,60.3,17135,49.1,False,205,114,-3.389933187796526,2,4,95,23813,13338,-3.6293739164425958,487,132,11550,205,37,-4.765322989271921,0,0,37,23813,5518,-4.85119388955475,0,0,5518,occluded,17135,9566,-3.069858929257137,340,3126,6069,17135,4003,-3.976348414859814,0,0,4003
203,img_4cc3626700bd186e509ecde4::yaw_plus_35,interior,0.4977,9.65,99,101.5,109.3,19705,95.1,False,99,56,-3.3549723106427445,0,4,39,25891,13457,-3.625409101538372,452,136,11767,99,17,-4.811638307600537,0,0,17,25891,5246,-4.888924277210369,0,0,5246,no_lidar,19705,10168,-3.0376440735386225,413,3286,6427,19705,3963,-4.050192013986077,0,0,3963
204,img_8b86a5f7e66ce5098ea7120a::yaw_minus_35,interior,0.5023,9.21,0,nan,nan,15446,50.6,False,0,0,,,,,20887,12856,-3.7787700645797813,359,133,11415,0,0,,,,,20887,5183,-5.145293248186073,0,0,5183,no_lidar,15446,9534,-2.9654478842262746,401,2292,6783,15446,3785,-4.5436256792872545,0,0,3785
205,img_f2585d3a202c23e6a618ac51::yaw_minus_35,interior,0.5045,9.0,0,nan,nan,17508,48.2,False,0,0,,,,,23722,13354,-3.549323033799169,496,182,11124,0,0,,,,,23722,5081,-5.070694348092248,0,0,5081,no_lidar,17508,9902,-2.8499281315464975,564,2621,6588,17508,3720,-4.401138760596514,0,0,3720
206,img_7bb3380ce80f1bc1d599c623::yaw_minus_35,interior,0.5068,8.75,160,51.8,56.4,23565,49.0,False,160,69,-3.080661045144165,0,9,45,30872,14135,-3.2259165325339154,724,232,11181,160,17,-4.574755431036158,0,0,17,30872,4599,-4.942243738350591,0,0,4599,no_lidar,23565,10872,-2.688042357841565,837,3417,6369,23565,3554,-4.341404638552204,0,0,3554
207,img_601de3b87602df931f31758c::yaw_minus_35,interior,0.5091,8.53,535,49.3,53.9,29989,46.9,False,535,188,-3.012106103484541,4,21,104,39356,14358,-2.999295724933007,776,229,11308,535,70,-4.476565004233833,0,0,70,39356,4333,-4.834636813600595,0,0,4333,occluded,29989,11003,-2.041354932572804,895,4175,5686,29989,3270,-4.242118935778195,0,0,3270
208,img_15fb76ef6ac109612bfa8138::yaw_minus_35,interior,0.5113,8.37,338,43.3,44.9,32826,43.3,False,338,98,-2.950988542922527,0,5,57,42934,14158,-1.1404949998638418,709,231,11324,338,31,-4.4148770457775015,0,0,31,42934,3866,-4.75970569826561,0,0,3866,occluded,32826,10822,-0.1159543328148751,812,4672,5025,32826,2936,-4.163835038625804,0,0,2936
209,img_4c9783af531b33c68bea8192::yaw_minus_35,interior,0.5136,8.26,177,40.9,50.1,35432,43.1,False,177,51,-2.882834010015719,0,1,28,46338,13986,-1.129155968210405,783,208,11344,177,11,-4.304296141914248,0,0,11,46338,3518,-4.649732201526721,0,0,3518,no_lidar,35432,10559,-0.15149170261538103,853,4352,5014,35432,2707,-4.104007088665214,0,0,2707
210,img_5f72e3f2d8823789d5a9d3d9::yaw_minus_35,interior,0.5158,8.13,651,49.7,54.0,38423,46.1,False,651,173,-2.818477009240259,4,9,106,50101,14076,-1.1465836388007702,749,210,11548,651,60,-4.1984296715425815,0,0,60,50101,3434,-4.549347050618201,0,0,3434,occluded,38423,10772,-0.26454594347286564,856,4148,5374,38423,2625,-4.033801031772819,0,0,2625
211,img_3043344b3e94c3b01cca615b::yaw_minus_35,interior,0.5181,8.08,0,nan,nan,29975,47.1,False,0,0,,,,,40037,13562,-2.7426374335199313,800,188,11435,0,0,,,,,40037,3326,-4.476730390941192,0,0,3326,no_lidar,29975,10132,-2.527546013448632,826,3636,5268,29975,2428,-3.943137264454528,0,0,2428
212,img_6740b2dd81f92ad3ddabaecd::yaw_minus_35,interior,0.5204,8.07,393,43.5,48.9,34333,45.0,False,393,110,-0.3336618543252583,4,7,96,45389,13771,-1.7573346985119018,995,204,11615,393,21,-4.054506507919599,0,0,21,45389,3056,-4.4154630665962324,0,0,3056,occluded,34333,10430,-0.5547078756438961,986,3705,5278,34333,2354,-3.9066621077685495,0,0,2354
213,img_340ae29e89772b35f8739137::yaw_minus_35,interior,0.5226,7.99,1109,44.4,47.9,46579,45.6,False,1109,237,-2.1718006787962176,4,21,210,59623,14260,-1.0163670981308233,1162,219,11968,1109,50,-4.021871251112128,0,0,50,59623,2977,-4.386130806016367,0,0,2977,occluded,46579,11166,-0.22314949513925653,1183,3993,5405,46579,2317,-3.8630518389142443,0,0,2317
214,img_1577cf4d82720ebc65a2d403::yaw_minus_35,interior,0.5249,7.88,1117,44.6,51.9,49039,43.5,False,1117,214,-2.1244537171709155,7,18,189,63293,14269,-0.9935128333921419,1178,238,11924,1117,50,-3.970447480753212,0,0,50,63293,2801,-4.324066704707547,0,0,2801,occluded,49039,11241,-0.1942488591562661,1276,4092,5285,49039,2158,-3.846820566361147,0,0,2158
215,img_0bdb034725fc3184e49fe35e::yaw_plus_35,interior,0.5249,7.88,550,85.2,90.3,44613,82.2,False,550,136,-0.3378860052008039,2,19,115,56784,13991,-1.0199321331853,1005,264,11884,550,25,-3.93658329109721,0,0,25,56784,2779,-4.29612483529363,0,0,2779,occluded,44613,10855,-0.22898257762379082,1136,3808,5290,44613,2176,-3.830138704038387,0,0,2176
216,img_db86d5ac2b734eb4da28813c::yaw_minus_35,interior,0.543,7.88,0,nan,nan,26347,56.2,False,0,0,,,,,36245,12383,-2.4838505909303823,741,183,10863,0,0,,,,,36245,2660,-4.199406500455044,0,0,2660,no_lidar,26347,8930,-2.4030950841941525,666,2653,5071,26347,2001,-3.737534206645278,0,0,2001
217,img_56534ab6df13e69183a60733::yaw_minus_35,interior,0.5452,7.8,0,nan,nan,21810,54.0,False,0,0,,,,,30882,12127,-2.4387559435591566,892,148,10588,0,0,,,,,30882,2602,-4.096134694659286,0,0,2602,no_lidar,21810,8570,-2.060992588262633,755,2426,4797,21810,1800,-3.6843465377683193,0,0,1800
218,img_ee0485aae04823911b094b7b::yaw_minus_35,interior,0.5475,7.77,0,nan,nan,18177,54.5,False,0,0,,,,,26625,11445,-2.390608399730863,607,131,10343,0,0,,,,,26625,2575,-4.0676548022834895,0,0,2575,no_lidar,18177,7866,-2.082799157727632,528,2221,4448,18177,1743,-3.616028882075117,0,0,1743
219,img_f3d8c24aaa1e434fce0c84c9::yaw_minus_35,interior,0.5498,7.74,0,nan,nan,16213,53.0,False,0,0,,,,,23834,11124,-2.3529304432322937,375,152,10346,0,0,,,,,23834,2577,-4.017578984463496,0,0,2577,no_lidar,16213,7555,-2.076871028462711,297,2133,4455,16213,1786,-3.5989768056280873,0,0,1786
220,img_e7b6529d70d4db5e5f62f1d7::yaw_minus_35,interior,0.552,7.59,0,nan,nan,19070,52.6,False,0,0,,,,,27181,11288,-1.5559499117606488,365,135,10649,0,0,,,,,27181,2402,-4.012933322913929,0,0,2402,no_lidar,19070,7875,-1.374085963706145,303,2394,4464,19070,1708,-3.5559525330248087,0,0,1708
221,img_b6f60c640d307fe68e410087::yaw_plus_35,interior,0.552,7.59,0,nan,nan,21754,79.2,False,0,0,,,,,30301,11250,-1.4684235262187468,349,155,10604,0,0,,,,,30301,2335,-3.9800088179326805,0,0,2335,no_lidar,21754,7958,-1.32430775176219,327,2426,4468,21754,1640,-3.541998849802392,0,0,1640
222,img_f9abc9581a5c24b6086035c3::yaw_plus_35,interior,0.5543,7.52,0,nan,nan,13932,78.8,False,0,0,,,,,20092,10291,-1.7719350575779922,267,136,9795,0,0,,,,,20092,2285,-3.9771620706214943,0,0,2285,no_lidar,13932,7057,-1.4336853110184649,234,2080,4104,13932,1564,-3.5387261662537273,0,0,1564
223,img_0a619ec4779c27a97495a4d5::yaw_plus_35,interior,0.5566,7.51,0,nan,nan,11098,81.1,False,0,0,,,,,16951,8930,-2.5300658724364236,175,99,8539,0,0,,,,,16951,2376,-4.00536592048096,0,0,2376,no_lidar,11098,5838,-2.287246937147728,115,1495,3773,11098,1602,-3.5824332839265702,0,0,1602
224,img_a43232d113b6f9e20c343e11::yaw_plus_35,interior,0.5588,7.51,0,nan,nan,15692,87.6,False,0,0,,,,,22477,9241,-2.6630129492165446,422,88,8457,0,0,,,,,22477,2376,-4.088148050435761,0,0,2376,no_lidar,15692,6471,-2.398526187920509,373,1547,4245,15692,1690,-3.6699309484651113,0,0,1690
225,img_25873a17d1cb3eab2998efaa::yaw_minus_35,interior,0.5656,7.27,88,93.8,104.7,27459,91.8,False,88,31,-0.3048520733665949,1,4,17,35823,11971,-1.0892274149806696,759,148,9718,88,5,-4.182761537214008,0,0,5,35823,2606,-4.519539782546606,0,0,2606,no_lidar,27459,9082,-0.19102762760379566,825,3525,4436,27459,1973,-4.024091242257445,0,0,1973
226,img_19e8211ae6c6bb6328e3ac0c::yaw_plus_35,interior,0.5701,7.03,317,54.2,63.9,30914,93.6,False,317,111,-0.2575237846015437,4,19,39,40080,14790,-1.0684609654397788,1217,316,10637,317,16,-4.695282787580383,0,0,16,40080,2245,-5.025742720273214,0,0,2245,no_lidar,30914,11449,-0.08908195563488874,1351,4609,5205,30914,1754,-4.389299237257224,0,0,1754
227,img_2f10fcf8c5f46899fd84dae9::yaw_plus_35,interior,0.5724,6.9,206,123.4,131.2,28925,95.0,False,206,90,-0.2520278066087722,4,20,43,37522,17000,-1.0175169589647957,1433,347,12468,206,5,-4.8420190214203505,0,0,5,37522,1558,-5.007920942372478,0,0,1558,no_lidar,28925,13069,-0.0073414490722392145,1701,6590,4620,28925,1198,-4.293134415069977,0,0,1198
228,img_767138f6ff85ce73dc611a99::yaw_plus_35,interior,0.5747,6.7,517,94.6,107.7,29623,91.9,False,517,261,-0.24125508358910341,21,70,82,40068,18268,-0.7460476617935243,2250,633,12069,517,23,-4.627472258082573,0,0,23,40068,1411,-4.810921533417255,0,0,1411,occluded,29623,13479,0.0014534524438145624,1750,8103,3494,29623,1052,-4.035878846362147,0,0,1052
229,img_32de473ad787ca0a568e7a34::yaw_plus_35,interior,0.5769,6.58,3197,103.9,114.8,23867,99.3,False,3197,1405,-0.15077379030757765,593,104,446,36420,19435,-0.6284782626889358,2738,948,12040,3197,284,-4.4635646519613,0,0,284,36420,1902,-4.58941642949652,0,0,1902,occluded,23867,13134,0.0042524333264872816,1642,8409,2979,23867,1082,-3.811787880309706,0,0,1082
230,img_6f8a41645307886414fdb6d8::yaw_plus_35,interior,0.5792,6.54,4809,99.8,111.0,24824,99.0,False,4809,2074,2.1702370031430758,1067,138,490,39198,22757,-0.4715066360512292,4261,1339,12874,4809,361,-4.519294237116462,0,0,361,39198,2304,-4.521012807080659,0,0,2304,occluded,24824,15130,0.008883412276996072,2501,9722,2773,24824,1412,-3.56840336981019,0,0,1412
231,img_e2235c52dc2cc4282e7d40fd::yaw_plus_35,interior,0.5814,6.55,3299,99.7,116.0,30716,97.6,False,3299,1378,1.454196776088001,692,107,319,44632,24389,-0.4558862702939974,4727,1260,13717,3299,201,-4.466845942755903,0,0,201,44632,1546,-4.678254751046074,0,0,1546,occluded,30716,17282,0.009646566453632044,3296,10765,3028,30716,930,-3.9342951277821623,0,0,930
232,img_62ded7e2c0eb75337746a1b4::yaw_minus_35,interior,0.5837,6.56,868,96.0,104.1,38007,90.1,False,868,433,-0.2349394235197364,82,127,102,49688,25840,-0.46438573499162716,5032,1114,14623,868,21,-4.646997661472501,0,0,21,49688,1342,-4.832975208459059,0,0,1342,occluded,38007,19383,0.009571031711641531,3957,11382,3711,38007,1025,-4.0620595251107146,0,0,1025
233,img_7c194d874150e53dc7911d70::yaw_minus_35,interior,0.586,6.44,464,95.1,101.0,31145,88.4,False,464,291,-0.24110658716335287,46,97,84,40079,24080,-0.525196015684978,4348,839,14112,464,10,-4.871622168526107,0,0,10,40079,1141,-5.070888616570384,0,0,1141,no_lidar,31145,18635,0.010745527727963555,4510,9688,4065,31145,890,-4.3448175426267115,0,0,890
234,img_b18850b17273389e3aefd9cd::yaw_minus_35,interior,0.5882,6.25,56,81.9,85.8,28119,75.8,False,56,34,-0.2602522689634763,1,8,9,37134,21520,-0.42865515675684485,3921,742,11986,56,3,-4.61463385440611,0,0,3,37134,1283,-4.895355841356261,0,0,1283,no_lidar,28119,16305,0.006583533114599582,3714,7765,4343,28119,937,-4.378224284809194,0,0,937
235,img_3aa5f8a1a9bd140b901357b4::yaw_minus_35,interior,0.5905,6.07,41,65.2,68.5,28944,67.4,False,41,22,-0.27530151229294075,3,5,5,38670,20115,-0.36651254785282816,3714,690,11422,41,1,-4.3499852158227466,0,0,1,38670,1196,-4.6318570394443075,0,0,1196,no_lidar,28944,14730,0.01131683962674579,3543,7526,3078,28944,860,-4.138762492975127,0,0,860
236,img_2461a33a99ca0046b9a7c112::yaw_minus_35,interior,0.5928,5.74,0,nan,nan,32088,64.4,False,0,0,,,,,43062,19372,-0.33524985518300987,4029,661,11629,0,0,,,,,43062,926,-4.407265556082967,0,0,926,no_lidar,32088,14297,0.008423006677493738,3579,7044,2989,32088,666,-3.936278438066113,0,0,666
237,img_4ccf82bd2664b37fa8da5db0::yaw_minus_35,interior,0.595,5.52,0,nan,nan,32752,69.9,False,0,0,,,,,44604,17888,-0.37982019540169576,3488,590,11904,0,0,,,,,44604,843,-4.18359435342191,0,0,843,no_lidar,32752,12771,0.003044111622249268,3013,5960,2739,32752,582,-3.7522910662580444,0,0,582
238,img_3fa45fac1cc1abd6364f0bd3::yaw_minus_35,interior,0.5973,5.33,0,nan,nan,32233,59.4,False,0,0,,,,,44541,15926,-0.4509703826397127,2346,496,12081,0,0,,,,,44541,724,-4.006889722531833,0,0,724,no_lidar,32233,11485,-0.05398538406453035,2071,4889,3086,32233,501,-3.6115355514185135,0,0,501
239,img_94448b4974045a36f76fb520::yaw_minus_35,interior,0.6086,5.1,0,nan,nan,0,nan,False,0,0,,,,,3271,1103,-0.6232796569458054,70,123,817,0,0,,,,,3271,69,-3.78438449528654,0,0,69,no_lidar,,,,,,,,,,,,
240,img_d92232056a803e065181c4fc::yaw_minus_35,carport,0.6109,5.09,0,nan,nan,0,nan,False,0,0,,,,,5967,2110,-0.1699898167416909,366,440,778,0,0,,,,,5967,1584,-0.29443118283330394,30,377,778,no_lidar,,,,,,,,,,,,
241,img_3b6ed57064a70ad37a048c7b::yaw_minus_35,carport,0.6131,5.15,2095,78.5,88.0,0,nan,False,2095,905,0.5983376813772043,903,0,2,9490,4138,0.3641086831684057,2232,847,175,2095,391,0.5052032029412832,389,0,2,9490,2648,0.09846143013049602,786,841,175,clear,,,,,,,,,,,,
242,img_4a58d805e5b8e03110fdfac7::yaw_minus_35,carport,0.6154,5.16,3912,53.6,91.8,0,nan,False,3912,2034,0.6618311041326517,2034,0,0,11037,5738,0.5176865068504282,3641,1219,88,3912,1018,0.5015020990016579,1018,0,0,11037,3531,0.2070197865842056,1434,1219,88,clear,,,,,,,,,,,,
243,img_1871157e950c16814045b7fb::yaw_minus_35,carport,0.6176,5.02,7381,52.8,84.1,0,nan,False,7381,3420,1.3823464695004777,3334,0,0,15652,7245,0.6450372871460885,4994,1390,29,7381,1893,0.5396078694819826,1807,0,0,15652,4296,0.27442576943479,2045,1390,29,clear,,,,,,,,,,,,
244,img_26e10d650ada982eed86237e::yaw_minus_35,carport,0.6199,4.9,12739,55.3,81.8,0,nan,True,12739,4955,1.2620022630637244,4710,0,0,22588,8809,0.7228427464408451,6392,1540,0,12739,2900,0.5827555941561933,2655,0,0,22588,5340,0.3545571555748692,2923,1540,0,clear,,,,,,,,,,,,
245,img_c1d98062a4244b5006970c32::yaw_minus_35,carport,0.6222,4.89,13217,52.6,84.0,0,nan,True,13217,5827,0.7579606096045719,5480,0,0,22213,9834,0.7104136348685257,7257,1717,0,13217,3796,0.6257943885890125,3449,0,0,22213,6722,0.4445029611452833,4145,1717,0,clear,,,,,,,,,,,,
246,img_b03cab9432767781d37d0c40::yaw_minus_35,carport,0.6244,5.0,9866,55.3,86.1,0,nan,False,9866,4515,0.7127230792191606,4286,0,0,18346,8364,0.6688584547147505,6025,1541,0,9866,3298,0.6204247004160517,3069,0,0,18346,6212,0.45363426481783886,3873,1541,0,clear,,,,,,,,,,,,
247,img_fc66080d5ff5d4c012c31698::yaw_minus_35,carport,0.6267,5.24,8061,61.0,88.8,0,nan,False,8061,3806,0.6892861179132481,3596,0,0,15643,7388,0.6207788379892953,5155,1508,0,8061,3002,0.6142564365856398,2792,0,0,15643,5938,0.4587400508057522,3705,1508,0,clear,,,,,,,,,,,,
248,img_58caed980ab70c4132efecfd::yaw_minus_35,carport,0.629,5.52,7686,75.1,106.1,0,nan,False,7686,3697,0.6544676797798559,3509,0,0,15024,7268,0.6192692940675442,5188,1337,0,7686,3026,0.6054263034792782,2838,0,0,15024,6196,0.5154378394814478,4116,1337,0,clear,,,,,,,,,,,,
249,img_8c2af5819c98a4c49838403d::yaw_minus_35,carport,0.6312,5.72,9108,58.1,83.1,0,nan,False,9108,4621,0.6129927239728961,4236,0,0,15792,8033,0.58933184058065,5867,1341,0,9108,3922,0.5869008917633014,3537,0,0,15792,7017,0.5444302472369982,4851,1341,0,clear,,,,,,,,,,,,
250,img_9fc13fc6b2a89839552d140b::yaw_minus_35,carport,0.6335,5.89,9550,38.7,61.9,0,nan,False,9550,4984,0.588189828788642,4549,0,0,16189,8471,0.5698791136375974,6275,1318,0,9550,4287,0.5678254673631233,3852,0,0,16189,7480,0.5397293507142771,5284,1318,0,clear,,,,,,,,,,,,
251,img_f2e26c722981ec0176325e6b::yaw_minus_35,carport,0.6357,6.01,10851,38.1,58.4,0,nan,False,10851,5315,0.5954284731675399,4815,0,0,17662,8665,0.5758420203912227,6417,1392,0,10851,4553,0.5745267305016517,4053,0,0,17662,7609,0.5426346771958919,5361,1392,0,clear,,,,,,,,,,,,
252,img_f4bf71d79eb426e24a089014::yaw_minus_35,carport,0.638,6.02,10756,41.0,57.0,0,nan,False,10756,5239,0.6136866986359122,4734,0,0,17451,8538,0.5908106605802783,6258,1428,0,10756,4469,0.5897692051527006,3964,0,0,17451,7504,0.552864824941885,5224,1428,0,clear,,,,,,,,,,,,
253,img_9b00be96662f65f6e44b8ae9::yaw_minus_35,carport,0.6403,5.85,9760,42.7,60.7,0,nan,False,9760,4717,0.6723779715225389,4343,0,0,16477,7997,0.6364058516979529,5776,1463,0,9760,3923,0.6325783596650139,3549,0,0,16477,6870,0.5454640244268814,4649,1463,0,clear,,,,,,,,,,,,
254,img_99cab519f1ef124e4b6289fd::yaw_minus_35,carport,0.6425,5.56,9495,46.7,62.1,0,nan,False,9495,4494,0.7303731244176999,4203,0,0,16768,7981,0.6603229600655682,5659,1551,0,9495,3495,0.6435510554414758,3204,0,0,16768,6424,0.4903555155197137,4102,1551,0,clear,,,,,,,,,,,,
