region,tile,point_index,n_views,luma_mean_raw,luma_cv_raw,luma_logstd_raw,luma_min_raw,luma_max_raw,rgb_std_mean_raw,range_median_m,n_views_learned,luma_cv_learned,luma_cv_raw_paired_learned,luma_logstd_learned,luma_logstd_raw_paired_learned,rgb_std_mean_learned,n_views_per_camera_mean,luma_cv_per_camera_mean,luma_cv_raw_paired_per_camera_mean,luma_logstd_per_camera_mean,luma_logstd_raw_paired_per_camera_mean,rgb_std_mean_per_camera_mean,n_views_per_camera_time_block_10s,luma_cv_per_camera_time_block_10s,luma_cv_raw_paired_per_camera_time_block_10s,luma_logstd_per_camera_time_block_10s,luma_logstd_raw_paired_per_camera_time_block_10s,rgb_std_mean_per_camera_time_block_10s,n_views_per_camera_time_block_20s,luma_cv_per_camera_time_block_20s,luma_cv_raw_paired_per_camera_time_block_20s,luma_logstd_per_camera_time_block_20s,luma_logstd_raw_paired_per_camera_time_block_20s,rgb_std_mean_per_camera_time_block_20s,n_views_per_camera_time_block_60s,luma_cv_per_camera_time_block_60s,luma_cv_raw_paired_per_camera_time_block_60s,luma_logstd_per_camera_time_block_60s,luma_logstd_raw_paired_per_camera_time_block_60s,rgb_std_mean_per_camera_time_block_60s,n_views_oracle_per_image,luma_cv_oracle_per_image,luma_cv_raw_paired_oracle_per_image,luma_logstd_oracle_per_image,luma_logstd_raw_paired_oracle_per_image,rgb_std_mean_oracle_per_image,n_views_oracle_per_image_tile_views,luma_cv_oracle_per_image_tile_views,luma_cv_raw_paired_oracle_per_image_tile_views,luma_logstd_oracle_per_image_tile_views,luma_logstd_raw_paired_oracle_per_image_tile_views,rgb_std_mean_oracle_per_image_tile_views
indoor_door_leaf_Tile_1,Tile_1,145,120,68.1364,0.584306,0.558041,11.559,183.124,39.9327,6.76309,120,0.405229,0.584306,0.409703,0.558041,26.7559,120,0.586525,0.584306,0.560657,0.558041,45.138,120,0.493599,0.584306,0.486803,0.558041,34.6419,120,0.500926,0.584306,0.495756,0.558041,35.2001,120,0.607293,0.584306,0.562948,0.558041,47.4852,120,0.185643,0.584306,0.198622,0.558041,11.8595,120,0.185643,0.584306,0.198622,0.558041,11.8595
indoor_door_leaf_Tile_1,Tile_1,146,34,95.9254,0.592352,0.679392,20,193.267,56.1916,3.48703,34,0.571556,0.592352,0.616993,0.679392,54.0509,34,0.592352,0.592352,0.679392,0.679392,63.407,34,0.524305,0.592352,0.591424,0.679392,47.9864,34,0.529859,0.592352,0.596174,0.679392,48.4192,34,0.573683,0.592352,0.669644,0.679392,60.3382,34,0.245398,0.592352,0.240233,0.679392,16.7178,34,0.245398,0.592352,0.240233,0.679392,16.7178
indoor_door_leaf_Tile_1,Tile_1,147,130,91.1277,0.569423,0.574735,11.858,250.891,51.8986,6.88575,129,0.402137,0.564688,0.472711,0.567488,36.2782,129,0.566136,0.564688,0.570071,0.567488,58.3619,129,0.482785,0.564688,0.530041,0.567488,45.5557,129,0.47945,0.564688,0.530115,0.567488,45.3485,129,0.58072,0.564688,0.577633,0.567488,60.9315,130,0.345855,0.569423,0.419282,0.574735,29.7055,129,0.346572,0.564688,0.420844,0.567488,29.8018
indoor_door_leaf_Tile_1,Tile_1,148,125,129.18,0.645663,0.80959,10.527,255,84.1459,5.98821,124,0.575798,0.640234,0.7034,0.80447,72.605,124,0.632966,0.640234,0.802209,0.80447,92.184,124,0.577754,0.640234,0.717574,0.80447,74.0715,124,0.582847,0.640234,0.722402,0.80447,75.0366,124,0.601199,0.640234,0.767031,0.80447,84.1528,125,0.420639,0.645663,0.399673,0.80959,43.9586,124,0.42122,0.640234,0.401051,0.80447,44.0942
indoor_door_leaf_Tile_1,Tile_1,149,147,124.486,0.612542,0.647778,20.26,255,76.5879,6.89032,146,0.529301,0.607708,0.549039,0.639364,63.4912,146,0.599247,0.607708,0.63708,0.639364,83.9393,146,0.53418,0.607708,0.569337,0.639364,66.7681,146,0.53281,0.607708,0.569547,0.639364,66.3952,146,0.573919,0.607708,0.61624,0.639364,78.3251,147,0.291139,0.612542,0.322642,0.647778,27.2491,146,0.291381,0.607708,0.323497,0.639364,27.307
indoor_door_leaf_Tile_1,Tile_1,150,127,129.478,0.638601,0.78787,11.641,255,83.4573,5.83384,126,0.564929,0.633135,0.680304,0.781908,71.2618,126,0.625201,0.633135,0.780558,0.781908,91.5237,126,0.568314,0.633135,0.699588,0.781908,74.0607,126,0.568872,0.633135,0.69904,0.781908,73.7875,126,0.594373,0.633135,0.747237,0.781908,84.2131,127,0.374836,0.638601,0.382005,0.78787,39.6716,126,0.375022,0.633135,0.383103,0.781908,39.7728
indoor_door_leaf_Tile_1,Tile_1,151,66,91.4139,0.540567,0.617775,18.641,181.019,48.8813,6.90921,66,0.519408,0.540567,0.610143,0.617775,47.7158,66,0.540501,0.540567,0.619433,0.617775,54.7762,66,0.470524,0.540567,0.545489,0.617775,44.1706,66,0.479268,0.540567,0.543683,0.617775,44.4716,66,0.516894,0.540567,0.593309,0.617775,50.9119,66,0.315917,0.540567,0.278469,0.617775,24.9612,66,0.315917,0.540567,0.278469,0.617775,24.9612
indoor_door_leaf_Tile_1,Tile_1,152,130,88.8705,0.567605,0.579796,12.271,238.875,50.491,6.89509,129,0.394189,0.562958,0.471803,0.573078,34.6962,129,0.565881,0.562958,0.576242,0.573078,56.9723,129,0.484868,0.562958,0.530368,0.573078,44.6768,129,0.479337,0.562958,0.531211,0.573078,44.2426,129,0.585647,0.562958,0.583138,0.573078,60.0015,130,0.344088,0.567605,0.411536,0.579796,28.926,129,0.344906,0.562958,0.413093,0.573078,29.0237
indoor_door_leaf_Tile_1,Tile_1,153,74,84.7475,0.615602,0.72342,10.114,188.075,51.7699,6.91927,74,0.588761,0.615602,0.675012,0.72342,49.8923,74,0.616809,0.615602,0.726372,0.72342,58.1673,74,0.552172,0.615602,0.671784,0.72342,47.99,74,0.549754,0.615602,0.661987,0.72342,47.0769,74,0.591038,0.615602,0.705985,0.72342,54.2981,74,0.308497,0.615602,0.306525,0.72342,24.0088,74,0.308497,0.615602,0.306525,0.72342,24.0088
indoor_door_leaf_Tile_1,Tile_1,154,145,65.4998,0.512047,0.477454,18.228,175.368,34.0155,6.55496,145,0.421751,0.512047,0.401114,0.477454,28.216,145,0.514759,0.512047,0.482249,0.477454,38.5091,145,0.463698,0.512047,0.435859,0.477454,32.7295,145,0.452969,0.512047,0.431155,0.477454,31.8014,145,0.524571,0.512047,0.472256,0.477454,39.4687,145,0.200948,0.512047,0.199165,0.477454,13.3948,145,0.200948,0.512047,0.199165,0.477454,13.3948
indoor_door_leaf_Tile_1,Tile_1,155,143,137.301,0.562341,0.699585,26.125,249.662,78.5514,6.33057,142,0.486073,0.559179,0.595514,0.698631,65.0173,142,0.553205,0.559179,0.695536,0.698631,86.0097,142,0.493009,0.559179,0.609925,0.698631,68.0733,142,0.5244,0.559179,0.630953,0.698631,74.0957,142,0.53398,0.559179,0.668816,0.698631,80.3591,143,0.532858,0.562341,0.402009,0.699585,59.0325,142,0.53523,0.559179,0.402038,0.698631,59.1527
indoor_door_leaf_Tile_1,Tile_1,156,104,131.642,0.634572,0.735239,23.57,255,84.2142,5.12822,103,0.564016,0.631152,0.627034,0.735722,71.8426,103,0.623058,0.631152,0.731663,0.735722,92.1705,103,0.564505,0.631152,0.637441,0.735722,73.6616,103,0.570838,0.631152,0.641166,0.735722,74.564,103,0.592228,0.631152,0.694455,0.735722,83.6594,104,0.323101,0.634572,0.344072,0.735239,31.2865,103,0.319717,0.631152,0.341024,0.735722,30.7939
indoor_door_leaf_Tile_1,Tile_1,157,168,118.748,0.642396,0.657858,15.527,254.701,76.629,6.57583,167,0.544283,0.638203,0.556278,0.650477,62.4255,167,0.629804,0.638203,0.647079,0.650477,84.155,167,0.568675,0.638203,0.59586,0.650477,67.7261,167,0.563889,0.638203,0.592178,0.650477,67.0446,167,0.60225,0.638203,0.629758,0.650477,78.8575,168,0.290145,0.642396,0.341371,0.657858,26.4473,167,0.290154,0.638203,0.342067,0.650477,26.4879
indoor_door_leaf_Tile_1,Tile_1,158,71,87.3301,0.59926,0.686249,12.641,186.2,51.9167,6.94607,71,0.584193,0.59926,0.656008,0.686249,51.8264,71,0.600742,0.59926,0.689438,0.686249,58.3971,71,0.533821,0.59926,0.632965,0.686249,47.98,71,0.530285,0.59926,0.623032,0.686249,46.9113,71,0.573925,0.59926,0.666861,0.686249,54.2081,71,0.288585,0.59926,0.281055,0.686249,23.3637,71,0.288585,0.59926,0.281055,0.686249,23.3637
indoor_door_leaf_Tile_1,Tile_1,159,133,130.349,0.589781,0.723729,14.103,254.701,77.7822,5.07779,132,0.525537,0.586938,0.634167,0.723816,66.2752,132,0.580115,0.586938,0.721883,0.723816,85.2016,132,0.525456,0.586938,0.635852,0.723816,67.8422,132,0.536116,0.586938,0.642378,0.723816,69.8807,132,0.548524,0.586938,0.687871,0.723816,77.8593,133,0.455911,0.589781,0.415132,0.723729,49.0722,132,0.457409,0.586938,0.414625,0.723816,49.07
indoor_door_leaf_Tile_1,Tile_1,160,118,62.0084,0.559349,0.49505,18.794,173.69,34.8913,6.9083,118,0.373717,0.559349,0.374161,0.49505,23.4919,118,0.561503,0.559349,0.497652,0.49505,39.4329,118,0.475554,0.559349,0.451558,0.49505,30.9382,118,0.481989,0.559349,0.457205,0.49505,31.5129,118,0.580175,0.559349,0.493791,0.49505,41.0638,118,0.218939,0.559349,0.219795,0.49505,13.2279,118,0.218939,0.559349,0.219795,0.49505,13.2279
indoor_door_leaf_Tile_1,Tile_1,161,43,94.0193,0.635883,0.704961,13.826,192.336,59.1045,5.2722,43,0.606342,0.635883,0.648014,0.704961,56.1883,43,0.632856,0.635883,0.701811,0.704961,66.0332,43,0.569481,0.635883,0.634794,0.704961,52.5129,43,0.560502,0.635883,0.629701,0.704961,51.1359,43,0.599099,0.635883,0.673272,0.704961,60.081,43,0.212615,0.635883,0.228624,0.704961,15.1787,43,0.212615,0.635883,0.228624,0.704961,15.1787
indoor_door_leaf_Tile_1,Tile_1,162,122,68.1943,0.574662,0.541603,14.794,171.196,39.2953,6.92713,122,0.391391,0.574662,0.398701,0.541603,26.1241,122,0.576814,0.574662,0.544376,0.541603,44.4178,122,0.489249,0.574662,0.489843,0.541603,34.3841,122,0.492309,0.574662,0.494324,0.541603,34.7195,122,0.597175,0.574662,0.544363,0.541603,46.5993,122,0.227072,0.574662,0.22424,0.541603,14.1089,122,0.227072,0.574662,0.22424,0.541603,14.1089
indoor_door_leaf_Tile_1,Tile_1,163,162,69.3303,0.563267,0.558784,12.755,212.156,39.1616,6.90619,162,0.4484,0.563267,0.469572,0.558784,31.4002,162,0.563835,0.563267,0.561864,0.558784,44.0381,162,0.506612,0.563267,0.521329,0.558784,37.1489,162,0.504845,0.563267,0.520523,0.558784,36.8914,162,0.577343,0.563267,0.559566,0.558784,45.4164,162,0.267582,0.563267,0.254736,0.558784,18.5757,162,0.267582,0.563267,0.254736,0.558784,18.5757
indoor_door_leaf_Tile_1,Tile_1,164,118,129.365,0.659028,0.814373,13.402,255,85.8783,5.94867,117,0.589266,0.652853,0.697143,0.806897,73.1791,117,0.645061,0.652853,0.803607,0.806897,93.915,117,0.58785,0.652853,0.717871,0.806897,75.5484,117,0.592733,0.652853,0.723102,0.806897,76.5763,117,0.611618,0.652853,0.767487,0.806897,85.3395,118,0.430098,0.659028,0.402789,0.814373,44.7421,117,0.429763,0.652853,0.403561,0.806897,44.8377
indoor_door_leaf_Tile_1,Tile_1,165,127,117.559,0.729253,0.86155,18.559,255,86.7421,6.18854,126,0.660654,0.724531,0.75559,0.859158,75.0861,126,0.717466,0.724531,0.857013,0.859158,95.5116,126,0.661757,0.724531,0.775842,0.859158,78.1643,126,0.66202,0.724531,0.777802,0.859158,77.7842,126,0.690702,0.724531,0.823731,0.859158,88.5728,127,0.411058,0.729253,0.418859,0.86155,37.7607,126,0.412411,0.724531,0.420516,0.859158,37.9056
indoor_door_leaf_Tile_1,Tile_1,166,109,131.35,0.605299,0.675607,20.374,255,80.1333,5.77477,108,0.525467,0.598434,0.576138,0.663366,66.979,108,0.590281,0.598434,0.659118,0.663366,87.4579,108,0.527323,0.598434,0.592688,0.663366,70.2973,108,0.525628,0.598434,0.59393,0.663366,69.5722,108,0.557739,0.598434,0.63133,0.663366,79.4256,109,0.319798,0.605299,0.370709,0.675607,32.2581,108,0.319473,0.598434,0.371663,0.663366,32.3143
indoor_door_leaf_Tile_1,Tile_1,167,159,71.479,0.526822,0.499704,19.228,188.556,38.2108,6.85745,159,0.426154,0.526822,0.427497,0.499704,31.1233,159,0.527363,0.526822,0.502799,0.499704,42.98,159,0.469306,0.526822,0.465555,0.499704,35.9479,159,0.46284,0.526822,0.461993,0.499704,35.3182,159,0.539372,0.526822,0.497317,0.499704,44.3088,159,0.236907,0.526822,0.202338,0.499704,17.168,159,0.236907,0.526822,0.202338,0.499704,17.168
indoor_door_leaf_Tile_1,Tile_1,168,129,126.897,0.664115,0.784013,15.228,255,84.7844,5.4347,128,0.590429,0.658899,0.676362,0.778538,72.1954,128,0.650688,0.658899,0.775559,0.778538,92.9303,128,0.592397,0.658899,0.697355,0.778538,74.9021,128,0.595591,0.658899,0.69859,0.778538,75.1549,128,0.620721,0.658899,0.749545,0.778538,85.771,129,0.393682,0.664115,0.369033,0.784013,39.3598,128,0.394238,0.658899,0.370242,0.778538,39.4801
indoor_door_leaf_Tile_1,Tile_1,169,128,89.509,0.521731,0.561449,11.157,202.684,46.843,6.92744,128,0.367288,0.521731,0.453481,0.561449,32.6633,128,0.523999,0.521731,0.565541,0.561449,52.9866,128,0.449,0.521731,0.504346,0.561449,41.5374,128,0.444419,0.521731,0.506839,0.561449,41.2042,128,0.543296,0.521731,0.55975,0.561449,55.6814,128,0.291477,0.521731,0.350921,0.561449,24.0597,128,0.291477,0.521731,0.350921,0.561449,24.0597
indoor_door_leaf_Tile_1,Tile_1,170,139,132.547,0.573269,0.697518,13.598,252.907,77.064,4.92003,138,0.499712,0.57059,0.606535,0.697455,64.6877,138,0.563929,0.57059,0.695373,0.697455,84.408,138,0.504175,0.57059,0.610586,0.697455,66.954,138,0.526507,0.57059,0.622627,0.697455,70.7869,138,0.536684,0.57059,0.662503,0.697455,77.4694,139,0.42431,0.573269,0.38848,0.697518,44.9672,138,0.424922,0.57059,0.38737,0.697455,44.8565
indoor_door_leaf_Tile_1,Tile_1,171,128,135.726,0.575213,0.722486,12.712,254.103,79.0938,4.8996,127,0.509247,0.572626,0.631699,0.723136,67.0316,127,0.566392,0.572626,0.720954,0.723136,86.6552,127,0.513048,0.572626,0.63403,0.723136,69.006,127,0.532245,0.572626,0.646534,0.723136,72.6128,127,0.535346,0.572626,0.685248,0.723136,79.0379,128,0.432518,0.575213,0.399344,0.722486,47.8266,127,0.432821,0.572626,0.397769,0.723136,47.6269
indoor_door_leaf_Tile_1,Tile_1,172,128,79.4237,0.505543,0.514134,23.869,196.211,40.2493,6.95987,128,0.38388,0.505543,0.401559,0.514134,30.3297,128,0.507907,0.505543,0.517647,0.514134,45.5443,128,0.440176,0.505543,0.458979,0.514134,36.1129,128,0.435748,0.505543,0.458787,0.514134,35.7582,128,0.521693,0.505543,0.515196,0.514134,47.4064,128,0.312328,0.505543,0.308657,0.514134,22.761,128,0.312328,0.505543,0.308657,0.514134,22.761
indoor_door_leaf_Tile_1,Tile_1,173,166,66.7707,0.548705,0.547424,13.456,191.705,36.8122,6.81277,166,0.445613,0.548705,0.458291,0.547424,30.0563,166,0.548846,0.548705,0.550228,0.547424,41.3667,166,0.497374,0.548705,0.509023,0.547424,35.2042,166,0.495886,0.548705,0.508877,0.547424,35.0071,166,0.560875,0.548705,0.550162,0.547424,42.612,166,0.280057,0.548705,0.264024,0.547424,18.7006,166,0.280057,0.548705,0.264024,0.547424,18.7006
indoor_door_leaf_Tile_1,Tile_1,174,83,88.2886,0.607835,0.703635,12.456,186.039,52.999,6.55139,83,0.57725,0.607835,0.649121,0.703635,51.2269,83,0.607259,0.607835,0.705073,0.703635,59.2992,83,0.53968,0.607835,0.650465,0.703635,48.3407,83,0.541729,0.607835,0.642199,0.703635,47.8232,83,0.586983,0.607835,0.689094,0.703635,55.7215,83,0.288025,0.607835,0.284461,0.703635,22.2996,83,0.288025,0.607835,0.284461,0.703635,22.2996
indoor_door_leaf_Tile_1,Tile_1,175,148,124.424,0.607501,0.621018,25.445,255,75.8698,6.90285,147,0.518995,0.602737,0.522697,0.61226,62.6988,147,0.593627,0.602737,0.608673,0.61226,83.0175,147,0.525651,0.602737,0.541216,0.61226,65.8774,147,0.52575,0.602737,0.542157,0.61226,65.7197,147,0.567327,0.602737,0.59057,0.61226,77.1034,148,0.294416,0.607501,0.31985,0.621018,27.99,147,0.294687,0.602737,0.320699,0.61226,28.05
indoor_door_leaf_Tile_1,Tile_1,176,125,68.622,0.543404,0.510559,17.968,171.288,37.4476,6.69371,125,0.382016,0.543404,0.375162,0.510559,26.1086,125,0.545757,0.543404,0.513629,0.510559,42.3617,125,0.460634,0.543404,0.460559,0.510559,32.7525,125,0.466731,0.543404,0.466594,0.510559,33.3328,125,0.566724,0.543404,0.515552,0.510559,44.5041,125,0.171805,0.543404,0.183283,0.510559,10.9643,125,0.171805,0.543404,0.183283,0.510559,10.9643
indoor_door_leaf_Tile_1,Tile_1,177,151,68.6452,0.484821,0.463915,20.837,166.912,33.6653,6.84074,151,0.409962,0.484821,0.395422,0.463915,28.7983,151,0.48401,0.484821,0.466125,0.463915,37.7649,151,0.436621,0.484821,0.422778,0.463915,32.1164,151,0.430179,0.484821,0.421954,0.463915,31.554,151,0.491738,0.484821,0.460084,0.463915,38.6387,151,0.27407,0.484821,0.228267,0.463915,18.9154,151,0.27407,0.484821,0.228267,0.463915,18.9154
indoor_door_leaf_Tile_1,Tile_1,178,135,134.487,0.556838,0.657806,28.869,254.701,76.0062,4.77254,134,0.47849,0.553142,0.555516,0.655502,62.7779,134,0.546845,0.553142,0.652536,0.655502,83.0495,134,0.48619,0.553142,0.566176,0.655502,65.5818,134,0.512334,0.553142,0.585764,0.655502,70.5274,134,0.5212,0.553142,0.61602,0.655502,76.2396,135,0.512009,0.556838,0.368732,0.657806,55.5365,134,0.514419,0.553142,0.369119,0.655502,55.6855
indoor_door_leaf_Tile_1,Tile_1,179,113,138.42,0.600102,0.790787,9.011,255,83.8287,4.75538,112,0.531165,0.597052,0.693041,0.792033,71.33,112,0.590383,0.597052,0.789488,0.792033,91.895,112,0.533729,0.597052,0.709238,0.792033,72.9516,112,0.541881,0.597052,0.714543,0.792033,74.5393,112,0.556129,0.597052,0.750449,0.792033,83.1482,113,0.442495,0.600102,0.369867,0.790787,49.1928,112,0.443418,0.597052,0.368181,0.792033,49.03
indoor_door_leaf_Tile_1,Tile_1,180,130,127.358,0.64141,0.779295,8.641,255,82.0046,5.68034,129,0.570534,0.63588,0.665548,0.772303,69.0249,129,0.6269,0.63588,0.768936,0.772303,89.5975,129,0.567218,0.63588,0.691167,0.772303,71.9139,129,0.572358,0.63588,0.693306,0.772303,72.5922,129,0.594422,0.63588,0.742119,0.772303,82.1775,130,0.430253,0.64141,0.413827,0.779295,44.2798,129,0.43021,0.63588,0.414824,0.772303,44.3805
indoor_door_leaf_Tile_1,Tile_1,181,127,67.226,0.54813,0.534236,12.157,167.026,37.0665,6.62571,127,0.41142,0.54813,0.406307,0.534236,27.6004,127,0.550351,0.54813,0.536815,0.534236,41.9154,127,0.467081,0.54813,0.472382,0.534236,32.6928,127,0.47004,0.54813,0.477917,0.534236,32.904,127,0.569915,0.54813,0.537949,0.534236,43.9,127,0.190966,0.54813,0.203173,0.534236,12.2474,127,0.190966,0.54813,0.203173,0.534236,12.2474
indoor_door_leaf_Tile_1,Tile_1,182,36,116.269,0.659658,0.752476,19.043,255,76.34,2.52217,36,0.572276,0.659658,0.647529,0.752476,66.6547,36,0.651705,0.659658,0.747993,0.752476,84.4697,36,0.626233,0.659658,0.679415,0.752476,71.4771,36,0.605034,0.659658,0.665577,0.752476,67.2929,36,0.63617,0.659658,0.734874,0.752476,77.7498,36,0.315335,0.659658,0.319975,0.752476,23.4369,36,0.315335,0.659658,0.319975,0.752476,23.4369
indoor_door_leaf_Tile_1,Tile_1,183,128,73.5832,0.624318,0.583351,18.929,199.912,46.1121,6.96626,128,0.476164,0.624318,0.464662,0.583351,34.3602,128,0.626504,0.624318,0.586867,0.583351,52.1264,128,0.545054,0.624318,0.51487,0.583351,41.0762,128,0.54087,0.624318,0.519137,0.583351,40.8366,128,0.646413,0.624318,0.587951,0.583351,54.6346,128,0.30375,0.624318,0.307738,0.583351,19.7448,128,0.30375,0.624318,0.307738,0.583351,19.7448
indoor_door_leaf_Tile_1,Tile_1,184,139,67.1191,0.504888,0.477638,19.082,166.944,34.4115,6.30841,139,0.348065,0.504888,0.379105,0.477638,23.7751,139,0.507672,0.504888,0.483138,0.477638,38.9561,139,0.420661,0.504888,0.413396,0.477638,30.1727,139,0.42702,0.504888,0.419811,0.477638,30.7382,139,0.519864,0.504888,0.474966,0.477638,40.2391,139,0.161192,0.504888,0.167266,0.477638,11.4415,139,0.161192,0.504888,0.167266,0.477638,11.4415
indoor_door_leaf_Tile_1,Tile_1,185,156,72.4544,0.505966,0.480632,21.901,172.854,36.9009,6.78337,156,0.410437,0.505966,0.403536,0.480632,29.9573,156,0.505963,0.505966,0.483254,0.480632,41.4729,156,0.445438,0.505966,0.435449,0.480632,34.2583,156,0.441761,0.505966,0.433802,0.480632,33.8713,156,0.514322,0.505966,0.473816,0.480632,42.3532,156,0.241107,0.505966,0.200111,0.480632,17.1869,156,0.241107,0.505966,0.200111,0.480632,17.1869
indoor_door_leaf_Tile_1,Tile_1,186,54,97.681,0.628945,0.698395,22.185,194.716,60.9237,5.40199,54,0.562222,0.628945,0.601998,0.698395,52.7533,54,0.624501,0.628945,0.693526,0.698395,67.6508,54,0.575506,0.628945,0.626233,0.698395,55.0887,54,0.571331,0.628945,0.621718,0.698395,53.9558,54,0.601255,0.628945,0.667223,0.698395,62.2256,54,0.237125,0.628945,0.232172,0.698395,17.6871,54,0.237125,0.628945,0.232172,0.698395,17.6871
indoor_door_leaf_Tile_1,Tile_1,187,136,91.6475,0.72511,0.765781,9.858,254.886,67.6714,5.85822,134,0.640985,0.718588,0.688006,0.764306,58.0703,134,0.715752,0.718588,0.762917,0.764306,75.2449,134,0.633369,0.718588,0.698154,0.764306,59.1093,134,0.64915,0.718588,0.700019,0.764306,60.3976,134,0.689802,0.718588,0.735393,0.764306,69.9948,136,0.400265,0.72511,0.378434,0.765781,29.0557,134,0.402959,0.718588,0.380778,0.764306,29.244
indoor_door_leaf_Tile_1,Tile_1,188,99,92.1752,0.617071,0.727145,9.912,195.94,56.1224,5.99212,99,0.567897,0.617071,0.665399,0.727145,51.624,99,0.614534,0.617071,0.726231,0.727145,62.398,99,0.549331,0.617071,0.671131,0.727145,50.717,99,0.562175,0.617071,0.670523,0.727145,51.6344,99,0.5909,0.617071,0.704131,0.727145,57.9098,99,0.284578,0.617071,0.296507,0.727145,22.013,99,0.284578,0.617071,0.296507,0.727145,22.013
indoor_door_leaf_Tile_1,Tile_1,189,138,62.5988,0.530966,0.496839,17.31,165.099,33.6751,6.46659,138,0.380358,0.530966,0.403691,0.496839,24.2934,138,0.533722,0.530966,0.501937,0.496839,38.1091,138,0.446666,0.530966,0.435286,0.496839,29.8675,138,0.455674,0.530966,0.444271,0.496839,30.6153,138,0.549125,0.530966,0.497613,0.496839,39.5924,138,0.194352,0.530966,0.203256,0.496839,13.0232,138,0.194352,0.530966,0.203256,0.496839,13.0232
indoor_door_leaf_Tile_1,Tile_1,190,73,105.458,0.731569,0.680088,21.157,255,77.1872,7.06578,73,0.594115,0.731569,0.573931,0.680088,63.5915,73,0.721095,0.731569,0.675257,0.680088,84.2812,73,0.611504,0.731569,0.582444,0.680088,65.7465,73,0.636368,0.731569,0.597965,0.680088,68.687,73,0.68503,0.731569,0.640324,0.680088,76.7429,73,0.298466,0.731569,0.323893,0.680088,27.3291,73,0.298466,0.731569,0.323893,0.680088,27.3291
indoor_door_leaf_Tile_1,Tile_1,191,163,67.3651,0.473608,0.477162,15.641,165.765,32.3658,6.88572,163,0.394506,0.473608,0.410166,0.477162,27.4035,163,0.473255,0.473608,0.480359,0.477162,36.3285,163,0.430696,0.473608,0.445998,0.477162,31.2646,163,0.426881,0.473608,0.443596,0.477162,30.9516,163,0.479537,0.473608,0.475204,0.477162,37.0895,163,0.233061,0.473608,0.205756,0.477162,16.4774,163,0.233061,0.473608,0.205756,0.477162,16.4774
indoor_door_leaf_Tile_1,Tile_1,192,132,118.064,0.672297,0.785828,10.527,255,79.9325,6.09449,131,0.592306,0.667071,0.699821,0.779713,68.4236,131,0.658097,0.667071,0.775104,0.779713,87.5278,131,0.600545,0.667071,0.723052,0.779713,71.7728,131,0.600141,0.667071,0.722304,0.779713,71.1393,131,0.621883,0.667071,0.756431,0.779713,79.7978,132,0.446654,0.672297,0.472901,0.785828,42.1456,131,0.446979,0.667071,0.47444,0.779713,42.2544
indoor_door_leaf_Tile_1,Tile_1,193,129,67.1695,0.541448,0.510193,17.787,194.912,36.6939,6.83799,129,0.401577,0.541448,0.393276,0.510193,27.086,129,0.543634,0.541448,0.512483,0.510193,41.4893,129,0.463006,0.541448,0.467765,0.510193,32.5316,129,0.459221,0.541448,0.465538,0.510193,32.2783,129,0.563088,0.541448,0.51009,0.510193,43.4057,129,0.257373,0.541448,0.279331,0.510193,16.2134,129,0.257373,0.541448,0.279331,0.510193,16.2134
indoor_door_leaf_Tile_1,Tile_1,194,58,101.136,0.631787,0.743623,23.082,194.168,63.7567,5.40201,57,0.571063,0.620775,0.647696,0.733011,56.6559,57,0.614907,0.620775,0.726781,0.733011,70.1301,57,0.573434,0.620775,0.660577,0.733011,57.6372,57,0.570758,0.620775,0.663555,0.733011,57.3235,57,0.597109,0.620775,0.700413,0.733011,65.3532,58,0.224981,0.631787,0.229163,0.743623,17.1556,57,0.226967,0.620775,0.231127,0.733011,17.2855
indoor_door_leaf_Tile_1,Tile_1,195,65,111.03,0.641493,0.64747,24.456,255,71.5993,6.11852,65,0.534104,0.641493,0.546411,0.64747,59.8329,65,0.631529,0.641493,0.640329,0.64747,78.3678,65,0.560046,0.641493,0.562196,0.64747,63.1132,65,0.556116,0.641493,0.564411,0.64747,62.4977,65,0.599833,0.641493,0.616027,0.64747,70.7697,65,0.321556,0.641493,0.351687,0.64747,27.152,65,0.321556,0.641493,0.351687,0.64747,27.152
indoor_door_leaf_Tile_1,Tile_1,196,133,121.967,0.657913,0.765247,11.054,255,80.5561,5.95978,132,0.58295,0.652472,0.67612,0.757602,69.2302,132,0.642021,0.652472,0.753886,0.757602,87.8888,132,0.579191,0.652472,0.688115,0.757602,71.0124,132,0.585584,0.652472,0.690683,0.757602,71.6145,132,0.60597,0.652472,0.727976,0.757602,80.2505,133,0.41406,0.657913,0.406148,0.765247,41.6437,132,0.413638,0.652472,0.406776,0.757602,41.7039
indoor_door_leaf_Tile_1,Tile_1,197,131,124.297,0.645934,0.767207,11.168,255,80.644,5.84825,130,0.568062,0.640316,0.676605,0.759158,68.9736,130,0.630268,0.640316,0.755877,0.759158,88.0051,130,0.566695,0.640316,0.691393,0.759158,70.8592,130,0.57134,0.640316,0.693028,0.759158,71.2363,130,0.593022,0.640316,0.730161,0.759158,80.1242,131,0.410221,0.645934,0.412804,0.767207,41.9957,130,0.409658,0.640316,0.413373,0.759158,42.0475
