region,tile,point_index,n_views,luma_mean_raw,luma_cv_raw,luma_logstd_raw,luma_min_raw,luma_max_raw,rgb_std_mean_raw,range_median_m,n_views_learned,luma_cv_learned,luma_cv_raw_paired_learned,luma_logstd_learned,luma_logstd_raw_paired_learned,rgb_std_mean_learned,n_views_per_camera_mean,luma_cv_per_camera_mean,luma_cv_raw_paired_per_camera_mean,luma_logstd_per_camera_mean,luma_logstd_raw_paired_per_camera_mean,rgb_std_mean_per_camera_mean,n_views_per_camera_time_block_10s,luma_cv_per_camera_time_block_10s,luma_cv_raw_paired_per_camera_time_block_10s,luma_logstd_per_camera_time_block_10s,luma_logstd_raw_paired_per_camera_time_block_10s,rgb_std_mean_per_camera_time_block_10s,n_views_per_camera_time_block_20s,luma_cv_per_camera_time_block_20s,luma_cv_raw_paired_per_camera_time_block_20s,luma_logstd_per_camera_time_block_20s,luma_logstd_raw_paired_per_camera_time_block_20s,rgb_std_mean_per_camera_time_block_20s,n_views_per_camera_time_block_60s,luma_cv_per_camera_time_block_60s,luma_cv_raw_paired_per_camera_time_block_60s,luma_logstd_per_camera_time_block_60s,luma_logstd_raw_paired_per_camera_time_block_60s,rgb_std_mean_per_camera_time_block_60s,n_views_oracle_per_image,luma_cv_oracle_per_image,luma_cv_raw_paired_oracle_per_image,luma_logstd_oracle_per_image,luma_logstd_raw_paired_oracle_per_image,rgb_std_mean_oracle_per_image,n_views_oracle_per_image_tile_views,luma_cv_oracle_per_image_tile_views,luma_cv_raw_paired_oracle_per_image_tile_views,luma_logstd_oracle_per_image_tile_views,luma_logstd_raw_paired_oracle_per_image_tile_views,rgb_std_mean_oracle_per_image_tile_views
outdoor_gravel_Tile_0,Tile_0,111,201,179.915,0.252243,0.257267,67.071,255,45.5415,4.7858,201,0.241341,0.252243,0.228381,0.257267,52.7077,201,0.25227,0.252243,0.257577,0.257267,52.1687,201,0.241456,0.252243,0.234245,0.257267,52.4094,201,0.231847,0.252243,0.227436,0.257267,49.9954,201,0.226526,0.252243,0.237249,0.257267,46.3813,201,0.113027,0.252243,0.116297,0.257267,20.1934,201,0.113027,0.252243,0.116297,0.257267,20.1934
outdoor_gravel_Tile_0,Tile_0,112,213,180.605,0.257857,0.262795,76.136,255,46.921,4.96191,213,0.261471,0.257857,0.242263,0.262795,57.3769,213,0.256855,0.257857,0.262259,0.262795,53.5017,213,0.248694,0.257857,0.242115,0.262795,54.0795,213,0.239029,0.257857,0.238283,0.262795,51.9991,213,0.235293,0.257857,0.2457,0.262795,48.8018,213,0.122783,0.257857,0.125879,0.262795,21.8031,213,0.122783,0.257857,0.125879,0.262795,21.8031
outdoor_gravel_Tile_0,Tile_0,113,212,175.677,0.270081,0.287497,60.016,255,47.6573,4.70631,212,0.278348,0.270081,0.269889,0.287497,59.5835,212,0.270937,0.270081,0.289094,0.287497,54.7552,212,0.269863,0.270081,0.278206,0.287497,57.4701,212,0.257944,0.270081,0.273295,0.287497,54.6212,212,0.244963,0.270081,0.271785,0.287497,49.2735,212,0.144273,0.270081,0.157829,0.287497,25.0531,212,0.144273,0.270081,0.157829,0.287497,25.0531
outdoor_gravel_Tile_0,Tile_0,114,219,183.741,0.248277,0.252227,84.153,255,45.9303,4.93959,219,0.251865,0.248277,0.231757,0.252227,56.0873,219,0.247158,0.248277,0.251296,0.252227,52.3354,219,0.241627,0.248277,0.234845,0.252227,53.39,219,0.22761,0.248277,0.223533,0.252227,50.2918,219,0.218454,0.248277,0.225768,0.252227,46.0255,219,0.122696,0.248277,0.123922,0.252227,22.2348,219,0.122696,0.248277,0.123922,0.252227,22.2348
outdoor_gravel_Tile_0,Tile_0,115,216,180.087,0.261785,0.269058,75.665,255,47.4779,4.85476,216,0.267411,0.261785,0.249999,0.269058,58.3427,216,0.261003,0.261785,0.269186,0.269058,54.196,216,0.25408,0.261785,0.247889,0.269058,55.0007,216,0.241674,0.261785,0.23873,0.269058,52.2639,216,0.234828,0.261785,0.246695,0.269058,48.4114,216,0.121019,0.261785,0.125625,0.269058,21.3872,216,0.121019,0.261785,0.125625,0.269058,21.3872
outdoor_gravel_Tile_0,Tile_0,116,216,173.248,0.288242,0.295284,70.435,255,50.0194,4.82785,216,0.294882,0.288242,0.278724,0.295284,61.8054,216,0.287298,0.288242,0.294788,0.295284,57.0569,216,0.28331,0.288242,0.280672,0.295284,58.9508,216,0.27023,0.288242,0.270974,0.295284,55.9902,216,0.262143,0.288242,0.276384,0.295284,51.7878,216,0.133086,0.288242,0.140517,0.295284,22.2535,216,0.133086,0.288242,0.140517,0.295284,22.2535
outdoor_gravel_Tile_0,Tile_0,117,215,180.946,0.253326,0.280585,39.688,255,46.0022,4.70546,215,0.257403,0.253326,0.258149,0.280585,56.6324,215,0.254119,0.253326,0.281962,0.280585,52.8341,215,0.249903,0.253326,0.265463,0.280585,54.7457,215,0.241542,0.253326,0.262562,0.280585,52.6417,215,0.229701,0.253326,0.266177,0.280585,47.5319,215,0.121127,0.253326,0.144426,0.280585,21.735,215,0.121127,0.253326,0.144426,0.280585,21.735
outdoor_gravel_Tile_0,Tile_0,118,216,186.985,0.227025,0.23477,65.826,255,42.6584,4.73976,216,0.233902,0.227025,0.222187,0.23477,53.3432,216,0.227791,0.227025,0.236013,0.23477,49.0009,216,0.221504,0.227025,0.220823,0.23477,50.1926,216,0.213393,0.227025,0.211506,0.23477,48.1184,216,0.202544,0.227025,0.214787,0.23477,43.3851,216,0.138292,0.227025,0.135383,0.23477,25.4867,216,0.138292,0.227025,0.135383,0.23477,25.4867
outdoor_gravel_Tile_0,Tile_0,119,216,167.368,0.322218,0.336109,55.794,255,53.8948,4.85622,216,0.324461,0.322218,0.321644,0.336109,65.3912,216,0.32097,0.322218,0.334364,0.336109,61.4127,216,0.312404,0.322218,0.320193,0.336109,62.5583,216,0.297109,0.322218,0.30722,0.336109,59.2692,216,0.290041,0.322218,0.307878,0.336109,55.1333,216,0.174152,0.322218,0.194398,0.336109,27.6715,216,0.174152,0.322218,0.194398,0.336109,27.6715
outdoor_gravel_Tile_0,Tile_0,120,219,176.003,0.274774,0.284287,64.25,255,48.5572,4.79358,219,0.279137,0.274774,0.263249,0.284287,59.3111,219,0.27278,0.274774,0.281958,0.284287,55.1334,219,0.267574,0.274774,0.266628,0.284287,56.4907,219,0.25437,0.274774,0.257207,0.284287,53.5137,219,0.24512,0.274774,0.261625,0.284287,49.3876,219,0.12133,0.274774,0.129172,0.284287,20.7202,219,0.12133,0.274774,0.129172,0.284287,20.7202
outdoor_gravel_Tile_0,Tile_0,121,220,190.921,0.223904,0.238443,62.327,255,43.0173,4.81478,220,0.234661,0.223904,0.223947,0.238443,54.1033,220,0.221965,0.223904,0.236327,0.238443,48.7663,220,0.220321,0.223904,0.222768,0.238443,50.4215,220,0.210139,0.223904,0.215317,0.238443,48.0611,220,0.197759,0.223904,0.217255,0.238443,43.3084,220,0.124554,0.223904,0.123501,0.238443,23.2365,220,0.124554,0.223904,0.123501,0.238443,23.2365
outdoor_gravel_Tile_0,Tile_0,122,215,189.173,0.224961,0.236279,86.181,255,42.7639,4.76048,215,0.236602,0.224961,0.22719,0.236279,54.0099,215,0.225842,0.224961,0.238148,0.236279,49.1177,215,0.225998,0.224961,0.229258,0.236279,51.3564,215,0.21871,0.224961,0.228792,0.236279,49.6569,215,0.202193,0.224961,0.218433,0.236279,43.8397,215,0.114766,0.224961,0.122499,0.236279,21.1673,215,0.114766,0.224961,0.122499,0.236279,21.1673
outdoor_gravel_Tile_0,Tile_0,123,219,174.592,0.268538,0.283214,56.843,255,47.3021,4.65385,219,0.271521,0.268538,0.261811,0.283214,57.4685,219,0.26857,0.268538,0.283003,0.283214,54.1052,219,0.262146,0.268538,0.266277,0.283214,55.1718,219,0.258111,0.268538,0.270838,0.283214,54.285,219,0.241938,0.268538,0.262148,0.283214,48.5348,219,0.133922,0.268538,0.143474,0.283214,23.138,219,0.133922,0.268538,0.143474,0.283214,23.138
outdoor_gravel_Tile_0,Tile_0,124,219,181.045,0.275115,0.306565,54.951,255,50.0273,4.8956,219,0.285001,0.275115,0.28148,0.306565,62.2129,219,0.273002,0.275115,0.3045,0.306565,56.7494,219,0.266686,0.275115,0.285128,0.306565,57.5192,219,0.254785,0.275115,0.279898,0.306565,55.007,219,0.250277,0.275115,0.289812,0.306565,51.8344,219,0.131625,0.275115,0.147996,0.306565,22.62,219,0.131625,0.275115,0.147996,0.306565,22.62
outdoor_gravel_Tile_0,Tile_0,125,206,173.459,0.280348,0.289816,53.813,255,48.8941,4.64278,206,0.284242,0.280348,0.27,0.289816,59.4952,206,0.280414,0.280348,0.290958,0.289816,55.9753,206,0.270385,0.280348,0.264746,0.289816,56.319,206,0.259622,0.280348,0.259244,0.289816,53.9512,206,0.249641,0.280348,0.264864,0.289816,49.4967,206,0.124912,0.280348,0.135801,0.289816,20.9367,206,0.124912,0.280348,0.135801,0.289816,20.9367
outdoor_gravel_Tile_0,Tile_0,126,223,179.451,0.281804,0.305174,56.381,255,50.7407,4.83052,223,0.305792,0.281804,0.296302,0.305174,66.3367,223,0.280117,0.281804,0.303571,0.305174,57.6398,223,0.280104,0.281804,0.291188,0.305174,59.9244,223,0.271032,0.281804,0.289449,0.305174,57.9527,223,0.256342,0.281804,0.284795,0.305174,52.3981,223,0.131825,0.281804,0.142933,0.305174,22.2038,223,0.131825,0.281804,0.142933,0.305174,22.2038
outdoor_gravel_Tile_0,Tile_0,127,225,183.196,0.267917,0.275433,90.164,255,49.252,4.94168,225,0.291255,0.267917,0.271355,0.275433,64.4896,225,0.26634,0.267917,0.274253,0.275433,55.9441,225,0.264759,0.267917,0.257938,0.275433,57.6702,225,0.257117,0.267917,0.255315,0.275433,56.0916,225,0.239867,0.267917,0.250118,0.275433,50.0252,225,0.118576,0.267917,0.119629,0.275433,20.3189,225,0.118576,0.267917,0.119629,0.275433,20.3189
outdoor_gravel_Tile_0,Tile_0,128,220,188.229,0.247277,0.25942,86.751,255,46.7685,4.93155,220,0.266753,0.247277,0.251154,0.25942,60.7253,220,0.24511,0.247277,0.257875,0.25942,52.976,220,0.243409,0.247277,0.241808,0.25942,54.6429,220,0.231032,0.247277,0.230782,0.25942,51.9044,220,0.219538,0.247277,0.233424,0.25942,47.1349,220,0.120704,0.247277,0.119938,0.25942,21.3415,220,0.120704,0.247277,0.119938,0.25942,21.3415
outdoor_gravel_Tile_0,Tile_0,129,213,182.912,0.238728,0.245927,61.189,255,43.9645,4.5986,213,0.246874,0.238728,0.23053,0.245927,54.7095,213,0.240241,0.238728,0.248211,0.245927,50.6173,213,0.23863,0.238728,0.235353,0.245927,52.6522,213,0.23284,0.238728,0.231111,0.245927,51.1455,213,0.21591,0.238728,0.228666,0.245927,45.3158,213,0.10918,0.238728,0.114984,0.245927,19.7373,213,0.10918,0.238728,0.114984,0.245927,19.7373
outdoor_gravel_Tile_0,Tile_0,130,223,181.468,0.27224,0.285235,73.669,255,49.6274,4.96583,223,0.297167,0.27224,0.282954,0.285235,65.4032,223,0.270289,0.27224,0.28379,0.285235,56.306,223,0.269557,0.27224,0.271782,0.285235,58.3664,223,0.260024,0.27224,0.269957,0.285235,56.4423,223,0.244057,0.27224,0.261031,0.285235,50.5176,223,0.125794,0.27224,0.13242,0.285235,21.4849,223,0.125794,0.27224,0.13242,0.285235,21.4849
outdoor_gravel_Tile_0,Tile_0,131,221,187.1,0.261163,0.293295,44.886,255,49.1877,5.00473,221,0.279637,0.261163,0.276601,0.293295,63.2331,221,0.259787,0.261163,0.292123,0.293295,55.9224,221,0.256024,0.261163,0.27416,0.293295,57.202,221,0.244709,0.261163,0.269628,0.293295,54.8565,221,0.231562,0.261163,0.269274,0.293295,49.5769,221,0.118689,0.261163,0.138184,0.293295,20.9838,221,0.118689,0.261163,0.138184,0.293295,20.9838
outdoor_gravel_Tile_0,Tile_0,132,212,186.225,0.240215,0.249503,81.181,255,45.3423,4.80407,212,0.246108,0.240215,0.230621,0.249503,55.3656,212,0.239564,0.240215,0.249136,0.249503,51.7263,212,0.234429,0.240215,0.230262,0.249503,52.4745,212,0.22422,0.240215,0.224435,0.249503,50.2791,212,0.214493,0.240215,0.228092,0.249503,46.2292,212,0.1051,0.240215,0.10847,0.249503,19.3803,212,0.1051,0.240215,0.10847,0.249503,19.3803
outdoor_gravel_Tile_0,Tile_0,133,210,176.704,0.263461,0.27361,64.196,255,46.7099,4.65604,210,0.270627,0.263461,0.260165,0.27361,57.7308,210,0.26362,0.263461,0.273969,0.27361,53.475,210,0.260079,0.263461,0.26288,0.27361,55.2243,210,0.249131,0.263461,0.258011,0.27361,52.7797,210,0.238315,0.263461,0.255847,0.27361,48.0926,210,0.126951,0.263461,0.138188,0.27361,21.4263,210,0.126951,0.263461,0.138188,0.27361,21.4263
outdoor_gravel_Tile_0,Tile_0,134,231,188.928,0.238052,0.247626,91.712,255,45.3113,4.93019,231,0.262423,0.238052,0.24695,0.247626,60.1634,231,0.236926,0.238052,0.247339,0.247626,51.5454,231,0.236155,0.238052,0.233757,0.247626,53.3378,231,0.224435,0.238052,0.226159,0.247626,50.7866,231,0.210442,0.238052,0.22243,0.247626,45.5876,231,0.119465,0.238052,0.11642,0.247626,21.6356,231,0.119465,0.238052,0.11642,0.247626,21.6356
outdoor_gravel_Tile_0,Tile_0,135,228,181.78,0.267946,0.288219,68.658,255,49.0547,4.85557,228,0.28573,0.267946,0.280094,0.288219,62.8233,228,0.266127,0.267946,0.28656,0.288219,55.6777,228,0.263374,0.267946,0.274818,0.288219,57.2381,228,0.25497,0.267946,0.274433,0.288219,55.4574,228,0.241438,0.267946,0.265779,0.288219,50.2593,228,0.133169,0.267946,0.139588,0.288219,23.1544,228,0.133169,0.267946,0.139588,0.288219,23.1544
outdoor_gravel_Tile_0,Tile_0,136,212,190.476,0.20151,0.200128,119.065,255,38.8743,4.61007,212,0.217342,0.20151,0.195635,0.200128,50.4444,212,0.202437,0.20151,0.201483,0.200128,44.69,212,0.198747,0.20151,0.185801,0.200128,45.9422,212,0.196143,0.20151,0.186175,0.200128,45.0721,212,0.173037,0.20151,0.174586,0.200128,38.0933,212,0.12534,0.20151,0.116736,0.200128,23.515,212,0.12534,0.20151,0.116736,0.200128,23.515
outdoor_gravel_Tile_0,Tile_0,137,212,184.416,0.246518,0.261757,78.299,255,45.8319,4.66708,212,0.24772,0.246518,0.236189,0.261757,54.9538,212,0.24628,0.246518,0.261392,0.261757,52.3707,212,0.241424,0.246518,0.244542,0.261757,53.4191,212,0.231657,0.246518,0.239081,0.261757,51.1403,212,0.219965,0.246518,0.239976,0.261757,46.514,212,0.103556,0.246518,0.107417,0.261757,18.4302,212,0.103556,0.246518,0.107417,0.261757,18.4302
outdoor_gravel_Tile_0,Tile_0,138,220,184.712,0.241441,0.24604,92.521,255,45.0314,4.85595,220,0.260366,0.241441,0.241101,0.24604,57.9926,220,0.240272,0.241441,0.245504,0.24604,51.2258,220,0.237834,0.241441,0.228669,0.24604,52.5635,220,0.223974,0.241441,0.21974,0.24604,49.5566,220,0.211868,0.241441,0.221385,0.24604,44.9919,220,0.0967627,0.241441,0.0975262,0.24604,17.3202,220,0.0967627,0.241441,0.0975262,0.24604,17.3202
outdoor_gravel_Tile_0,Tile_0,139,211,179.39,0.267614,0.281621,73.901,255,48.3526,4.76066,211,0.279327,0.267614,0.267652,0.281621,60.3058,211,0.267417,0.267614,0.282671,0.281621,55.2652,211,0.261281,0.267614,0.260831,0.281621,56.1374,211,0.251274,0.267614,0.256477,0.281621,53.9423,211,0.24208,0.267614,0.263361,0.281621,49.7859,211,0.122981,0.267614,0.131106,0.281621,20.8996,211,0.122981,0.267614,0.131106,0.281621,20.8996
outdoor_gravel_Tile_0,Tile_0,140,217,185.802,0.229202,0.244584,57.435,255,42.8866,4.65581,217,0.237251,0.229202,0.235031,0.244584,53.3133,217,0.227749,0.229202,0.242583,0.244584,48.7208,217,0.224484,0.229202,0.232373,0.244584,50.1943,217,0.215299,0.229202,0.223681,0.244584,47.9525,217,0.204635,0.229202,0.224104,0.244584,43.5877,217,0.137397,0.229202,0.144337,0.244584,24.6856,217,0.137397,0.229202,0.144337,0.244584,24.6856
outdoor_gravel_Tile_0,Tile_0,141,222,184.475,0.248257,0.264645,76.327,255,46.0684,4.71542,222,0.251977,0.248257,0.246352,0.264645,55.807,222,0.24907,0.248257,0.266618,0.264645,52.8437,222,0.24344,0.248257,0.247089,0.264645,53.6042,222,0.238924,0.248257,0.247238,0.264645,52.5603,222,0.228463,0.248257,0.250665,0.264645,48.2362,222,0.129002,0.248257,0.13436,0.264645,22.7142,222,0.129002,0.248257,0.13436,0.264645,22.7142
outdoor_gravel_Tile_0,Tile_0,142,210,185.068,0.232857,0.237962,89.271,255,43.3884,4.76898,210,0.24575,0.232857,0.22788,0.237962,55.0129,210,0.233037,0.232857,0.239201,0.237962,49.6666,210,0.22763,0.232857,0.218767,0.237962,50.6438,210,0.216965,0.232857,0.207969,0.237962,48.205,210,0.205789,0.232857,0.215559,0.237962,43.6768,210,0.113205,0.232857,0.113003,0.237962,20.0926,210,0.113205,0.232857,0.113003,0.237962,20.0926
outdoor_gravel_Tile_0,Tile_0,143,215,183.339,0.253786,0.273405,56.239,255,46.8852,4.6306,215,0.254839,0.253786,0.247489,0.273405,56.3672,215,0.254677,0.253786,0.274103,0.273405,53.804,215,0.248787,0.253786,0.254248,0.273405,54.7573,215,0.239862,0.253786,0.249463,0.273405,52.6588,215,0.229374,0.253786,0.255789,0.273405,48.2908,215,0.128717,0.253786,0.137185,0.273405,22.9842,215,0.128717,0.253786,0.137185,0.273405,22.9842
outdoor_gravel_Tile_0,Tile_0,144,226,186.36,0.259831,0.297396,45.153,255,48.6822,5.00177,226,0.285697,0.259831,0.283954,0.297396,64.2191,226,0.258776,0.259831,0.296594,0.297396,55.4013,226,0.259113,0.259831,0.283097,0.297396,57.5236,226,0.247962,0.259831,0.280245,0.297396,55.2181,226,0.235215,0.259831,0.277055,0.297396,50.0477,226,0.122881,0.259831,0.141747,0.297396,21.4879,226,0.122881,0.259831,0.141747,0.297396,21.4879
outdoor_gravel_Tile_0,Tile_0,145,232,184.892,0.245508,0.247366,81.31,255,45.8325,4.9381,232,0.272462,0.245508,0.249441,0.247366,61.0487,232,0.244024,0.245508,0.246156,0.247366,52.0251,232,0.245686,0.245508,0.237063,0.247366,54.2579,232,0.235074,0.245508,0.231787,0.247366,52.0437,232,0.217232,0.245508,0.221654,0.247366,46.0966,232,0.105171,0.245508,0.108414,0.247366,18.792,232,0.105171,0.245508,0.108414,0.247366,18.792
outdoor_gravel_Tile_0,Tile_0,146,223,184.542,0.243521,0.252039,98.798,255,45.1865,4.69518,223,0.246552,0.243521,0.237431,0.252039,54.9212,223,0.243209,0.243521,0.251683,0.252039,51.5654,223,0.236383,0.243521,0.232339,0.252039,52.2413,223,0.220023,0.243521,0.214869,0.252039,48.3748,223,0.216242,0.243521,0.225783,0.252039,45.6456,223,0.161383,0.243521,0.154601,0.252039,28.6559,223,0.161383,0.243521,0.154601,0.252039,28.6559
outdoor_gravel_Tile_0,Tile_0,147,240,193.33,0.219706,0.232786,83.961,255,42.9186,4.90261,240,0.238039,0.219706,0.226517,0.232786,55.6277,240,0.218579,0.219706,0.232129,0.232786,48.7548,240,0.2159,0.219706,0.218012,0.232786,49.8035,240,0.211474,0.219706,0.217977,0.232786,48.8386,240,0.194413,0.219706,0.20827,0.232786,43.1987,240,0.120226,0.219706,0.120635,0.232786,22.3483,240,0.120226,0.219706,0.120635,0.232786,22.3483
outdoor_gravel_Tile_0,Tile_0,148,225,186.388,0.227733,0.243213,61.407,255,42.8151,4.74393,225,0.236063,0.227733,0.236317,0.243213,52.9778,225,0.227156,0.227733,0.241944,0.243213,48.776,225,0.221357,0.227733,0.226027,0.243213,49.427,225,0.214593,0.227733,0.221916,0.243213,47.6526,225,0.204263,0.227733,0.223638,0.243213,43.6797,225,0.128568,0.227733,0.138025,0.243213,23.101,225,0.128568,0.227733,0.138025,0.243213,23.101
outdoor_gravel_Tile_0,Tile_0,149,233,190.905,0.237782,0.26381,45.033,255,45.8501,5.00891,233,0.265182,0.237782,0.263211,0.26381,60.6601,233,0.235996,0.237782,0.262113,0.26381,51.9397,233,0.235267,0.237782,0.24966,0.26381,53.3331,233,0.224188,0.237782,0.243551,0.26381,50.9952,233,0.213796,0.237782,0.241767,0.26381,46.7247,233,0.113759,0.237782,0.125633,0.26381,20.3875,233,0.113759,0.237782,0.125633,0.26381,20.3875
outdoor_gravel_Tile_0,Tile_0,150,214,182.485,0.240681,0.249295,79.691,255,44.1249,4.93236,214,0.250415,0.240681,0.239907,0.249295,54.6008,214,0.240293,0.240681,0.24788,0.249295,50.3443,214,0.233479,0.240681,0.230495,0.249295,50.9979,214,0.224169,0.240681,0.22126,0.249295,48.7371,214,0.21008,0.240681,0.219599,0.249295,43.8475,214,0.134742,0.240681,0.139277,0.249295,23.3823,214,0.134742,0.240681,0.139277,0.249295,23.3823
outdoor_gravel_Tile_0,Tile_0,151,232,181.024,0.275701,0.286833,77.208,255,50.466,4.97095,232,0.304404,0.275701,0.28594,0.286833,66.378,232,0.274871,0.275701,0.286736,0.286833,57.4304,232,0.276369,0.275701,0.276016,0.286833,59.5551,232,0.26569,0.275701,0.274582,0.286833,57.3752,232,0.249584,0.275701,0.264225,0.286833,51.7947,232,0.11717,0.275701,0.1249,0.286833,20.1203,232,0.11717,0.275701,0.1249,0.286833,20.1203
outdoor_gravel_Tile_0,Tile_0,152,222,180.855,0.271885,0.315354,41.082,255,49.4565,4.86202,222,0.281595,0.271885,0.301582,0.315354,60.6963,222,0.273191,0.271885,0.316153,0.315354,56.7985,222,0.271748,0.271885,0.306795,0.315354,58.7076,222,0.263196,0.271885,0.304882,0.315354,56.6523,222,0.249903,0.271885,0.29823,0.315354,51.7446,222,0.163854,0.271885,0.192862,0.315354,28.1714,222,0.163854,0.271885,0.192862,0.315354,28.1714
outdoor_gravel_Tile_0,Tile_0,153,220,184.61,0.242407,0.260775,59.772,255,45.2333,4.87486,220,0.245219,0.242407,0.245312,0.260775,54.1885,220,0.243531,0.242407,0.262052,0.260775,51.9414,220,0.240392,0.242407,0.251417,0.260775,53.3078,220,0.230431,0.242407,0.246339,0.260775,50.8282,220,0.219942,0.242407,0.245645,0.260775,46.8042,220,0.13854,0.242407,0.149298,0.260775,24.7132,220,0.13854,0.242407,0.149298,0.260775,24.7132
outdoor_gravel_Tile_0,Tile_0,154,218,177.285,0.262885,0.265156,81.082,255,46.8704,4.80865,218,0.270257,0.262885,0.248115,0.265156,57.671,218,0.262001,0.262885,0.264893,0.265156,53.4091,218,0.255333,0.262885,0.2454,0.265156,54.1777,218,0.244559,0.262885,0.239975,0.265156,51.8562,218,0.235094,0.262885,0.243106,0.265156,47.74,218,0.100663,0.262885,0.104547,0.265156,17.3466,218,0.100663,0.262885,0.104547,0.265156,17.3466
outdoor_gravel_Tile_0,Tile_0,155,227,178.678,0.254519,0.265958,50.843,255,45.7031,4.79823,227,0.264111,0.254519,0.250805,0.265958,56.7881,227,0.253985,0.254519,0.266032,0.265958,52.1465,227,0.248209,0.254519,0.247242,0.265958,52.9535,227,0.237685,0.254519,0.239839,0.265958,50.6559,227,0.227859,0.254519,0.247056,0.265958,46.6314,227,0.11678,0.254519,0.129651,0.265958,20.21,227,0.11678,0.254519,0.129651,0.265958,20.21
outdoor_gravel_Tile_0,Tile_0,156,219,184.989,0.24997,0.273422,41.741,255,46.9546,4.80522,219,0.256204,0.24997,0.254738,0.273422,57.1337,219,0.24957,0.24997,0.273928,0.273422,53.6029,219,0.243116,0.24997,0.253944,0.273422,54.0665,219,0.230678,0.24997,0.245048,0.273422,51.3556,219,0.225286,0.24997,0.254557,0.273422,48.288,219,0.13547,0.24997,0.148643,0.273422,24.5763,219,0.13547,0.24997,0.148643,0.273422,24.5763
outdoor_gravel_Tile_0,Tile_0,157,227,173.754,0.267975,0.276329,60.089,255,46.98,4.66909,227,0.273487,0.267975,0.263204,0.276329,56.9541,227,0.267726,0.267975,0.275424,0.276329,53.6126,227,0.266235,0.267975,0.266803,0.276329,55.4592,227,0.252834,0.267975,0.254724,0.276329,52.2963,227,0.241731,0.267975,0.255062,0.276329,48.2371,227,0.137528,0.267975,0.146115,0.276329,23.2772,227,0.137528,0.267975,0.146115,0.276329,23.2772
outdoor_gravel_Tile_0,Tile_0,158,228,178.401,0.229884,0.223438,103.655,255,41.4922,4.72458,228,0.237929,0.229884,0.218037,0.223438,51.1015,228,0.230002,0.229884,0.223244,0.223438,47.4284,228,0.223356,0.229884,0.206929,0.223438,47.9112,228,0.212936,0.229884,0.198421,0.223438,45.4162,228,0.199109,0.229884,0.19611,0.223438,40.9976,228,0.11502,0.229884,0.117026,0.223438,20.0847,228,0.11502,0.229884,0.117026,0.223438,20.0847
outdoor_gravel_Tile_0,Tile_0,159,204,173.345,0.265873,0.266476,78.131,255,46.372,4.46947,204,0.260916,0.265873,0.244709,0.266476,54.8795,204,0.267446,0.265873,0.268761,0.266476,53.4129,204,0.262116,0.265873,0.254934,0.266476,55.1709,204,0.253386,0.265873,0.252665,0.266476,52.8986,204,0.240797,0.265873,0.249356,0.266476,47.883,204,0.107657,0.265873,0.113084,0.266476,18.5623,204,0.107657,0.265873,0.113084,0.266476,18.5623
outdoor_gravel_Tile_0,Tile_0,160,194,173.335,0.259404,0.258632,74.082,255,45.195,4.32787,194,0.236271,0.259404,0.219987,0.258632,48.8867,194,0.261023,0.259404,0.260015,0.258632,52.0386,194,0.24851,0.259404,0.237403,0.258632,51.7861,194,0.234913,0.259404,0.22764,0.258632,48.4936,194,0.235367,0.259404,0.241687,0.258632,46.7266,194,0.125514,0.259404,0.132294,0.258632,21.5632,194,0.125514,0.259404,0.132294,0.258632,21.5632
outdoor_gravel_Tile_0,Tile_0,161,197,178.781,0.260439,0.268212,89.673,255,46.7416,4.75799,197,0.262944,0.260439,0.243552,0.268212,57.2131,197,0.260421,0.260439,0.268896,0.268212,53.5238,197,0.252223,0.260439,0.244577,0.268212,54.4979,197,0.247359,0.260439,0.243782,0.268212,53.1831,197,0.234371,0.260439,0.246769,0.268212,47.785,197,0.113454,0.260439,0.119252,0.268212,19.7591,197,0.113454,0.260439,0.119252,0.268212,19.7591
outdoor_gravel_Tile_0,Tile_0,162,198,176.745,0.260838,0.265629,59.968,255,46.4193,4.69597,198,0.262761,0.260838,0.244758,0.265629,56.8808,198,0.26151,0.260838,0.26665,0.265629,53.3205,198,0.254838,0.260838,0.250534,0.265629,54.8262,198,0.244727,0.260838,0.244924,0.265629,52.2534,198,0.234383,0.260838,0.247413,0.265629,47.4318,198,0.105271,0.260838,0.111319,0.265629,18.8304,198,0.105271,0.260838,0.111319,0.265629,18.8304
outdoor_gravel_Tile_0,Tile_0,163,178,175.87,0.25479,0.254896,66,255,44.7468,4.60904,178,0.229284,0.25479,0.222132,0.254896,48.5278,178,0.255482,0.25479,0.255447,0.254896,51.4332,178,0.242634,0.25479,0.23564,0.254896,51.4727,178,0.230821,0.25479,0.225863,0.254896,48.351,178,0.227879,0.25479,0.23582,0.254896,45.5356,178,0.108854,0.25479,0.111975,0.254896,19.1071,178,0.108854,0.25479,0.111975,0.254896,19.1071
outdoor_gravel_Tile_0,Tile_0,164,203,180.68,0.242791,0.246079,67.843,255,44.1181,4.68257,203,0.237359,0.242791,0.219078,0.246079,52.3474,203,0.24338,0.242791,0.2468,0.246079,50.6502,203,0.234421,0.242791,0.22683,0.246079,51.4243,203,0.224717,0.242791,0.220782,0.246079,48.969,203,0.21623,0.242791,0.227542,0.246079,44.8061,203,0.109242,0.242791,0.109187,0.246079,19.8739,203,0.109242,0.242791,0.109187,0.246079,19.8739
