region,tile,region_status,x,y,z,n_images_fisheye,n_images_face,n_views_loose_ok,n_effective_views,n_effective_views_le5m,n_strict_occluded,n_strict_supported,n_strict_behind,strict_frac_occluded,strict_support_frac,n_cameras,n_rig_frames,time_span_s,angle_span_deg,range_min_m,range_median_m,footprint_px_per_m_fisheye,footprint_px_per_m_face,n_occluded,n_depth_supported,n_lidar_behind,n_no_lidar,frac_occluded,depth_support_frac,rgb_valid_frac,sharpness_lapvar_median,sharpness_lapvar_best,sharpness_best_image,luma_mean_median,luma_min,luma_max,luma_cv_across_views,sharpness_lapvar_min
indoor_door_leaf_Tile_1,Tile_1,provisional,7.431,-2.568,2.858,582,425,195,120,56,298,123,0,0.707838,0.289412,2,119,195.012,161.451,1.39583,5.44642,157.588,282.512,223,198,0,4,0.529691,0.465882,0.981176,721.818,1678.67,img_dfbaef61d9e8160adafd7543,85.3975,32.9824,196.197,0.516344,33.6578
indoor_door_leaf_Tile_1,Tile_1,provisional,7.443,-2.567,2.857,581,425,194,119,55,299,122,0,0.710214,0.287059,2,118,195.012,161.441,1.38377,5.55128,149.332,281.177,224,197,0,4,0.532067,0.463529,0.978824,749.855,1678.67,img_dfbaef61d9e8160adafd7543,85.4548,32.7896,199.023,0.521271,179.913
indoor_door_leaf_Tile_1,Tile_1,provisional,7.449,-2.561,2.857,582,425,199,124,58,295,126,0,0.700713,0.296471,2,122,195.512,161.416,1.38971,5.44567,157.634,283.154,220,201,0,4,0.522565,0.472941,0.981176,765.59,1681.19,img_dfbaef61d9e8160adafd7543,86.3621,32.6428,201.448,0.515081,181.871
indoor_door_leaf_Tile_1,Tile_1,provisional,6.996,-2.519,2.857,581,423,193,59,17,355,59,4,0.857488,0.13948,2,59,193.012,160.826,0.977866,6.33552,135.363,233.353,224,193,1,5,0.53717,0.456265,0.981087,280.236,945.909,img_4e61dfa73359cbec43694b5d,63.2288,31.447,171.628,0.530373,14.2296
indoor_door_leaf_Tile_1,Tile_1,provisional,7.582,-2.587,2.861,580,429,202,127,61,295,129,0,0.695755,0.300699,2,124,193.012,161.018,1.40334,5.25175,170.783,291.278,219,205,0,5,0.516509,0.477855,0.979021,805.308,1731.7,img_dfbaef61d9e8160adafd7543,86.8323,31.6304,191.458,0.511609,113.847
indoor_door_leaf_Tile_1,Tile_1,provisional,7.587,-2.582,2.861,580,428,204,128,62,295,128,0,0.6974,0.299065,2,125,193.012,160.998,1.40864,5.21534,170.822,292.102,218,205,0,5,0.515366,0.478972,0.981308,801.798,1731.7,img_dfbaef61d9e8160adafd7543,87.6525,31.6213,192.328,0.512315,112.349
indoor_door_leaf_Tile_1,Tile_1,provisional,7.352,-2.572,2.861,580,424,197,87,39,333,88,0,0.790974,0.207547,2,86,201.012,161.524,1.61673,5.69412,144.636,259.543,222,199,0,3,0.527316,0.46934,0.983491,526.961,1576.2,img_738d35da53c08f4a598d2f51,91.8586,33.5925,196.582,0.507841,54.8392
indoor_door_leaf_Tile_1,Tile_1,provisional,6.79,-2.496,2.863,586,420,174,93,15,321,94,0,0.773494,0.22381,2,85,202.512,162.416,1.18939,6.89467,126.925,198.105,239,176,0,5,0.575904,0.419048,0.980952,203.443,2215.4,img_b6ba74c87f4094b04dbb2f59,58.9016,19.0972,181.208,0.564901,16.1594
indoor_door_leaf_Tile_1,Tile_1,provisional,6.62,-2.485,2.862,586,420,169,89,19,327,89,0,0.786058,0.211905,2,82,202.012,162.104,1.28534,6.60434,129.51,205.138,247,169,0,4,0.59375,0.402381,0.978571,213.846,1944.44,img_b6ba74c87f4094b04dbb2f59,63.4717,18.041,178.434,0.538384,23.7932
indoor_door_leaf_Tile_1,Tile_1,provisional,7.46,-2.36,2.864,586,415,217,185,40,222,187,0,0.542787,0.450602,2,175,214.013,160.811,1.48745,6.96413,132.004,212.353,190,219,0,6,0.464548,0.527711,0.975904,793.471,1760.17,img_4a58d805e5b8e03110fdfac7,64.2295,31.6758,216.213,0.600089,161.534
indoor_door_leaf_Tile_1,Tile_1,provisional,7.429,-2.576,2.867,582,425,192,112,50,306,115,0,0.726841,0.270588,2,111,194.012,161.353,1.39421,5.61256,147.907,264.695,226,195,0,4,0.536817,0.458824,0.981176,678.851,1665.39,img_dfbaef61d9e8160adafd7543,82.6917,33.0454,189.484,0.517657,176.287
indoor_door_leaf_Tile_1,Tile_1,provisional,6.752,-2.496,2.869,585,418,170,92,17,319,96,1,0.768675,0.229665,2,85,202.512,162.402,1.17762,6.79491,127.168,202.17,241,175,0,2,0.579327,0.41866,0.980861,193.905,2142.3,img_b6ba74c87f4094b04dbb2f59,57.1952,18.302,166.457,0.544571,16.4646
indoor_door_leaf_Tile_1,Tile_1,provisional,7.387,-2.576,2.872,580,426,194,110,47,309,110,0,0.73747,0.258216,2,109,195.012,161.347,1.52235,5.64347,147.102,262.074,225,194,0,7,0.536993,0.455399,0.981221,560.141,1606.18,img_654224d56a5a5fc52b21d876,81.2671,33.9238,184.912,0.531368,77.6705
indoor_door_leaf_Tile_1,Tile_1,provisional,6.957,-2.511,2.873,583,423,185,68,21,353,68,0,0.83848,0.160757,2,68,194.512,161.213,1.01839,6.19604,136.22,230.746,234,187,0,2,0.555819,0.44208,0.98818,211.375,1386.74,img_654224d56a5a5fc52b21d876,65.8669,25.7368,172.193,0.539229,21.7175
indoor_door_leaf_Tile_1,Tile_1,provisional,6.778,-2.501,2.872,586,419,171,93,14,321,94,0,0.773494,0.224344,2,85,202.012,162.334,1.15711,6.89667,125.985,197.511,242,173,0,4,0.583133,0.412888,0.980907,199.867,2161.58,img_b6ba74c87f4094b04dbb2f59,56.4148,18.4392,163.739,0.528847,16.2482
indoor_door_leaf_Tile_1,Tile_1,provisional,6.831,-2.498,2.871,584,422,184,98,20,316,98,0,0.763285,0.232227,2,89,202.512,162.242,1.1158,6.78372,127.315,202.598,230,184,0,8,0.555556,0.436019,0.978673,228.255,2195.6,img_b6ba74c87f4094b04dbb2f59,60.2455,20.2947,178.762,0.558833,17.7097
indoor_door_leaf_Tile_1,Tile_1,provisional,7.418,-2.362,2.873,587,414,217,149,25,259,150,0,0.633252,0.362319,2,140,214.513,160.781,1.46475,7.03242,128.255,205.732,191,218,0,5,0.466993,0.52657,0.980676,584.313,1756.02,img_4a58d805e5b8e03110fdfac7,61.7585,30.6091,170.216,0.381596,155.003
indoor_door_leaf_Tile_1,Tile_1,provisional,6.687,-2.323,2.871,589,419,186,169,26,243,170,0,0.588378,0.405728,2,153,221.013,162.12,1.36248,6.93352,132.24,200.758,226,187,0,6,0.547215,0.446301,0.97852,356.754,2090.77,img_b6ba74c87f4094b04dbb2f59,60.5959,18.749,169.002,0.351455,19.2776
indoor_door_leaf_Tile_1,Tile_1,provisional,7.532,-2.598,2.879,582,426,201,117,55,305,117,0,0.722749,0.274648,2,115,193.012,160.868,1.39175,5.31241,169.922,276.832,221,201,0,4,0.523697,0.471831,0.985915,665.602,1702.07,img_dfbaef61d9e8160adafd7543,86.3005,32.0469,183.093,0.490577,158.826
indoor_door_leaf_Tile_1,Tile_1,provisional,7.514,-2.593,2.876,581,426,204,119,56,300,120,0,0.714286,0.28169,2,117,193.512,161.098,1.38946,5.31711,169.628,277.674,215,205,0,6,0.511905,0.481221,0.981221,697.338,1704.07,img_dfbaef61d9e8160adafd7543,82.9138,32.1755,187.159,0.488905,152.543
indoor_door_leaf_Tile_1,Tile_1,provisional,7.484,-2.377,2.876,585,415,221,190,44,219,191,0,0.534146,0.460241,2,180,214.013,160.637,1.49749,6.95142,135.494,223.459,188,222,0,5,0.458537,0.53494,0.978313,787.196,1788.09,img_4a58d805e5b8e03110fdfac7,64.9572,31.3289,209.615,0.587024,166.402
indoor_door_leaf_Tile_1,Tile_1,provisional,7.032,-2.351,2.876,590,419,209,131,27,285,131,0,0.685096,0.312649,2,123,157.01,147.408,1.02956,7.06281,133.165,226.864,207,209,0,3,0.497596,0.498807,0.983294,380.513,1667.54,img_3b6ed57064a70ad37a048c7b,61.3372,29.113,161.812,0.348592,6.26
indoor_door_leaf_Tile_1,Tile_1,provisional,7.189,-2.354,2.879,587,412,217,131,24,276,132,0,0.676471,0.320388,2,124,155.01,149.703,1.41671,7.17977,132.145,219.567,190,218,0,4,0.465686,0.529126,0.98301,422.408,1781.35,img_d92232056a803e065181c4fc,62.0273,29.4209,150.045,0.323556,75.0261
indoor_door_leaf_Tile_1,Tile_1,provisional,6.657,-2.319,2.88,589,419,180,164,23,245,166,0,0.596107,0.396181,2,149,221.013,161.813,1.49254,6.93842,131.134,199.707,229,182,0,8,0.557178,0.434368,0.973747,346.502,2054.89,img_b6ba74c87f4094b04dbb2f59,60.361,18.3921,168.87,0.344076,21.2915
indoor_door_leaf_Tile_1,Tile_1,provisional,7.311,-2.56,2.881,581,423,212,77,21,344,77,0,0.817102,0.182033,2,70,202.012,161.258,1.4235,6.50566,132.739,223.254,209,212,0,2,0.496437,0.501182,0.992908,537.056,1435.8,img_08be8925fb80bbea018fd25a,76.1675,34.9675,184.4,0.481558,49.3964
indoor_door_leaf_Tile_1,Tile_1,provisional,7.522,-2.377,2.881,584,415,218,176,29,232,177,0,0.567237,0.426506,2,166,213.513,160.326,1.49214,6.94341,129.255,207.862,188,221,0,6,0.459658,0.53253,0.973494,700.531,1790.97,img_4a58d805e5b8e03110fdfac7,62.5092,31.6758,206.509,0.531878,172.707
indoor_door_leaf_Tile_1,Tile_1,provisional,7.047,-2.353,2.88,589,420,207,129,25,286,129,0,0.689157,0.307143,2,121,156.01,147.359,1.2314,7.07791,132.868,225.485,207,208,0,5,0.498795,0.495238,0.97381,382.058,1667.54,img_3b6ed57064a70ad37a048c7b,61.2354,29.113,161.378,0.336874,18.5502
indoor_door_leaf_Tile_1,Tile_1,provisional,6.82,-2.332,2.884,590,421,198,167,24,247,167,0,0.596618,0.396675,2,149,221.013,161.749,1.49643,7.03412,133.005,199.616,216,198,0,7,0.521739,0.470309,0.980998,363.304,2213.99,img_b6ba74c87f4094b04dbb2f59,60.1895,20.8159,131.654,0.323475,16.7087
indoor_door_leaf_Tile_1,Tile_1,provisional,7.312,-2.565,2.89,581,423,212,77,22,343,77,0,0.816667,0.182033,2,70,201.512,161.146,1.40456,6.46581,134.169,231.559,208,212,0,3,0.495238,0.501182,0.992908,541.151,1435.49,img_08be8925fb80bbea018fd25a,76.3037,34.8413,176.193,0.474013,49.5434
indoor_door_leaf_Tile_1,Tile_1,provisional,7.329,-2.568,2.886,580,423,205,77,26,344,77,0,0.817102,0.182033,2,76,201.512,161.197,1.51932,6.11807,137.34,246.793,215,206,0,2,0.510689,0.486998,0.990544,489.829,1464.79,img_738d35da53c08f4a598d2f51,83.4668,34.0693,181.843,0.481668,52.9945
indoor_door_leaf_Tile_1,Tile_1,provisional,7.173,-2.355,2.887,586,411,212,129,23,275,131,1,0.67734,0.318735,2,122,154.51,149.605,1.56501,7.18687,131.641,218.786,193,213,1,4,0.475369,0.518248,0.982968,424.272,1769.17,img_d92232056a803e065181c4fc,61.825,29.418,150.44,0.324069,60.2908
indoor_door_leaf_Tile_1,Tile_1,provisional,6.957,-2.512,2.89,583,423,182,66,18,354,66,1,0.842857,0.156028,2,66,194.512,160.99,1.02866,6.37124,135.04,228.973,237,184,0,2,0.562945,0.434988,0.98818,180.473,1390.79,img_654224d56a5a5fc52b21d876,63.1111,23.4148,169.634,0.551116,21.2224
indoor_door_leaf_Tile_1,Tile_1,provisional,6.759,-2.493,2.892,585,418,173,93,15,320,94,1,0.772947,0.22488,2,85,202.512,162.099,1.18525,6.8868,126.83,198.967,240,175,0,3,0.578313,0.41866,0.985646,179.168,2094.64,img_b6ba74c87f4094b04dbb2f59,57.2202,18.1565,181.634,0.546514,15.853
indoor_door_leaf_Tile_1,Tile_1,provisional,6.613,-2.488,2.896,586,418,167,85,16,330,85,0,0.795181,0.203349,2,78,202.012,161.382,1.30705,6.69077,127.542,203.29,248,167,0,3,0.59759,0.399522,0.985646,190.701,1896.68,img_b6ba74c87f4094b04dbb2f59,58.5862,17.9207,171.675,0.504068,25.3629
indoor_door_leaf_Tile_1,Tile_1,provisional,7.534,-2.606,2.904,581,426,205,118,60,303,118,0,0.719715,0.276995,2,116,192.512,160.547,1.4009,4.9104,180.523,323.832,216,205,0,5,0.513064,0.481221,0.983568,583.982,1706.53,img_dfbaef61d9e8160adafd7543,89.8434,32.1201,171.49,0.451955,108.962
indoor_door_leaf_Tile_1,Tile_1,provisional,7.475,-2.591,2.903,582,426,205,119,58,299,119,0,0.715311,0.279343,2,117,193.512,160.824,1.39819,5.18613,171.243,297.622,213,205,0,8,0.509569,0.481221,0.978873,622.316,1699.18,img_dfbaef61d9e8160adafd7543,91.2654,31.7527,170.98,0.450818,115.493
indoor_door_leaf_Tile_1,Tile_1,provisional,7.27,-2.372,2.902,585,413,231,127,21,276,129,2,0.681481,0.312349,2,120,154.009,149.339,1.58954,7.14245,132.162,218.771,173,232,2,6,0.42716,0.561743,0.975787,443.138,1720.9,img_4a58d805e5b8e03110fdfac7,61.1621,29.3362,148.075,0.326868,119.928
indoor_door_leaf_Tile_1,Tile_1,provisional,6.838,-2.332,2.909,590,419,197,164,26,251,165,0,0.603365,0.393795,2,149,221.013,161.397,1.27696,6.95119,133.076,203.811,218,198,0,3,0.524038,0.472554,0.97852,344.08,2131.29,img_b6ba74c87f4094b04dbb2f59,61.257,21.0085,166.053,0.34264,12.1398
indoor_door_leaf_Tile_1,Tile_1,provisional,7.021,-2.523,2.912,578,420,182,48,9,368,48,1,0.884615,0.114286,1,48,185.011,157.117,0.994902,6.43873,134.236,234.09,234,182,1,3,0.5625,0.433333,0.983333,159.873,891.27,img_28d49635350a139c44d259ec,64.0853,32.2024,168.63,0.526114,13.0981
indoor_door_leaf_Tile_1,Tile_1,provisional,7.473,-1.625,2.912,585,423,174,141,36,270,142,0,0.65534,0.335697,2,132,189.012,159.527,2.5172,6.69663,144.798,242.862,237,175,0,11,0.575243,0.413712,0.969267,196.584,1784.02,img_3b6ed57064a70ad37a048c7b,58.3599,31.3447,248.468,0.738845,14.5586
indoor_door_leaf_Tile_1,Tile_1,provisional,7.523,-2.597,2.917,581,426,204,118,59,301,119,0,0.716667,0.279343,2,116,193.512,160.547,1.41283,5.01601,175.086,323.649,215,205,0,6,0.511905,0.481221,0.981221,565.162,1694.2,img_dfbaef61d9e8160adafd7543,94.4697,30.6567,167.618,0.445974,92.1124
indoor_door_leaf_Tile_1,Tile_1,provisional,7.122,-2.531,2.924,582,422,186,45,13,373,45,0,0.892344,0.106635,2,44,174.011,155.457,0.935451,6.06127,138.846,250.141,230,188,0,4,0.550239,0.445498,0.973934,269.932,829.874,img_1a265d9e130f6059a7c5e9a6,84.6155,33.5222,172.645,0.447211,22.7687
indoor_door_leaf_Tile_1,Tile_1,provisional,6.702,-2.491,2.923,584,418,168,84,11,324,85,3,0.792176,0.203349,2,77,202.512,161.559,1.24794,6.84144,126.881,198.929,243,166,3,6,0.594132,0.397129,0.980861,176.047,1938.6,img_b6ba74c87f4094b04dbb2f59,54.241,18.0522,162.944,0.517753,18.2817
indoor_door_leaf_Tile_1,Tile_1,provisional,7.008,-1.642,2.922,595,420,154,122,21,287,125,0,0.696602,0.297619,2,114,143.009,159.37,4.02992,6.84142,138.242,233.519,255,157,0,8,0.618932,0.37381,0.971429,191.555,1218.32,img_f7ab5b5375d058e24fa94d7a,57.0903,30.573,110.907,0.301611,5.87157
indoor_door_leaf_Tile_1,Tile_1,provisional,6.553,-1.603,2.921,593,412,157,120,25,284,120,0,0.70297,0.291262,2,114,143.009,159.265,3.60903,6.43105,145.435,222.012,245,159,0,8,0.606436,0.385922,0.970874,170.995,829.159,img_f7ab5b5375d058e24fa94d7a,59.6954,29.667,111.239,0.301953,5.27291
indoor_door_leaf_Tile_1,Tile_1,provisional,7.489,-2.594,2.927,581,424,206,117,57,302,117,0,0.720764,0.275943,2,115,193.512,160.485,1.41337,5.18944,171.309,319.955,213,206,0,5,0.508353,0.485849,0.985849,542.025,1677.26,img_dfbaef61d9e8160adafd7543,99.283,28.9912,163.707,0.433892,82.3952
indoor_door_leaf_Tile_1,Tile_1,provisional,6.635,-2.485,2.926,587,418,165,84,13,326,86,0,0.791262,0.205742,2,77,202.012,161.299,1.30505,6.81429,127.293,200.746,245,167,0,6,0.59466,0.399522,0.978469,186.215,1834.45,img_b6ba74c87f4094b04dbb2f59,56.7078,17.7629,160.57,0.511996,24.1128
indoor_door_leaf_Tile_1,Tile_1,provisional,6.496,-2.471,2.929,590,419,163,75,23,342,75,0,0.820144,0.178998,2,74,174.011,160.629,1.42522,5.93947,142.109,222.913,254,163,0,2,0.609113,0.389021,0.990453,242.939,617.793,img_d21fa2720d52a4374c4fd316,58.7961,16.3818,159.11,0.548857,17.7885
indoor_door_leaf_Tile_1,Tile_1,provisional,7.499,-2.364,2.929,584,413,222,166,17,240,166,1,0.591133,0.401937,2,156,214.013,159.856,1.53661,7.11057,125.82,199.191,184,222,1,6,0.453202,0.53753,0.975787,590.231,1712.94,img_dfbaef61d9e8160adafd7543,61.2952,29.9766,166.8,0.343179,139.149
indoor_door_leaf_Tile_1,Tile_1,provisional,6.952,-2.331,2.928,589,417,193,141,25,270,141,0,0.656934,0.338129,2,133,212.513,159.638,1.21663,7.00648,131.373,219.119,218,193,0,6,0.530414,0.46283,0.980815,305.895,1616.06,img_d92232056a803e065181c4fc,60.8096,25.3694,131.967,0.330387,22.7042
indoor_door_leaf_Tile_1,Tile_1,provisional,6.709,-2.296,2.926,589,419,181,167,25,243,171,0,0.586957,0.408115,2,152,221.013,161.342,1.59887,6.93275,131.884,202.727,229,185,0,5,0.55314,0.441527,0.973747,311.601,2048.78,img_b6ba74c87f4094b04dbb2f59,60.9075,18.2888,160.222,0.347149,18.8413
indoor_door_leaf_Tile_1,Tile_1,provisional,7.467,-1.717,2.928,587,417,171,137,33,270,138,0,0.661765,0.330935,2,127,189.512,159.217,2.31837,6.73504,143.579,244.225,236,172,0,9,0.578431,0.41247,0.976019,198.839,1473.96,img_3b6ed57064a70ad37a048c7b,57.3892,29.4187,249.642,0.716731,8.05977
indoor_door_leaf_Tile_1,Tile_1,provisional,6.531,-1.657,2.927,593,410,158,121,24,284,121,0,0.701235,0.295122,2,114,143.009,159.078,3.59731,6.42926,145.352,224.324,246,159,0,5,0.607407,0.387805,0.980488,176.955,734.346,img_f7ab5b5375d058e24fa94d7a,59.5498,29.4038,110.889,0.306577,5.29102
indoor_door_leaf_Tile_1,Tile_1,provisional,6.999,-1.617,2.929,595,420,156,124,25,287,124,0,0.698297,0.295238,2,115,144.009,159.288,3.24832,6.82963,138.678,238.997,255,156,0,9,0.620438,0.371429,0.97619,179.071,1330.19,img_03155e815f3ed8c386df41d7,57.7806,30.6011,111.416,0.300595,5.8923
indoor_door_leaf_Tile_1,Tile_1,provisional,7.428,-2.588,2.933,580,424,204,117,59,302,118,0,0.719048,0.278302,2,116,194.012,160.502,1.40966,4.98467,176.968,334.232,215,205,0,4,0.511905,0.483491,0.985849,511.569,1630.45,img_dfbaef61d9e8160adafd7543,100.493,26.7559,159.967,0.419742,37.0532
indoor_door_leaf_Tile_1,Tile_1,provisional,7.294,-2.558,2.933,583,423,210,76,25,341,77,0,0.815789,0.182033,2,73,202.012,160.559,1.45318,6.16694,136.594,250.53,207,211,0,5,0.495215,0.498818,0.985816,486.177,1429.63,img_08be8925fb80bbea018fd25a,83.5164,34.2068,162.387,0.419895,79.857
indoor_door_leaf_Tile_1,Tile_1,provisional,7.241,-2.544,2.932,583,420,205,56,22,361,56,0,0.865707,0.133333,2,56,196.512,160.204,1.44396,5.81623,144.543,263.39,212,205,0,3,0.508393,0.488095,0.988095,369.651,938.992,img_bce41815c3435d5918fa786f,88.5092,33.4561,159.482,0.419772,60.2714
indoor_door_leaf_Tile_1,Tile_1,provisional,7.393,-2.366,2.933,585,413,217,147,23,258,147,0,0.637037,0.355932,2,138,214.513,160.018,1.52802,7.05572,129.233,217.515,188,217,0,8,0.464198,0.525424,0.98063,503.204,1685.82,img_4a58d805e5b8e03110fdfac7,61.0339,28.9001,162.177,0.356902,122.483
indoor_door_leaf_Tile_1,Tile_1,provisional,6.943,-2.327,2.932,588,418,192,143,25,268,143,0,0.652068,0.342105,2,135,213.013,160.02,1.22625,6.99888,131.53,218.673,219,192,0,7,0.532847,0.45933,0.978469,301.233,1598.82,img_d92232056a803e065181c4fc,60.6125,23.6152,131.974,0.335142,22.8589
indoor_door_leaf_Tile_1,Tile_1,provisional,6.707,-2.313,2.933,589,419,185,167,24,243,170,0,0.588378,0.405728,2,151,221.013,161.292,1.60547,6.94791,131.806,202.401,225,188,0,6,0.544794,0.448687,0.976134,311.2,2026.17,img_b6ba74c87f4094b04dbb2f59,60.6794,18.2996,155.375,0.34545,19.0837
indoor_door_leaf_Tile_1,Tile_1,provisional,6.99,-2.308,2.931,590,419,190,135,22,274,136,0,0.668293,0.324582,2,127,212.013,159.338,1.43805,7.03218,131.011,225.811,219,191,0,9,0.534146,0.455847,0.966587,292.12,1509.55,img_d92232056a803e065181c4fc,60.6082,27.6577,115.664,0.308136,26.5468
indoor_door_leaf_Tile_1,Tile_1,provisional,6.641,-2.29,2.933,591,418,179,167,26,244,167,0,0.593674,0.399522,2,152,221.013,161.084,1.44346,6.88,131.55,203.642,231,180,0,7,0.562044,0.430622,0.978469,317.279,1946.85,img_b6ba74c87f4094b04dbb2f59,61.2271,17.9478,152.84,0.346011,24.1172
indoor_door_leaf_Tile_1,Tile_1,provisional,6.535,-2.266,2.933,588,417,177,162,27,252,162,0,0.608696,0.388489,2,145,221.013,160.35,1.72172,6.80231,132.151,205.351,237,177,0,3,0.572464,0.42446,0.98801,333.935,1883.23,img_b6ba74c87f4094b04dbb2f59,62.2256,17.7893,152.287,0.340499,23.6293
indoor_door_leaf_Tile_1,Tile_1,provisional,6.471,-2.26,2.934,588,417,160,149,27,266,149,0,0.640964,0.357314,2,138,190.512,160.277,1.76796,6.58285,136.926,210.31,255,160,0,2,0.614458,0.383693,0.992806,329.727,1466.04,img_789243cb60bd90423c2cc36f,61.0757,17.9158,148.92,0.361185,17.2579
indoor_door_leaf_Tile_1,Tile_1,provisional,7.459,-1.837,2.933,588,413,157,124,19,280,126,0,0.689655,0.305085,2,116,144.509,158.986,3.32303,6.80701,134.444,224.449,247,159,0,7,0.608374,0.384988,0.970944,216.607,1353.94,img_3b6ed57064a70ad37a048c7b,56.3125,27.2124,121.527,0.301414,6.82053
indoor_door_leaf_Tile_1,Tile_1,provisional,7.461,-1.724,2.931,587,416,168,135,30,271,138,0,0.662592,0.331731,2,126,173.011,159.169,3.14707,6.74362,142.75,240.427,238,171,0,7,0.581907,0.411058,0.975962,197.846,1445.48,img_3b6ed57064a70ad37a048c7b,57.3584,29.2278,249.367,0.713467,8.39107
indoor_door_leaf_Tile_1,Tile_1,provisional,6.552,-1.72,2.93,592,414,163,125,24,279,128,0,0.685504,0.309179,2,116,156.01,158.913,1.77113,6.46651,144.158,227.445,240,167,0,7,0.589681,0.403382,0.971014,192.003,945.379,img_40f2bb33f03616da71c7aa76,58.6328,28.3604,137.574,0.325614,5.3728
indoor_door_leaf_Tile_1,Tile_1,provisional,6.988,-1.681,2.931,592,418,158,124,22,287,124,0,0.698297,0.296651,2,115,143.009,159.195,4.01877,6.83747,138.093,232.898,253,158,0,7,0.615572,0.37799,0.978469,191.373,1085.68,img_f7ab5b5375d058e24fa94d7a,57.0167,28.6716,110.096,0.305283,6.09757
indoor_door_leaf_Tile_1,Tile_1,provisional,7.418,-2.588,2.937,580,424,201,113,56,305,115,0,0.72619,0.271226,2,112,194.012,160.464,1.42464,5.09344,171.088,326.888,217,203,0,4,0.516667,0.478774,0.983491,502.288,1603.14,img_dfbaef61d9e8160adafd7543,100.601,25.3569,157.395,0.4178,88.3365
indoor_door_leaf_Tile_1,Tile_1,provisional,7.176,-2.538,2.936,583,422,201,49,18,370,51,0,0.87886,0.120853,2,48,173.511,154.402,0.910165,5.83712,144.476,261.462,218,203,0,1,0.517815,0.481043,0.985782,310.497,869.972,img_1a265d9e130f6059a7c5e9a6,86.2078,33.2983,160.191,0.415073,26.2859
indoor_door_leaf_Tile_1,Tile_1,provisional,7.009,-2.52,2.939,578,419,178,46,8,369,47,1,0.887019,0.112172,1,46,193.012,159.705,1.02213,6.44486,134.201,239.818,237,180,0,2,0.568345,0.429594,0.98568,146.779,797.929,img_457eb49193ea77999deda763,65.2499,32.322,169.505,0.515769,21.7461
indoor_door_leaf_Tile_1,Tile_1,provisional,7.258,-2.368,2.94,585,412,231,127,21,278,128,1,0.684729,0.31068,2,120,154.009,149.007,1.62555,7.15899,131.873,226.605,175,231,1,5,0.431034,0.56068,0.980583,408.734,1634.24,img_3b6ed57064a70ad37a048c7b,61.355,28.908,150.905,0.327677,96.4692
indoor_door_leaf_Tile_1,Tile_1,provisional,7.168,-2.336,2.937,586,411,208,127,20,273,127,1,0.6825,0.309002,2,120,154.009,151.71,1.65011,7.19503,131.042,230.406,193,207,1,10,0.4825,0.50365,0.973236,356.021,1590.05,img_d92232056a803e065181c4fc,61.2886,28.2546,143.26,0.310409,46.7866
indoor_door_leaf_Tile_1,Tile_1,provisional,7.074,-2.335,2.935,588,415,199,129,22,281,129,0,0.685366,0.310843,2,121,155.01,149.283,1.51495,7.11518,132.485,230.406,211,199,0,5,0.514634,0.479518,0.975904,330.827,1649.49,img_d92232056a803e065181c4fc,60.7139,28.1182,131.542,0.306209,30.704
indoor_door_leaf_Tile_1,Tile_1,provisional,7.063,-2.329,2.936,588,414,199,130,24,278,130,0,0.681373,0.31401,2,122,191.012,149.327,1.52028,7.10399,132.777,231.183,209,199,0,6,0.512255,0.480676,0.980676,315.678,1632.36,img_d92232056a803e065181c4fc,61.1812,28.0046,148.867,0.322113,31.3148
indoor_door_leaf_Tile_1,Tile_1,provisional,7.058,-2.322,2.935,589,415,197,128,23,281,128,0,0.687042,0.308434,2,120,155.01,149.406,1.52096,7.0969,132.62,229.8,212,197,0,6,0.518337,0.474699,0.978313,312.108,1593.13,img_d92232056a803e065181c4fc,60.4836,27.9441,129.873,0.308338,31.3636
indoor_door_leaf_Tile_1,Tile_1,provisional,6.87,-2.319,2.937,590,417,192,143,23,267,144,0,0.649635,0.345324,2,135,214.513,160.942,1.50906,6.93555,132.596,213.101,218,193,0,6,0.530414,0.46283,0.976019,286.415,1554.42,img_d92232056a803e065181c4fc,60.9285,21.4482,115.23,0.31487,17.4331
indoor_door_leaf_Tile_1,Tile_1,provisional,6.895,-2.307,2.938,591,416,195,141,23,267,142,0,0.652812,0.341346,2,133,213.513,160.433,1.17735,6.95307,132.366,211.546,213,196,0,7,0.520782,0.471154,0.971154,269.959,1484.58,img_d92232056a803e065181c4fc,61.3066,22.1643,128.365,0.32249,8.85495
indoor_door_leaf_Tile_1,Tile_1,provisional,6.7,-2.29,2.936,588,418,180,168,25,242,172,0,0.584541,0.411483,2,153,221.013,161.214,1.61238,6.92973,131.768,202.912,230,184,0,4,0.555556,0.440191,0.973684,308.031,2026.17,img_b6ba74c87f4094b04dbb2f59,60.4438,18.2996,155.282,0.346092,18.845
indoor_door_leaf_Tile_1,Tile_1,provisional,7.024,-1.697,2.937,592,417,156,124,22,286,124,0,0.697561,0.297362,2,115,143.009,159.097,4.05594,6.87585,137.284,235.603,254,156,0,7,0.619512,0.374101,0.980815,189.426,1083.42,img_4a58d805e5b8e03110fdfac7,56.673,28.5591,110.96,0.305789,6.08592
