region,tile,region_status,x,y,z,n_images_fisheye,n_images_face,n_views_loose_ok,n_effective_views,n_effective_views_le5m,n_strict_occluded,n_strict_supported,n_strict_behind,strict_frac_occluded,strict_support_frac,n_cameras,n_rig_frames,time_span_s,angle_span_deg,range_min_m,range_median_m,footprint_px_per_m_fisheye,footprint_px_per_m_face,n_occluded,n_depth_supported,n_lidar_behind,n_no_lidar,frac_occluded,depth_support_frac,rgb_valid_frac,sharpness_lapvar_median,sharpness_lapvar_best,sharpness_best_image,luma_mean_median,luma_min,luma_max,luma_cv_across_views,sharpness_lapvar_min
indoor_door_leaf_Tile_1,Tile_1,provisional,7.233,-2.531,2.059,596,440,202,50,12,387,50,0,0.885584,0.113636,2,45,174.011,175.373,0.491842,7.11199,136.915,218.163,235,202,0,3,0.537757,0.459091,0.990909,820.262,1370.23,img_8a5782154627496067ab070d,61.5699,34.2751,184.102,0.527383,8.00464
indoor_door_leaf_Tile_1,Tile_1,provisional,6.909,-2.499,2.056,597,448,171,52,21,390,54,0,0.878378,0.120536,2,52,196.012,171.815,0.81391,5.54557,160.88,223.198,271,173,0,4,0.61036,0.386161,0.982143,711.255,2291.35,img_654224d56a5a5fc52b21d876,64.2974,30.927,192.077,0.574693,25.9131
indoor_door_leaf_Tile_1,Tile_1,provisional,6.672,-2.486,2.057,601,445,149,73,19,366,73,1,0.833713,0.164045,2,66,202.012,177.652,1.04911,7.03877,119.522,176.768,290,149,1,5,0.660592,0.334831,0.98427,436.024,1420.22,img_d9a7c8becf1e2afe7e043c05,64.1123,18.2007,163.735,0.520387,38.5478
indoor_door_leaf_Tile_1,Tile_1,provisional,6.698,-2.295,2.058,603,452,174,158,36,284,162,2,0.636771,0.358407,2,143,221.013,170.906,0.776338,6.95644,132.386,179.48,270,176,2,4,0.605381,0.389381,0.969027,690.636,3386.26,img_d92232056a803e065181c4fc,61.7054,17.7517,154.197,0.432517,35.4134
indoor_door_leaf_Tile_1,Tile_1,provisional,7.318,-2.863,2.063,587,434,165,113,66,312,114,4,0.732394,0.262673,2,104,149.009,157.327,0.517617,2.84028,297.705,371.732,263,163,4,4,0.617371,0.375576,0.986175,1016.77,3708.09,img_77098503d4402a0360da6d34,126.502,57.5781,237.218,0.384857,8.85569
indoor_door_leaf_Tile_1,Tile_1,provisional,7.422,-2.617,2.062,589,440,181,104,54,326,107,3,0.752887,0.243182,2,102,186.511,176.261,0.28892,4.82669,175.733,303.299,252,181,3,4,0.581986,0.411364,0.979545,829.701,4127.59,img_c0e1cf412031577bfe06ae4a,139.111,36.0637,250.07,0.496743,7.74225
indoor_door_leaf_Tile_1,Tile_1,provisional,7.327,-2.368,2.063,597,440,204,121,33,309,123,4,0.715278,0.279545,2,113,219.013,171.147,0.478016,6.99193,133.644,195.129,230,206,0,4,0.527523,0.468182,0.981818,833.349,2674.53,img_1a62eea81648de2de47d1d27,64.4331,36.5361,184.876,0.514268,11.8872
indoor_door_leaf_Tile_1,Tile_1,provisional,7.022,-2.518,2.068,596,446,171,29,6,404,30,6,0.930876,0.0672646,2,28,193.012,163.681,0.699975,7.26682,120.487,174.364,268,169,3,6,0.613272,0.378924,0.979821,730.987,2775.18,img_4d9c2a8e76e687e5179a2990,64.3643,41.8022,180.042,0.467939,5.06689
indoor_door_leaf_Tile_1,Tile_1,provisional,7.561,-2.504,2.065,591,437,191,124,51,301,125,8,0.706573,0.286041,2,117,196.512,178.924,0.892408,6.06671,145.51,234.812,242,184,8,3,0.568075,0.421053,0.990847,916.999,4115.54,img_c0e1cf412031577bfe06ae4a,109.623,27.8926,253.887,0.576101,19.4719
indoor_door_leaf_Tile_1,Tile_1,provisional,7.016,-2.348,2.067,598,444,185,120,35,323,121,0,0.727477,0.272523,2,112,212.013,172.526,0.759782,6.79285,134.584,192.87,258,186,0,0,0.581081,0.418919,0.995495,590.408,2378.11,img_8123b95a19d4d38c968b46a6,63.2191,35.1501,149.669,0.436433,20.3087
indoor_door_leaf_Tile_1,Tile_1,provisional,6.728,-2.303,2.069,601,451,179,160,37,278,162,4,0.631818,0.359202,2,144,221.013,172.974,0.80605,6.99355,132.773,178.536,263,177,4,7,0.597727,0.392461,0.980044,696.973,3320.04,img_d92232056a803e065181c4fc,60.7421,18.8953,151.547,0.42004,20.82
indoor_door_leaf_Tile_1,Tile_1,provisional,7.032,-2.519,2.072,596,445,176,35,14,403,36,1,0.917995,0.0808989,2,35,193.012,176.471,0.690216,6.48226,124.429,224.45,262,178,0,5,0.595455,0.4,0.979775,563.399,2371.83,img_8123b95a19d4d38c968b46a6,67.5046,41.9016,180.112,0.474764,5.97583
indoor_door_leaf_Tile_1,Tile_1,provisional,6.659,-2.487,2.075,598,444,144,68,16,374,69,0,0.844244,0.155405,2,61,202.012,178.225,1.08821,7.07816,115.572,175.624,297,146,0,1,0.670429,0.328829,0.988739,419.292,1427.96,img_d9a7c8becf1e2afe7e043c05,64.3635,18.9854,156.448,0.494438,137.595
indoor_door_leaf_Tile_1,Tile_1,provisional,7.387,-2.364,2.078,595,442,200,131,40,303,132,2,0.696552,0.298643,2,123,214.513,171.256,0.433655,6.92286,135.056,206.288,235,201,1,5,0.538991,0.454751,0.975113,878.461,2851.56,img_3b6ed57064a70ad37a048c7b,65.426,36.5806,247.698,0.586737,29.0218
indoor_door_leaf_Tile_1,Tile_1,provisional,7.412,-2.509,2.085,591,440,186,127,56,303,128,1,0.703016,0.290909,2,121,197.012,178.644,0.450479,5.97395,143.707,236.637,245,186,1,8,0.568445,0.422727,0.977273,868.018,4129.01,img_c0e1cf412031577bfe06ae4a,111.846,39.7678,253.766,0.559446,9.04119
indoor_door_leaf_Tile_1,Tile_1,provisional,6.533,-2.474,2.083,599,442,140,64,30,377,64,0,0.854875,0.144796,2,63,174.511,178.037,0.991852,5.13233,161.955,291.758,301,140,0,1,0.68254,0.316742,0.993213,406.363,1333.49,img_4e61dfa73359cbec43694b5d,74.012,19.4937,163.176,0.50873,5.21701
indoor_door_leaf_Tile_1,Tile_1,provisional,7.331,-2.365,2.081,596,440,201,125,38,309,127,0,0.708716,0.288636,2,117,192.012,169.685,0.482531,6.97461,135.575,204.285,233,203,0,4,0.534404,0.461364,0.981818,824.89,2688.05,img_3b6ed57064a70ad37a048c7b,65.2017,36.7493,186.299,0.525124,33.4631
indoor_door_leaf_Tile_1,Tile_1,provisional,7.097,-2.354,2.082,597,443,192,122,37,318,122,0,0.722727,0.275395,2,114,158.01,171.022,0.69797,6.87129,133.377,194.392,248,192,0,3,0.563636,0.433409,0.990971,633.624,2679.67,img_1a62eea81648de2de47d1d27,63.3726,35.1301,174.054,0.433182,12.2969
indoor_door_leaf_Tile_1,Tile_1,provisional,6.69,-2.314,2.081,602,449,173,160,38,283,161,0,0.637387,0.358575,2,144,221.013,170.751,0.80597,6.96623,132.412,180.687,270,174,0,5,0.608108,0.387528,0.973274,695.118,2530.91,img_4beafc8e6c2ff2943ec8c75d,62.0974,16.6868,153.319,0.440859,34.8633
indoor_door_leaf_Tile_1,Tile_1,provisional,6.708,-2.314,2.084,602,451,173,158,38,285,160,0,0.640449,0.354767,2,143,221.013,170.599,0.80881,6.94846,132.692,180.328,270,175,0,6,0.606742,0.388027,0.971175,697.486,2391.35,img_5e80513ffc34b6196a43e365,61.6406,17.0471,156.363,0.437331,35.9089
indoor_door_leaf_Tile_1,Tile_1,provisional,6.907,-2.502,2.087,596,448,168,55,23,388,58,0,0.869955,0.129464,2,55,197.512,177.519,0.865465,5.4339,161.387,227.999,275,171,0,2,0.616592,0.381696,0.979911,513.545,1994.06,img_103dec49eddc71b8b42bba6d,63.8694,29.7668,192.455,0.54695,20.1873
indoor_door_leaf_Tile_1,Tile_1,provisional,6.602,-2.48,2.089,596,444,127,50,16,393,50,0,0.887133,0.112613,2,49,199.012,176.905,0.929173,6.71547,128.613,192.569,316,127,0,1,0.713318,0.286036,0.993243,390.775,1497.14,img_d9a7c8becf1e2afe7e043c05,55.9653,21.3296,162.04,0.496745,26.5415
indoor_door_leaf_Tile_1,Tile_1,provisional,7.353,-2.356,2.087,595,442,198,129,40,306,131,1,0.700229,0.29638,2,121,215.013,169.754,0.468719,6.95138,135.675,205.153,237,201,0,4,0.541096,0.454751,0.979638,859.38,3548.41,img_d92232056a803e065181c4fc,65.8254,36.7192,243.288,0.560654,19.5168
indoor_door_leaf_Tile_1,Tile_1,provisional,6.475,-2.294,2.089,600,442,151,131,32,310,131,0,0.702948,0.29638,2,120,156.01,171.863,0.813359,6.75297,136.002,185.689,290,151,0,1,0.657596,0.341629,0.99095,623.104,2584.87,img_5e80513ffc34b6196a43e365,62.136,19.4937,172.715,0.438283,7.68332
indoor_door_leaf_Tile_1,Tile_1,provisional,6.709,-2.288,2.089,603,450,172,160,39,278,165,0,0.62754,0.366667,2,146,221.013,171.763,0.79647,6.92991,132.864,180.118,266,177,0,7,0.600451,0.393333,0.971111,743.752,3183.24,img_d92232056a803e065181c4fc,62.1617,17.3577,148.707,0.422402,21.2727
indoor_door_leaf_Tile_1,Tile_1,provisional,7.305,-2.943,2.094,583,435,164,116,71,311,116,3,0.728337,0.266667,2,106,149.009,178.018,0.55267,2.76631,310.787,412.355,266,161,3,5,0.622951,0.370115,0.986207,1013.4,3515.64,img_77098503d4402a0360da6d34,124.909,56.4211,231.199,0.376032,7.05212
indoor_door_leaf_Tile_1,Tile_1,provisional,7.307,-2.916,2.093,583,434,161,111,67,317,111,5,0.740654,0.25576,2,102,149.009,153.892,0.649807,2.8118,308.132,386.01,271,157,5,1,0.633178,0.361751,0.988479,1061.63,3515.64,img_77098503d4402a0360da6d34,123.896,57.6462,237.703,0.381299,8.38688
indoor_door_leaf_Tile_1,Tile_1,provisional,7.364,-2.558,2.091,592,440,183,113,58,319,113,1,0.738426,0.256818,2,106,198.012,178.006,0.362558,4.85021,169.233,313.39,250,182,1,7,0.578704,0.413636,0.979545,959.395,3870.77,img_876fed3a87ac79c0d63a1017,128.158,39.1658,246.566,0.545482,9.32528
indoor_door_leaf_Tile_1,Tile_1,provisional,7.425,-2.557,2.099,590,440,179,124,60,313,125,0,0.714612,0.284091,2,118,195.012,177.141,0.307788,5.16603,168.508,254.453,257,181,0,2,0.586758,0.411364,0.986364,786.568,4119.84,img_c0e1cf412031577bfe06ae4a,131.599,37.6279,253.201,0.542511,6.59125
indoor_door_leaf_Tile_1,Tile_1,provisional,7.427,-2.548,2.099,590,440,180,124,59,310,127,1,0.709382,0.288636,2,118,195.512,178.251,0.309281,5.27607,166.321,241.321,254,183,1,2,0.581236,0.415909,0.979545,803.695,4119.84,img_c0e1cf412031577bfe06ae4a,131.926,38.2739,253.571,0.543001,6.59125
indoor_door_leaf_Tile_1,Tile_1,provisional,7.409,-2.518,2.097,590,440,184,121,54,306,123,3,0.713287,0.279545,2,115,196.512,178.382,0.337201,5.8618,143.56,236.859,246,184,2,8,0.572093,0.418182,0.977273,871.601,4109.53,img_c0e1cf412031577bfe06ae4a,112.994,39.6602,253.515,0.561396,15.6202
indoor_door_leaf_Tile_1,Tile_1,provisional,6.628,-2.305,2.098,604,445,168,155,37,276,158,0,0.635945,0.355056,2,141,221.013,171.543,0.814703,6.88122,131.893,182.09,262,172,0,11,0.603687,0.386517,0.966292,695.454,2477.56,img_5e80513ffc34b6196a43e365,62.1616,18.3396,173.015,0.43483,6.30736
indoor_door_leaf_Tile_1,Tile_1,provisional,6.701,-2.278,2.1,603,450,169,156,36,281,161,0,0.635747,0.357778,2,143,221.013,170.344,0.798826,6.94667,132.608,180.164,268,174,0,8,0.606335,0.386667,0.964444,755.107,3087.56,img_d92232056a803e065181c4fc,61.8005,16.6458,142.585,0.409769,37.3869
indoor_door_leaf_Tile_1,Tile_1,provisional,7.183,-2.354,2.102,597,441,217,120,33,314,120,5,0.723502,0.272109,2,112,156.01,163.275,0.625069,6.95352,132.218,191.637,222,213,4,2,0.510345,0.482993,0.99093,730.738,2687.96,img_1a62eea81648de2de47d1d27,63.4376,35.3464,174.472,0.423801,8.83023
indoor_door_leaf_Tile_1,Tile_1,provisional,7.353,-2.353,2.102,595,442,198,126,38,309,128,1,0.707094,0.289593,2,118,215.013,170.533,0.476104,6.95433,135.435,203.787,237,201,0,4,0.541096,0.454751,0.979638,873.757,3547.98,img_d92232056a803e065181c4fc,65.7454,36.8357,195.903,0.543796,15.3087
indoor_door_leaf_Tile_1,Tile_1,provisional,7.303,-2.972,2.108,581,433,164,114,69,310,114,6,0.731132,0.263279,2,104,149.009,157.697,0.711897,2.77548,312.185,391.811,265,159,6,3,0.625,0.367206,0.990762,1083.91,3415.53,img_77098503d4402a0360da6d34,125.334,55.4175,225.104,0.373322,11.006
indoor_door_leaf_Tile_1,Tile_1,provisional,6.721,-2.489,2.108,597,447,146,69,17,370,71,0,0.839002,0.158837,2,63,202.512,178.848,0.959933,7.06018,123.55,176.816,293,148,0,6,0.664399,0.331096,0.973154,482.781,1415.03,img_d9a7c8becf1e2afe7e043c05,63.1633,15.2695,168.68,0.484586,27.3176
indoor_door_leaf_Tile_1,Tile_1,provisional,7.068,-2.354,2.108,597,443,190,110,31,327,110,5,0.748284,0.248307,2,103,157.01,175.658,0.732897,6.85223,133.521,194.571,251,189,2,1,0.570455,0.426637,0.988713,626.333,2265.36,img_4767ec0db6e2111433779ace,61.812,35.0386,174.008,0.436566,6.24755
indoor_door_leaf_Tile_1,Tile_1,provisional,6.797,-2.321,2.106,599,449,172,154,34,287,156,3,0.647856,0.347439,2,137,221.013,166.178,0.931372,7.0499,132.285,177.812,272,171,3,3,0.613995,0.380846,0.982183,660.42,2291.02,img_5e80513ffc34b6196a43e365,61.5208,21.1589,173.352,0.423897,6.66308
indoor_door_leaf_Tile_1,Tile_1,provisional,7.307,-2.966,2.114,581,433,166,124,78,307,124,0,0.712297,0.286374,2,114,149.009,178.326,0.436013,2.60549,315.937,440.039,264,167,0,2,0.612529,0.385681,0.990762,1081.3,3382.75,img_77098503d4402a0360da6d34,123.568,56.248,224.461,0.369891,8.55728
indoor_door_leaf_Tile_1,Tile_1,provisional,7.295,-2.374,2.113,595,441,212,123,36,313,123,0,0.71789,0.278912,2,115,157.51,165.943,0.525437,7.01954,133.947,203.561,224,212,0,5,0.513761,0.480726,0.986395,779.919,2671.5,img_1a62eea81648de2de47d1d27,64.3755,35.7097,174.311,0.471768,15.807
indoor_door_leaf_Tile_1,Tile_1,provisional,6.656,-2.278,2.111,602,447,172,156,37,285,157,0,0.644796,0.35123,2,141,221.013,171.681,0.807456,6.89777,132.579,182.449,269,173,0,5,0.608597,0.387025,0.96868,760.814,2935.08,img_d92232056a803e065181c4fc,62.1171,15.7771,145.131,0.421276,39.0788
indoor_door_leaf_Tile_1,Tile_1,provisional,7.396,-2.376,2.117,594,441,198,138,46,296,138,0,0.682028,0.312925,2,130,214.513,174.432,0.432036,6.89776,140.053,215.978,236,198,0,7,0.543779,0.44898,0.975057,797.419,2673.41,img_1a62eea81648de2de47d1d27,66.3575,36.6279,254.508,0.64525,3.92707
indoor_door_leaf_Tile_1,Tile_1,provisional,7.113,-2.353,2.117,596,443,194,120,35,320,120,0,0.727273,0.27088,2,113,156.01,161.896,0.694432,6.89443,133.12,195.067,245,195,0,3,0.556818,0.440181,0.988713,655.471,2698.42,img_1a62eea81648de2de47d1d27,63.6465,34.9021,174.174,0.425284,7.49536
indoor_door_leaf_Tile_1,Tile_1,provisional,6.579,-2.289,2.116,601,442,165,147,35,288,147,0,0.662069,0.332579,2,133,221.013,171.564,0.823436,6.86935,132.326,183.828,270,165,0,7,0.62069,0.373303,0.9819,715.855,2391.03,img_98bb570ecf462a8b29f1009a,62.6189,22.2942,141.27,0.406953,20.4936
indoor_door_leaf_Tile_1,Tile_1,provisional,7.408,-2.662,2.123,590,438,175,98,57,333,99,0,0.770833,0.226027,2,97,184.011,169.871,0.310602,2.86527,300.808,367.725,256,176,0,6,0.592593,0.401826,0.984018,924.182,3944.46,img_c0e1cf412031577bfe06ae4a,133.187,36.1921,244.471,0.439558,6.28526
indoor_door_leaf_Tile_1,Tile_1,provisional,7.413,-2.641,2.125,589,439,172,96,56,336,97,0,0.775982,0.220957,2,95,183.511,168.085,0.307388,2.85297,317.591,387.14,260,173,0,6,0.600462,0.394077,0.981777,805.937,3944.46,img_c0e1cf412031577bfe06ae4a,134.663,35.9338,246.857,0.443147,6.1878
indoor_door_leaf_Tile_1,Tile_1,provisional,7.406,-2.404,2.122,593,440,197,149,57,283,153,0,0.649083,0.347727,2,141,214.513,177.277,0.407418,6.90373,139.663,214.038,235,201,0,4,0.538991,0.456818,0.975,649.954,3475.22,img_31fb7f1b070f7fce4248960d,72.062,37.0457,254.48,0.640377,4.46746
indoor_door_leaf_Tile_1,Tile_1,provisional,6.967,-2.336,2.12,599,445,181,121,30,318,122,2,0.722727,0.274157,2,115,213.013,173.352,0.878268,6.79244,135.266,184.708,260,180,2,3,0.590909,0.404494,0.991011,644.733,2403.23,img_654224d56a5a5fc52b21d876,61.3015,35.5022,142.498,0.390641,129.692
indoor_door_leaf_Tile_1,Tile_1,provisional,6.838,-2.327,2.123,598,451,176,147,28,298,147,0,0.669663,0.325942,2,130,221.013,169.051,0.842356,7.17463,132.333,175.951,269,176,0,6,0.604494,0.390244,0.977827,645.105,2275.49,img_5e80513ffc34b6196a43e365,63.4121,22.7891,173.562,0.41241,8.85566
indoor_door_leaf_Tile_1,Tile_1,provisional,6.664,-2.271,2.121,602,448,168,156,37,283,157,0,0.643182,0.350446,2,141,221.013,171.385,0.811276,6.89907,132.72,182.756,271,169,0,8,0.615909,0.377232,0.96875,765.097,2908.08,img_d92232056a803e065181c4fc,62.3789,15.2109,141.639,0.412025,39.3763
indoor_door_leaf_Tile_1,Tile_1,provisional,7.268,-2.537,2.126,593,440,198,51,14,379,51,6,0.881395,0.115909,2,46,173.511,169.552,0.465225,7.09391,137.116,220.972,238,194,4,4,0.550926,0.440909,0.988636,919.498,1595.68,img_1dbea71c3cf92e7aa3fc5df4,61.4524,40.3706,221.432,0.687379,45.5443
indoor_door_leaf_Tile_1,Tile_1,provisional,6.837,-2.314,2.127,599,451,174,151,32,293,151,0,0.65991,0.334812,2,134,221.013,168.812,0.837575,7.07573,132.76,177.013,270,174,0,7,0.608108,0.385809,0.97561,711.254,2305.74,img_5e80513ffc34b6196a43e365,62.4734,22.7891,137.282,0.382401,19.6052
indoor_door_leaf_Tile_1,Tile_1,provisional,7.398,-2.519,2.132,590,440,182,120,57,312,120,1,0.722222,0.272727,2,114,196.512,177.332,0.354599,5.31027,165.243,243.9,251,182,0,7,0.579677,0.413636,0.977273,806.353,3932.79,img_c0e1cf412031577bfe06ae4a,125.734,39.6895,252.128,0.550023,10.425
indoor_door_leaf_Tile_1,Tile_1,provisional,6.647,-2.486,2.132,597,443,145,62,20,379,62,0,0.85941,0.139955,2,55,202.012,177.781,1.10699,6.7645,128.349,180.075,296,145,0,2,0.671202,0.327314,0.990971,472.213,1474.92,img_d9a7c8becf1e2afe7e043c05,76.4431,18.2566,158.594,0.469426,152.577
indoor_door_leaf_Tile_1,Tile_1,provisional,7.396,-2.39,2.13,593,441,198,137,44,296,137,0,0.683603,0.310658,2,129,214.513,177.013,0.446139,6.91752,137.087,212.299,235,198,0,8,0.542725,0.44898,0.972789,735.072,2837.47,img_c1e12f0629dd3d406e51c28a,67.8442,35.9104,254.451,0.653634,8.91647
indoor_door_leaf_Tile_1,Tile_1,provisional,6.741,-2.306,2.134,599,450,186,163,37,277,165,2,0.626697,0.366667,2,148,221.013,178.75,0.844982,7.00088,131.706,179.107,256,186,2,6,0.579186,0.413333,0.98,741.568,2752.73,img_d92232056a803e065181c4fc,60.7537,18.178,143.888,0.395246,10.2222
indoor_door_leaf_Tile_1,Tile_1,provisional,6.593,-2.296,2.133,603,442,172,148,34,286,148,0,0.658986,0.334842,2,131,221.013,171.329,0.839646,6.88294,132.445,183.896,262,172,0,8,0.603687,0.38914,0.977376,722.086,2089.13,img_4482606b56ce83da57f0a986,62.4321,22.2751,141.31,0.39946,99.8574
indoor_door_leaf_Tile_1,Tile_1,provisional,6.881,-2.291,2.135,601,446,184,139,38,301,140,0,0.68254,0.313901,2,131,214.513,177.9,0.826364,6.67019,137.154,190.542,256,185,0,5,0.580499,0.414798,0.982063,738.494,2877.48,img_1a62eea81648de2de47d1d27,62.0515,28.6172,133.362,0.329804,70.4741
indoor_door_leaf_Tile_1,Tile_1,provisional,6.63,-2.248,2.133,602,444,171,146,34,291,146,2,0.665904,0.328829,2,131,221.013,170.313,0.983965,6.97795,131.977,181.746,268,169,2,5,0.613272,0.380631,0.984234,796.676,3008.17,img_4beafc8e6c2ff2943ec8c75d,63.047,15.8843,145.041,0.408418,49.8709
indoor_door_leaf_Tile_1,Tile_1,provisional,7.306,-2.875,2.136,583,434,162,109,63,317,109,7,0.744131,0.251152,2,100,149.009,163.191,0.486805,2.84725,295.995,370.141,271,155,7,1,0.63615,0.357143,0.997696,1149.84,3383.69,img_77098503d4402a0360da6d34,122.098,56.9111,223.302,0.379838,12.1452
indoor_door_leaf_Tile_1,Tile_1,provisional,7.407,-2.658,2.136,590,440,174,94,53,332,95,5,0.777518,0.215909,2,93,184.011,169.066,1.03404,2.90794,293.272,362.089,257,170,5,8,0.601874,0.386364,0.979545,967.403,3903.25,img_c0e1cf412031577bfe06ae4a,134.607,35.7009,244.875,0.443203,5.89791
indoor_door_leaf_Tile_1,Tile_1,provisional,6.608,-2.481,2.137,595,444,141,54,17,384,54,3,0.876712,0.121622,2,47,202.012,176.546,1.09917,6.85595,128.093,179.862,300,139,2,3,0.683371,0.313063,0.993243,435.412,1510.54,img_d9a7c8becf1e2afe7e043c05,78.697,20.7102,163.067,0.472324,4.93796
indoor_door_leaf_Tile_1,Tile_1,provisional,7.397,-2.382,2.139,594,442,196,129,37,296,130,8,0.694836,0.294118,2,121,214.513,175.241,0.902908,6.93157,134.7,202.614,236,192,6,8,0.551402,0.434389,0.968326,811.277,2665.13,img_1a62eea81648de2de47d1d27,65.0813,35.9705,254.44,0.668448,5.54749
indoor_door_leaf_Tile_1,Tile_1,provisional,6.468,-2.294,2.137,600,440,153,121,25,311,121,7,0.719907,0.275,2,110,192.012,171.188,1.32296,6.77575,135.232,186.391,286,146,7,1,0.662037,0.331818,0.990909,640.887,2135.83,img_4482606b56ce83da57f0a986,59.4268,18.1355,172.934,0.378908,7.07908
indoor_door_leaf_Tile_1,Tile_1,provisional,6.693,-2.244,2.137,603,448,174,151,36,288,152,1,0.654545,0.339286,2,136,221.013,179.285,0.871827,7.06922,131.23,178.681,266,174,1,7,0.604545,0.388393,0.975446,813.333,3446.09,img_5b91b0038b79183f5c7235e8,63.2139,15.5825,139.173,0.412066,8.71997
indoor_door_leaf_Tile_1,Tile_1,provisional,7.401,-2.679,2.143,589,438,173,97,57,331,98,3,0.771562,0.223744,2,96,184.011,168.597,0.476257,2.85421,307.439,369.991,258,171,3,6,0.601399,0.390411,0.984018,1080.27,3867.81,img_c0e1cf412031577bfe06ae4a,132.313,35.5076,242.011,0.427295,6.25391
indoor_door_leaf_Tile_1,Tile_1,provisional,6.874,-2.503,2.14,596,448,168,71,22,369,72,0,0.836735,0.160714,2,62,199.512,173.216,0.887524,7.06787,117.894,173.63,272,169,0,7,0.61678,0.377232,0.982143,633.804,1886.61,img_103dec49eddc71b8b42bba6d,64.0134,22.0557,165.185,0.459675,46.7934
indoor_door_leaf_Tile_1,Tile_1,provisional,6.611,-2.482,2.142,595,444,140,54,17,385,54,2,0.876993,0.121622,2,47,202.012,176.475,1.10441,6.85871,128.06,179.878,301,138,2,3,0.685649,0.310811,0.993243,454.529,1514.29,img_d9a7c8becf1e2afe7e043c05,76.9199,20.6755,163.219,0.47077,4.92035
indoor_door_leaf_Tile_1,Tile_1,provisional,6.646,-2.483,2.141,597,443,150,64,22,376,64,1,0.854545,0.14447,2,57,202.012,177.482,1.00648,6.68187,129.794,181.767,291,149,1,2,0.661364,0.336343,0.986456,505.465,1478.32,img_d9a7c8becf1e2afe7e043c05,78.8116,17.5623,157.005,0.469265,88.236
indoor_door_leaf_Tile_1,Tile_1,provisional,6.565,-2.291,2.141,600,441,168,141,32,293,141,1,0.675115,0.319728,2,124,221.013,171.222,0.846313,6.86328,132.119,184.48,267,167,1,6,0.615207,0.378685,0.984127,675.734,2084.63,img_46f7e3520c57796e33d0dd24,63.105,21.1418,145.703,0.407564,124.769
indoor_door_leaf_Tile_1,Tile_1,provisional,6.865,-2.275,2.14,601,447,180,140,37,301,141,0,0.680995,0.315436,2,132,217.513,175.732,0.822201,6.71537,137.152,187.859,261,181,0,5,0.590498,0.404922,0.979866,754.632,2875.71,img_1a62eea81648de2de47d1d27,62.0796,26.1062,134.607,0.346459,69.9167
indoor_door_leaf_Tile_1,Tile_1,provisional,7.306,-2.879,2.149,583,434,159,109,63,319,109,5,0.745327,0.251152,2,100,149.009,145.324,0.467264,2.84469,296.435,370.235,274,154,5,1,0.640187,0.354839,0.997696,1141.13,3338.7,img_77098503d4402a0360da6d34,118.759,57.0039,223.104,0.382842,10.3758
indoor_door_leaf_Tile_1,Tile_1,provisional,7.252,-2.538,2.148,594,440,196,53,16,382,53,3,0.878161,0.120455,2,48,174.011,169.756,0.853281,7.09852,137.31,221.359,242,194,2,2,0.555046,0.440909,0.990909,855.378,1573.17,img_d22b97313624830c9ce567d4,61.5308,40.3674,218.883,0.599741,49.4475
indoor_door_leaf_Tile_1,Tile_1,provisional,7.421,-2.528,2.148,590,439,180,125,59,306,127,0,0.706697,0.289294,2,119,196.012,176.871,0.336138,5.36729,164.428,243.045,251,182,0,6,0.579677,0.414579,0.981777,838.773,3943.65,img_c0e1cf412031577bfe06ae4a,125.427,38.6504,253.515,0.544492,10.1652
indoor_door_leaf_Tile_1,Tile_1,provisional,7.598,-2.504,2.148,591,437,194,112,39,299,113,21,0.725728,0.258581,2,105,197.012,177.343,1.51963,6.71003,142.574,223.517,238,174,21,4,0.57767,0.398169,0.98627,936.994,4201.69,img_876fed3a87ac79c0d63a1017,106.973,23.7732,254.997,0.634416,0.0324659
indoor_door_leaf_Tile_1,Tile_1,provisional,6.757,-2.491,2.147,596,446,163,85,29,353,87,0,0.802273,0.195067,2,79,202.012,177.953,0.970976,6.81642,126.702,191.117,275,165,0,6,0.625,0.369955,0.975336,550.257,1597.46,img_1966204401da23120883fd70,64.3655,15.9954,176.588,0.499795,37.7792
indoor_door_leaf_Tile_1,Tile_1,provisional,6.586,-2.481,2.146,595,442,141,56,23,385,56,0,0.873016,0.126697,2,49,201.512,175.207,1.14006,5.30633,157.792,232.376,300,141,0,1,0.680272,0.319005,0.995475,494.19,1361.88,img_4e61dfa73359cbec43694b5d,79.5592,22.1365,163.713,0.451384,6.18293
indoor_door_leaf_Tile_1,Tile_1,provisional,7.298,-2.375,2.148,595,439,211,106,29,324,107,4,0.75174,0.243736,2,101,155.01,162.598,0.761089,7.00823,135.309,206.583,223,211,1,4,0.513825,0.480638,0.981777,765.11,2675.03,img_1a62eea81648de2de47d1d27,64.2518,35.1321,175.052,0.469304,65.1363
indoor_door_leaf_Tile_1,Tile_1,provisional,6.909,-2.28,2.146,600,447,176,136,39,304,137,0,0.689342,0.306488,2,128,214.013,178.551,0.827678,6.69413,136.789,190.491,264,177,0,6,0.598639,0.395973,0.979866,722.073,2927.74,img_d92232056a803e065181c4fc,62.4502,32.9956,137.805,0.36161,101.013
indoor_door_leaf_Tile_1,Tile_1,provisional,7.38,-2.547,2.151,591,440,180,117,55,314,117,2,0.728538,0.265909,2,111,196.012,176.62,0.42812,5.35077,164.862,242.163,253,179,1,7,0.585648,0.406818,0.977273,919.674,3766.7,img_c0e1cf412031577bfe06ae4a,117.903,38.5662,248.532,0.542613,6.46103
